cols,in_channel_max_over_median_after,in_channel_max_over_median_before,in_channel_outlier_count_after,in_channel_outlier_count_before,layer,module_type,name,out_channel_max_over_median_after,out_channel_max_over_median_before,out_channel_outlier_count_after,out_channel_outlier_count_before,relative_norm_change,rotation_type,rows
8960,1.2365988488075772,1.2365988488075772,18,18,0,down_proj,model.layers.0.mlp.down_proj,1.8224236820279784,1.8224236820279784,2,2,0.0,none,1536
8960,1.079136023322185,1.2365988488075772,0,18,0,down_proj,model.layers.0.mlp.down_proj,1.8224236827760514,1.8224236820279784,2,2,7.120568644928932e-05,hadamard,1536
8960,1.1562078331162808,1.2365988488075772,3,18,0,down_proj,model.layers.0.mlp.down_proj,1.8224236846271324,1.8224236820279784,2,2,7.120568644928932e-05,learned_butterfly,1536
8960,1.7501118699863207,1.7501118699863207,98,98,14,down_proj,model.layers.14.mlp.down_proj,3.827234599489681,3.827234599489681,2,2,0.0,none,1536
8960,1.118821136747494,1.7501118699863207,0,98,14,down_proj,model.layers.14.mlp.down_proj,3.8272346016106997,3.827234599489681,2,2,6.60090434722032e-05,hadamard,1536
8960,1.2748849583809083,1.7501118699863207,0,98,14,down_proj,model.layers.14.mlp.down_proj,3.827234597373662,3.827234599489681,2,2,6.787502349968597e-05,learned_butterfly,1536
8960,1.47694090417726,1.47694090417726,0,0,27,down_proj,model.layers.27.mlp.down_proj,2.4961851032618996,2.4961851032618996,200,200,0.0,none,1536
8960,1.0964355692872447,1.47694090417726,0,0,27,down_proj,model.layers.27.mlp.down_proj,2.4961851029176865,2.4961851032618996,200,200,6.628984500428126e-05,hadamard,1536
8960,1.1879553662198812,1.47694090417726,0,0,27,down_proj,model.layers.27.mlp.down_proj,2.4961850949574194,2.4961851032618996,200,200,6.555960191365882e-05,learned_butterfly,1536
