benchmark_drop_fraction,benchmark_drop_percent,benchmark_metric_effective,benchmark_metric_requested,candidate_index,loss_degradation,lossless_pass,lossless_threshold_percent,nll,nominal_bits,nominal_keep_fraction,nominal_rank_fraction,order,perplexity,ppl_degradation,predicted_hessian_cost,q_method,r_method,s_method,strategy,tokens,zero_shot_accuracy,zero_shot_accuracy_degradation
0.0,0.0,zero_shot,zero_shot,1,0.009591170183316677,True,1.0,4.301631416861467,8,0.995,0.995,rqs,73.82012691585382,0.7046368525663667,0.00021277075575198978,rotated_rtn,whitened_svd,wanda,low_loss_triple_stack,127,0.32,-0.03999999999999998
0.0,0.0,zero_shot,zero_shot,2,0.057789719949556506,True,1.0,4.3498299666277065,8,0.995,0.995,rqs,77.46529012086948,4.34980005758203,0.00025880092289298773,rtn,whitened_svd,wanda,low_loss_triple_stack,127,0.33,-0.04999999999999999
