loss_degradation,nll,order,perplexity,ppl_degradation,q_method,r_method,s_method,strategy,tokens,zero_shot_accuracy,zero_shot_accuracy_degradation
0.0,4.228114721343273,none,68.58780308596377,0.0,,,,baseline,1016,0.1875,0.0
7.304755834143933,11.532870555487206,qsr,102014.53228365473,101945.94448056877,rtn,svd,magnitude,fixed_qsr_naive,1016,0.25,-0.0625
1.7586989215039832,5.986813642847256,qsr,398.1439577787029,329.55615469273914,rtn,whitened_svd,wanda,fixed_qsr_default,1016,0.25,-0.0625
1.8926080118014124,6.120722733144685,srq,455.1935591169514,386.60575603098766,rtn,whitened_svd,wanda,slim_like_srq_proxy,1016,0.125,0.0625
1.6393778943640047,5.8674926157072775,layerwise,353.36185458620696,284.7740515002432,selected,selected,selected,hessian_layerwise,1016,0.1875,0.0
