benchmark_drop_fraction,benchmark_drop_percent,benchmark_metric_effective,benchmark_metric_requested,candidate_index,factorized_rank_memory_ratio,family,loss_degradation,lossless_pass,lossless_threshold_percent,nll,nominal_bits,nominal_keep_fraction,nominal_memory_ratio,nominal_memory_saving,nominal_rank_fraction,order,perplexity,ppl_degradation,predicted_hessian_cost,q_method,r_method,s_method,selected_parameter_count,strategy,tokens,zero_shot_accuracy,zero_shot_accuracy_degradation
0.0,0.0,ppl,ppl,21,1.3255208333333333,r_only,-0.0180643637349287,True,1.0,3.868352935070128,16,1.0,1.3255208333333333,-0.32552083333333326,0.995,r,47.8634868519642,-0.8724801095375838,0.00020442903004891377,,whitened_svd,,3145728,lossless_frontier,254,nan,nan
0.0,0.0,ppl,ppl,22,1.3255208333333333,r_only,-0.004763986182025004,True,1.0,3.8816533126230315,16,1.0,1.3255208333333333,-0.32552083333333326,0.995,r,48.50434165627839,-0.23162530522338898,2.534806088587146,,svd,,3145728,lossless_frontier,254,nan,nan
0.0,0.0,ppl,ppl,23,1.3203125,r_only,-0.017090925081508335,True,1.0,3.869326373723548,16,1.0,1.3203125,-0.3203125,0.99,r,47.91010170482222,-0.8258652566795632,0.0002141892126132916,,whitened_svd,,3145728,lossless_frontier,254,nan,nan
0.0016910688026935306,0.16910688026935305,ppl,ppl,24,1.3203125,r_only,0.0016896405557949024,True,1.0,3.8881069393608514,16,1.0,1.3203125,-0.3203125,0.99,r,48.81838283479948,0.08241587329769828,4.842322579596839,,svd,,3145728,lossless_frontier,254,nan,nan
0.0,0.0,ppl,ppl,25,1.3072916666666667,r_only,-0.013506671575110651,True,1.0,3.872910627229946,16,1.0,1.3072916666666667,-0.30729166666666674,0.98,r,48.08213177036174,-0.6538351911400397,0.00023868830459150558,,whitened_svd,,3145728,lossless_frontier,254,nan,nan
0.0,0.0,ppl,ppl,26,1.3072916666666667,r_only,-0.023342462975209255,True,1.0,3.8630748358298472,16,1.0,1.3072916666666667,-0.30729166666666674,0.98,r,47.611524145396835,-1.1244428161049456,8.482464244437324,,svd,,3145728,lossless_frontier,254,nan,nan
0.0,0.0,ppl,ppl,27,1.265625,r_only,-0.029506292868786588,True,1.0,3.85691100593627,16,1.0,1.265625,-0.265625,0.95,r,47.3189574016962,-1.417009559805578,0.00030903913284419104,,whitened_svd,,3145728,lossless_frontier,254,nan,nan
0.06421478531354934,6.421478531354934,ppl,ppl,28,1.265625,r_only,0.062237236443467125,False,1.0,3.9486545352485236,16,1.0,1.265625,-0.265625,0.95,r,51.86553661698285,3.1295696554810704,18.00773753622343,,svd,,3145728,lossless_frontier,254,nan,nan
0.0,0.0,ppl,ppl,29,1.2005208333333333,r_only,-0.0033647432101990837,True,1.0,3.8830525555948574,16,1.0,1.2005208333333333,-0.20052083333333326,0.9,r,48.57225852046033,-0.16370844104145021,0.0004633627285102193,,whitened_svd,,3145728,lossless_frontier,254,nan,nan
0.11607236234015109,11.607236234015108,ppl,ppl,30,1.2005208333333333,r_only,0.10981570266363194,False,1.0,3.9962330014686884,16,1.0,1.2005208333333333,-0.20052083333333326,0.9,r,54.39286577765485,5.656898816153067,29.13053505384596,,svd,,3145728,lossless_frontier,254,nan,nan
0.0,0.0,ppl,ppl,31,1.0677083333333333,r_only,-0.03002905657910926,True,1.0,3.8563882422259472,16,1.0,1.0677083333333333,-0.06770833333333326,0.8,r,47.29422723253698,-1.441739728964798,0.0009257484937279514,,whitened_svd,,3145728,lossless_frontier,254,nan,nan
0.4959256278096128,49.59256278096128,ppl,ppl,32,1.0677083333333333,r_only,0.40274516428549445,False,1.0,4.289162463090551,16,1.0,1.0677083333333333,-0.06770833333333326,0.8,r,72.9053819737931,24.169415012291317,55.932587487157434,,svd,,3145728,lossless_frontier,254,nan,nan
0.0,0.0,ppl,ppl,33,0.6666666666666666,r_only,-0.017492219219057414,True,1.0,3.868925079585999,16,1.0,0.6666666666666666,0.33333333333333337,0.5,r,47.89087951901189,-0.8450874424898913,0.0033871645537146833,,whitened_svd,,3145728,lossless_frontier,254,nan,nan
6.923568243825411,692.356824382541,ppl,ppl,34,0.6666666666666666,r_only,2.0698416402020796,False,1.0,5.956258939007136,16,1.0,0.6666666666666666,0.33333333333333337,0.5,r,386.1627601482799,337.4267931867781,163.5432078242302,,svd,,3145728,lossless_frontier,254,nan,nan
13.897442244127891,1389.7442244127892,ppl,ppl,35,0.6666666666666666,qsr_stack,2.7011895367479704,False,1.0,6.587606835553027,3,0.8,0.07500000000000001,0.925,0.5,qsr,726.0412530206978,677.3052860591961,264.0841853916645,rotated_rtn,svd,magnitude,3145728,lossless_frontier,254,nan,nan
9.672166985593016,967.2166985593016,ppl,ppl,36,0.6666666666666666,qsr_stack,2.367639136126661,False,1.0,6.254056434931718,3,0.8,0.07500000000000001,0.925,0.5,rqs,520.1183776174913,471.38241065598953,263.407223790884,rotated_rtn,svd,magnitude,3145728,lossless_frontier,254,nan,nan
0.4542558075432472,45.42558075432472,ppl,ppl,37,0.6666666666666666,qsr_stack,0.3744942972979213,False,1.0,4.260911596102978,3,0.8,0.07500000000000001,0.925,0.5,qsr,70.87456298999979,22.138596028498007,121.96785926818848,rotated_rtn,whitened_svd,magnitude,3145728,lossless_frontier,254,nan,nan
0.3366176345353907,33.661763453539066,ppl,ppl,38,0.6666666666666666,qsr_stack,0.29014226958507683,False,1.0,4.176559568390133,3,0.8,0.07500000000000001,0.925,0.5,rqs,65.14135287687746,16.405385915375682,94.98802697658539,rotated_rtn,whitened_svd,magnitude,3145728,lossless_frontier,254,nan,nan
14.06238558717337,1406.2385587173371,ppl,ppl,39,0.6666666666666666,qsr_stack,2.7122006153497176,False,1.0,6.598617914154774,3,0.8,0.07500000000000001,0.925,0.5,qsr,734.079926337882,685.3439593763802,263.40644496679306,rotated_rtn,svd,wanda,3145728,lossless_frontier,254,nan,nan
9.968453136665069,996.8453136665069,ppl,ppl,40,0.6666666666666666,qsr_stack,2.3950232558363065,False,1.0,6.281440554641363,3,0.8,0.07500000000000001,0.925,0.5,rqs,534.5581696872894,485.8222027257876,264.2690930366516,rotated_rtn,svd,wanda,3145728,lossless_frontier,254,nan,nan
0.4479731718824121,44.79731718824121,ppl,ppl,41,0.6666666666666666,qsr_stack,0.37016476608636806,False,1.0,4.2565820648914245,3,0.8,0.07500000000000001,0.925,0.5,qsr,70.56837266600218,21.832405704500395,122.25027585029602,rotated_rtn,whitened_svd,wanda,3145728,lossless_frontier,254,nan,nan
0.3644441937171061,36.44441937171061,ppl,ppl,42,0.6666666666666666,qsr_stack,0.3107471616249389,False,1.0,4.197164460429995,3,0.8,0.07500000000000001,0.925,0.5,rqs,66.49750714580982,17.76154018430804,94.63571485877037,rotated_rtn,whitened_svd,wanda,3145728,lossless_frontier,254,nan,nan
6.879414186272734,687.9414186272734,ppl,ppl,43,0.6666666666666666,qsr_stack,2.0642535592627342,False,1.0,5.950670858067791,3,0.8,0.07500000000000001,0.925,0.5,qsr,384.0108694581764,335.2749024966746,234.84388476610184,rtn,svd,magnitude,3145728,lossless_frontier,254,nan,nan
8.482373972117056,848.2373972117056,ppl,ppl,44,0.6666666666666666,qsr_stack,2.2494347039170157,False,1.0,6.135852002722072,3,0.8,0.07500000000000001,0.925,0.5,rqs,462.1326646217013,413.3966976601995,231.5671045780182,rtn,svd,magnitude,3145728,lossless_frontier,254,nan,nan
0.16155009609267845,16.155009609267847,ppl,ppl,45,0.6666666666666666,qsr_stack,0.14975540281280741,False,1.0,4.036172701617864,3,0.8,0.07500000000000001,0.925,0.5,qsr,56.609267107301996,7.873300145800215,90.67254734039307,rtn,whitened_svd,magnitude,3145728,lossless_frontier,254,nan,nan
0.14213780053676583,14.213780053676583,ppl,ppl,46,0.6666666666666666,qsr_stack,0.13290176992341296,False,1.0,4.0193190687284694,3,0.8,0.07500000000000001,0.925,0.5,rqs,55.66319011244213,6.92722315094035,67.64064666628838,rtn,whitened_svd,magnitude,3145728,lossless_frontier,254,nan,nan
6.879414186272734,687.9414186272734,ppl,ppl,47,0.6666666666666666,qsr_stack,2.0642535592627342,False,1.0,5.950670858067791,3,0.8,0.07500000000000001,0.925,0.5,qsr,384.0108694581764,335.2749024966746,234.84388476610184,rtn,svd,wanda,3145728,lossless_frontier,254,nan,nan
8.482373972117056,848.2373972117056,ppl,ppl,48,0.6666666666666666,qsr_stack,2.2494347039170157,False,1.0,6.135852002722072,3,0.8,0.07500000000000001,0.925,0.5,rqs,462.1326646217013,413.3966976601995,231.5671045780182,rtn,svd,wanda,3145728,lossless_frontier,254,nan,nan
0.16155009609267845,16.155009609267847,ppl,ppl,49,0.6666666666666666,qsr_stack,0.14975540281280741,False,1.0,4.036172701617864,3,0.8,0.07500000000000001,0.925,0.5,qsr,56.609267107301996,7.873300145800215,90.67254734039307,rtn,whitened_svd,wanda,3145728,lossless_frontier,254,nan,nan
0.14213780053676583,14.213780053676583,ppl,ppl,50,0.6666666666666666,qsr_stack,0.13290176992341296,False,1.0,4.0193190687284694,3,0.8,0.07500000000000001,0.925,0.5,rqs,55.66319011244213,6.92722315094035,67.64064666628838,rtn,whitened_svd,wanda,3145728,lossless_frontier,254,nan,nan
13.225230189676202,1322.5230189676201,ppl,ppl,51,0.6666666666666666,qsr_stack,2.6550171619325176,False,1.0,6.541434460737574,3,0.9,0.084375,0.915625,0.5,qsr,693.280348543817,644.5443815823153,263.0831535756588,rotated_rtn,svd,magnitude,3145728,lossless_frontier,254,nan,nan
9.767944057566167,976.7944057566167,ppl,ppl,52,0.6666666666666666,qsr_stack,2.376573577640564,False,1.0,6.26299087644562,3,0.9,0.084375,0.915625,0.5,rqs,524.7861658328442,476.0501988713424,263.3145725429058,rotated_rtn,svd,magnitude,3145728,lossless_frontier,254,nan,nan
0.44349635223592476,44.34963522359248,ppl,ppl,53,0.6666666666666666,qsr_stack,0.3670681930902435,False,1.0,4.2534854918953,3,0.9,0.084375,0.915625,0.5,qsr,70.35019053161837,21.614223570116586,121.09288775920868,rotated_rtn,whitened_svd,magnitude,3145728,lossless_frontier,254,nan,nan
0.3091123943645397,30.911239436453968,ppl,ppl,54,0.6666666666666666,qsr_stack,0.26934934601070415,False,1.0,4.155766644815761,3,0.9,0.084375,0.915625,0.5,rqs,63.800858400642696,15.064891439140915,93.90331697463989,rotated_rtn,whitened_svd,magnitude,3145728,lossless_frontier,254,nan,nan
12.99888118724504,1299.888118724504,ppl,ppl,55,0.6666666666666666,qsr_stack,2.638977411225086,False,1.0,6.525394710030143,3,0.9,0.084375,0.915625,0.5,qsr,682.249011039563,633.5130440780613,263.0615574121475,rotated_rtn,svd,wanda,3145728,lossless_frontier,254,nan,nan
9.678023294800447,967.8023294800447,ppl,ppl,56,0.6666666666666666,qsr_stack,2.368187731645239,False,1.0,6.254605030450295,3,0.9,0.084375,0.915625,0.5,rqs,520.403790509541,471.66782354803917,263.4704797267914,rotated_rtn,svd,wanda,3145728,lossless_frontier,254,nan,nan
0.4419030349804996,44.19030349804996,ppl,ppl,57,0.6666666666666666,qsr_stack,0.36596379317636574,False,1.0,4.252381091981422,3,0.9,0.084375,0.915625,0.5,qsr,70.27253867449878,21.536571712996995,121.08729386329651,rotated_rtn,whitened_svd,wanda,3145728,lossless_frontier,254,nan,nan
0.3125539493597996,31.255394935979957,ppl,ppl,58,0.6666666666666666,qsr_stack,0.2719748189130171,False,1.0,4.158392117718074,3,0.9,0.084375,0.915625,0.5,rqs,63.96858591118787,15.232618949686092,93.8475111424923,rotated_rtn,whitened_svd,wanda,3145728,lossless_frontier,254,nan,nan
6.879414186272734,687.9414186272734,ppl,ppl,59,0.6666666666666666,qsr_stack,2.0642535592627342,False,1.0,5.950670858067791,3,0.9,0.084375,0.915625,0.5,qsr,384.0108694581764,335.2749024966746,234.84388476610184,rtn,svd,magnitude,3145728,lossless_frontier,254,nan,nan
8.482373972117056,848.2373972117056,ppl,ppl,60,0.6666666666666666,qsr_stack,2.2494347039170157,False,1.0,6.135852002722072,3,0.9,0.084375,0.915625,0.5,rqs,462.1326646217013,413.3966976601995,231.5671045780182,rtn,svd,magnitude,3145728,lossless_frontier,254,nan,nan
0.16155009609267845,16.155009609267847,ppl,ppl,61,0.6666666666666666,qsr_stack,0.14975540281280741,False,1.0,4.036172701617864,3,0.9,0.084375,0.915625,0.5,qsr,56.609267107301996,7.873300145800215,90.67254734039307,rtn,whitened_svd,magnitude,3145728,lossless_frontier,254,nan,nan
0.14213780053676583,14.213780053676583,ppl,ppl,62,0.6666666666666666,qsr_stack,0.13290176992341296,False,1.0,4.0193190687284694,3,0.9,0.084375,0.915625,0.5,rqs,55.66319011244213,6.92722315094035,67.64064666628838,rtn,whitened_svd,magnitude,3145728,lossless_frontier,254,nan,nan
6.879414186272734,687.9414186272734,ppl,ppl,63,0.6666666666666666,qsr_stack,2.0642535592627342,False,1.0,5.950670858067791,3,0.9,0.084375,0.915625,0.5,qsr,384.0108694581764,335.2749024966746,234.84388476610184,rtn,svd,wanda,3145728,lossless_frontier,254,nan,nan
8.482373972117056,848.2373972117056,ppl,ppl,64,0.6666666666666666,qsr_stack,2.2494347039170157,False,1.0,6.135852002722072,3,0.9,0.084375,0.915625,0.5,rqs,462.1326646217013,413.3966976601995,231.5671045780182,rtn,svd,wanda,3145728,lossless_frontier,254,nan,nan
0.16155009609267845,16.155009609267847,ppl,ppl,65,0.6666666666666666,qsr_stack,0.14975540281280741,False,1.0,4.036172701617864,3,0.9,0.084375,0.915625,0.5,qsr,56.609267107301996,7.873300145800215,90.67254734039307,rtn,whitened_svd,wanda,3145728,lossless_frontier,254,nan,nan
0.14213780053676583,14.213780053676583,ppl,ppl,66,0.6666666666666666,qsr_stack,0.13290176992341296,False,1.0,4.0193190687284694,3,0.9,0.084375,0.915625,0.5,rqs,55.66319011244213,6.92722315094035,67.64064666628838,rtn,whitened_svd,wanda,3145728,lossless_frontier,254,nan,nan
13.253582144464211,1325.358214446421,ppl,ppl,67,0.6666666666666666,qsr_stack,2.6570082536832555,False,1.0,6.543425552488312,3,0.95,0.08906249999999999,0.9109375,0.5,qsr,694.6621084756595,645.9261415141577,263.1823184490204,rotated_rtn,svd,magnitude,3145728,lossless_frontier,254,nan,nan
9.47403335594732,947.403335594732,ppl,ppl,68,0.6666666666666666,qsr_stack,2.3488991804948944,False,1.0,6.235316479299951,3,0.95,0.08906249999999999,0.9109375,0.5,rqs,510.46214358911624,461.72617662761445,263.3697059750557,rotated_rtn,svd,magnitude,3145728,lossless_frontier,254,nan,nan
0.46447034229778394,46.447034229778396,ppl,ppl,69,0.6666666666666666,qsr_stack,0.3814936360036296,False,1.0,4.267910934808686,3,0.95,0.08906249999999999,0.9109375,0.5,qsr,71.372378218324,22.63641125682222,120.97744169831276,rotated_rtn,whitened_svd,magnitude,3145728,lossless_frontier,254,nan,nan
0.2977540748836099,29.77540748836099,ppl,ppl,70,0.6666666666666666,qsr_stack,0.2606351356806722,False,1.0,4.147052434485729,3,0.95,0.08906249999999999,0.9109375,0.5,rqs,63.24729971768192,14.511332756180138,93.75827953219414,rotated_rtn,whitened_svd,magnitude,3145728,lossless_frontier,254,nan,nan
