accuracy,layer,loss,pair,perplexity,x,x_level,x_op,y,y_level,y_op
1.0,fc2,0.010115560645141929,qs,1.0101668958775996,0.375,bits2,q,1.375,keep0.45,s
1.0,fc2,0.014345868328964215,qs,1.014449264140598,0.5,bits2,q,1.375,keep0.45,s
1.0,fc2,0.02077670420877508,qs,1.0209940425091786,0.625,bits2,q,1.375,keep0.45,s
0.9980134474327629,fc2,0.03019541243323487,qs,1.0306559172570944,0.75,bits2,q,1.375,keep0.45,s
0.9920537897310513,fc2,0.04343770564622576,qs,1.044394932378154,0.875,bits2,q,1.375,keep0.45,s
0.9879278728606357,fc2,0.06129192154681479,qs,1.0632092425759003,1.0,bits2,q,1.375,keep0.45,s
0.9737163814180929,fc2,0.08439815423307909,qs,1.0880620240775183,1.125,bits2,q,1.375,keep0.45,s
0.9590464547677262,fc2,0.113193233030641,qs,1.1198483037245093,1.25,bits2,q,1.375,keep0.45,s
0.9488080684596577,fc2,0.1479126832887421,qs,1.1594116559302576,1.375,bits2,q,1.375,keep0.45,s
0.9323044009779952,fc2,0.18860271653219657,qs,1.2075611131064878,1.5,bits2,q,1.375,keep0.45,s
1.0,fc2,0.005769330516348258,qs,1.0057860051553966,-0.5,bits2,q,1.5,keep0.45,s
1.0,fc2,0.005283301190671244,qs,1.0052972824379427,-0.375,bits2,q,1.5,keep0.45,s
1.0,fc2,0.005230684516482365,qs,1.0052443884299351,-0.25,bits2,q,1.5,keep0.45,s
1.0,fc2,0.005588843434830458,qs,1.0056044901557437,-0.125,bits2,q,1.5,keep0.45,s
1.0,fc2,0.006423725475600413,qs,1.0064444018495,0.0,bits2,q,1.5,keep0.45,s
1.0,fc2,0.007896653032681762,qs,1.0079279138282833,0.125,bits2,q,1.5,keep0.45,s
1.0,fc2,0.010291578862952719,qs,1.0103447193039254,0.25,bits2,q,1.5,keep0.45,s
1.0,fc2,0.014050208432895922,qs,1.014149376511153,0.375,bits2,q,1.5,keep0.45,s
1.0,fc2,0.0197815342753907,qs,1.0199784853457006,0.5,bits2,q,1.5,keep0.45,s
0.9980134474327629,fc2,0.028226929108787574,qs,1.0286290838191288,0.625,bits2,q,1.5,keep0.45,s
0.9940403422982885,fc2,0.040201613401725414,qs,1.0410206367479666,0.75,bits2,q,1.5,keep0.45,s
0.9879278728606357,fc2,0.05651488973050945,qs,1.0581423701376613,0.875,bits2,q,1.5,keep0.45,s
0.9818154034229829,fc2,0.07786942198690401,qs,1.0809814970379041,1.0,bits2,q,1.5,keep0.45,s
0.9590464547677262,fc2,0.10478701976225836,qs,1.110474076135301,1.125,bits2,q,1.5,keep0.45,s
0.9509474327628362,fc2,0.1375993985710051,qs,1.1475157617304104,1.25,bits2,q,1.5,keep0.45,s
0.9344437652811736,fc2,0.17647415093512872,qs,1.1930035883338808,1.375,bits2,q,1.5,keep0.45,s
0.9199266503667481,fc2,0.22141127627169882,qs,1.2478365305998922,1.5,bits2,q,1.5,keep0.45,s
