artifact_alignment_padding_bytes,artifact_container_bytes,artifact_file_bytes,artifact_logical_payload_bits,artifact_natural_file_bytes,artifact_path,artifact_physical_compression_ratio,artifact_scope,artifact_sha256,artifact_stream_bytes,artifact_tail_padding_bytes,artifact_to_reference_file_ratio,artifact_total_overhead_bytes,production_backend,ql_budget_file_bytes,reference_artifact_file_bytes,roundtrip_exact_fp16_endpoint,same_physical_bytes_as_ql,strategy,target_ratio,under_ql_serialized_cap_before_padding
44,1280,11295488,90353664,11295488,artifacts/Q.hrc,3.9918126600639123,selected_linear_weights_only,bb37a2ba4db8143ff3ee3be36aaf7c2c493ed43c2f359a21a7a4d45b73f206f3,11294208,0,0.2505127582775864,1280,False,13515712,45089472,True,False,Q,0.3,not_applicable
44,1280,11295488,90353664,11295488,artifacts/Q_global_scale.hrc,3.9918126600639123,selected_linear_weights_only,8560085584cf46e0ccdd7e0731f6f9268391b4ec55baf995a8a678cd228cb4f0,11294208,0,0.2505127582775864,1280,False,13515712,45089472,True,False,Q_global_scale,0.3,not_applicable
133,2368,13529072,108213024,13529072,artifacts/Q_S.hrc,3.3327838006923165,selected_linear_weights_only,c8500c721ec7865e9c4835fdce8ebb0223e3cdc8c1ef6fcf2a765665d81f841d,13526628,0,0.30004946609266125,2444,False,13515712,45089472,True,False,Q+S,0.3,not_applicable
133,2368,13529072,108213024,13529072,artifacts/Q_S_OBS.hrc,3.3327838006923165,selected_linear_weights_only,96026ecf88203bf6b08b23ed92f188889676d7a1759bd7e18b076fd574c1d234,13526628,0,0.30004946609266125,2444,False,13515712,45089472,True,False,Q+S_OBS,0.3,not_applicable
25,1984,13515712,108109824,13515712,artifacts/Q_L.hrc,3.3360781881117325,selected_linear_weights_only,61d14ec114d611fdcb3a2156c4cc8c539f986a97725c10fb9747592cf26c7ee6,13513728,0,0.29975316632672033,1984,False,13515712,45089472,True,True,Q+L,0.3,not_applicable
141,2368,13515712,107304576,13415526,artifacts/Q_S_OBS_global.hrc,3.3360781881117325,selected_linear_weights_only,5abe459a547ac92b797c65d54ddc54460ce7e15f36a7914c83f42d2d39d08dbf,13413072,100186,0.29975316632672033,102640,False,13515712,45089472,True,True,Q+S_OBS_global,0.3,True
21,1984,13515712,108036096,13506496,artifacts/Q_L_global.hrc,3.3360781881117325,selected_linear_weights_only,09a5e392f7075db6bc5cfae64be0b94b774c86afa20f56c9d7b6d7d737fd6df1,13504512,9216,0.29975316632672033,11200,False,13515712,45089472,True,True,Q+L_global,0.3,True
21,1984,13515712,108036096,13506496,artifacts/Q_S_OBS_or_L_global.hrc,3.3360781881117325,selected_linear_weights_only,09a5e392f7075db6bc5cfae64be0b94b774c86afa20f56c9d7b6d7d737fd6df1,13504512,9216,0.29975316632672033,11200,False,13515712,45089472,True,True,Q+S_OBS_or_L_global,0.3,True
21,1984,13515712,108036096,13506496,artifacts/Q_S_L_QL_budget.hrc,3.3360781881117325,selected_linear_weights_only,09a5e392f7075db6bc5cfae64be0b94b774c86afa20f56c9d7b6d7d737fd6df1,13504512,9216,0.29975316632672033,11200,False,13515712,45089472,True,True,Q+S+L_QL_budget,0.3,True
21,1984,13515712,108036096,13506496,artifacts/Q_S_L_QL_budget_component_scale.hrc,3.3360781881117325,selected_linear_weights_only,7a058541606a437af9b52e39bf9e6b0c47cb37137af363b2314a197098821f8b,13504512,9216,0.29975316632672033,11200,False,13515712,45089472,True,True,Q+S+L_QL_budget_component_scale,0.3,True
134,3072,13529792,108213024,13529792,artifacts/Q_S_L.hrc,3.332606443617167,selected_linear_weights_only,4ed1874d6ec942f4b4a1ce6e9cc053f9be5ffc6aa55547be06a74d1f07b15d1e,13526628,0,0.30006543434352034,3164,False,13515712,45089472,True,False,Q+S+L,0.3,not_applicable
134,3072,13529792,108213024,13529792,artifacts/Q_S_OBS_L.hrc,3.332606443617167,selected_linear_weights_only,ffeffb763e345897aa5339b3f2f6932002c386bd475f704094a2cf8fbb6a593c,13526628,0,0.30006543434352034,3164,False,13515712,45089472,True,False,Q+S_OBS+L,0.3,not_applicable
134,3072,13529792,108213024,13529792,artifacts/Q_S_L_component_scale.hrc,3.332606443617167,selected_linear_weights_only,bb7c375744ec14969a60d4e59dd01b54e066cff4e336f333a68a6d0ab3e4706d,13526628,0,0.30006543434352034,3164,False,13515712,45089472,True,False,Q+S+L_component_scale,0.3,not_applicable
