bits,clipped_ppl_drop_percent,family,keep_fraction,memory_gap_vs_target,memory_match_rule,nll,nominal_memory_ratio,order,perplexity,predicted_hessian_cost,q_method,r_method,rank_fraction,s_method,same_budget_feasible,selection_rule,signed_nll_delta,signed_nll_delta_percent,signed_ppl_delta,signed_ppl_delta_percent,strategy,target_memory_ratio,tokens,zero_shot_accuracy,zero_shot_accuracy_delta,zero_shot_accuracy_drop
,0.0,baseline,,0.742,,4.7315124027312745,1.0,none,113.46704050592791,0.0,,,,,False,dense_uncompressed,0.0,0.0,0.0,0.0,baseline,0.258,126,0.5,0.0,-0.0
,4.867655787857215,residual_stack,,-0.008000000000000007,,4.779041350833953,0.25,q,118.990225470425,7.636780932545662,selected,selected,,selected,True,Q base only,0.047528948102678825,1.0045191485758898,5.523184964497091,4.867655787857215,residual_q_only,0.258,126,0.5,0.0,-0.0
,8.875760196291681,residual_stack,,-0.0005781249999999849,,4.816549634176587,0.257421875,q+l_res,123.53810292306322,2.413122169673443,selected,selected,,selected,True,best Q+L candidate under the target memory,0.0850372314453125,1.7972526373644206,10.071062417135309,8.875760196291681,residual_q_l_same_budget,0.258,126,0.5,0.0,-0.0
,4.860925199708112,residual_stack,,-5.798339843821054e-07,,4.778977167038691,0.2579994201660156,q+s_res,118.98258847124357,2.6132637783885,selected,selected,,selected,True,best Q+S candidate under the target memory,0.047464764307416196,1.0031626310440838,5.515547965315662,4.860925199708112,residual_q_s_same_budget,0.258,126,0.5,0.0,-0.0
,16.03307970271795,residual_stack,,-0.000913055419921871,,4.880217537047371,0.25708694458007814,q+s_res+l_res,131.6593015465586,2.583998143672943,selected,selected,,selected,True,best Q+S+L split under the target memory,0.14870513431609655,3.1428668395808543,18.192261040630683,16.03307970271795,residual_q_s_l_same_budget,0.258,126,0.5,0.0,-0.0
,10.628613557905245,residual_stack_selector,,-0.0004755096435546946,,4.832520984468006,0.2575244903564453,greedy_layerwise,125.5270137568948,2.517769932746887,selected,selected,,selected,True,filter_positive_conditional_rho_then_greedy_activation_capacity,0.10100858173673188,2.134805388620021,12.059973250966891,10.628613557905245,residual_stack_selector,0.258,126,0.5,0.0,-0.0
4,3.929916647721116,sequential_qsr,0.9700000000000001,-5.957031249997913e-05,grid_closest_under_target,4.770059010339161,0.25794042968750003,qsr,117.92620062044683,7.641852341592312,rtn,whitened_svd,0.76,wanda,True,memory_matched_fixed_sequential_qsr_no_metric_selection,0.03854660760788686,0.8146783591993917,4.459160114518923,3.929916647721116,sequential_qsr_matched_budget,0.258,126,0.5,0.0,-0.0
4,10.601554339699875,spq_like,0.79,0.0,grid_closest_under_target,4.832276359437004,0.258,spq_layer_typed_rq_sq,125.49631046281313,7.750147134065628,rtn,whitened_svd,1.0,wanda,True,memory_matched_fixed_spq_like_recipe_no_metric_selection,0.10076395670572946,2.1296352651968804,12.029269956885216,10.601554339699875,spq_like_rsq_no_lora_matched_budget,0.258,126,0.5,0.0,-0.0
4,10.69623694827861,hessian_guided_spq,0.79,0.0,grid_closest_under_target,4.833132062639509,0.258,spq_layerwise,125.60374401664123,7.7491409331560135,selected,selected,1.0,selected,True,memory_matched_hessian_guided_spq_fixed_budget_no_metric_selection,0.10161965990823418,2.1477204593096713,12.136703510713318,10.69623694827861,hessian_guided_spq_no_lora_matched_budget,0.258,126,0.5,0.0,-0.0
4,25.415128805853456,paper_dam_like,,-0.000382812499999996,factor_rank_floor_under_target,4.957971482049851,0.2576171875,lowrank_then_quantized_factors,142.3048350026994,67.39110833406448,factor_rtn,plain_lq,per_layer_memory_matched_rank,,True,plain low-rank factor quantization before reconstruction,0.22645907931857678,4.786188010156178,28.837794496771494,25.415128805853456,paper_lq_factor_quant_matched_budget,0.258,126,0.5,0.0,-0.0
4,35.892659628539825,paper_dam_like,,-0.000382812499999996,factor_rank_floor_under_target,5.038207523406498,0.2576171875,lowrank_then_quantized_factors,154.19337914529802,51.899723529815674,factor_rtn,dam_closed,per_layer_memory_matched_rank,,True,DAM Eq.21-style closed-form diagonal scaling,0.3066951206752231,6.481968017206987,40.72633863937011,35.892659628539825,paper_dam_closed_matched_budget,0.258,126,0.5,0.0,-0.0
4,31.011854235371345,paper_dam_like,,-0.000382812499999996,factor_rank_floor_under_target,5.001630026196676,0.2576171875,lowrank_then_quantized_factors,148.65527371281604,51.87651914358139,factor_rtn,dam_activation_grid,per_layer_memory_matched_rank,,True,DAM calibration activation-grid diagonal scaling,0.2701176234654019,5.708906592096768,35.18823320688813,31.011854235371345,paper_dam_activation_grid_matched_budget,0.258,126,0.5,0.0,-0.0
