adapter_module,budget_per_module,cols,effective_rank,frobenius_norm,in_channel_max_over_median,in_channel_outlier_count,in_channel_top1pct_energy_frac,method,out_channel_max_over_median,out_channel_outlier_count,out_channel_top1pct_energy_frac,params,participation_ratio,rank,rank_90,rank_95,rank_99,requested_rank,rows,sigma_max,sigma_min_positive,spectral_entropy,stable_rank,task_condition,top_10_energy,top_1_energy
model.layers.14.mlp.down_proj,65536,8960,1380.581488228252,15.250462847842234,1.048745940138286,0,0.01091461676175438,structured_lora,1.003159347447958,0,0.010465490853754925,13762560,1243.5850616926398,1536,1213,1349,1487,16,1536,0.8574828505516052,0.18355144560337067,0.9854603007657863,316.31163221849516,natural,0.021274064463678344,0.0031614392205128925
model.layers.27.mlp.down_proj,65536,8960,1336.1714228838941,13.778671590258986,1.1577624003337201,0,0.012799742099876036,structured_lora,1.005996716010502,0,0.010542488517178728,13762560,1167.4489554593217,1536,1186,1333,1485,16,1536,0.7630056738853455,0.15370604395866394,0.9810038904600785,326.1062805469057,natural,0.023595227405234218,0.003066484945714391
model.layers.0.mlp.down_proj,65536,8960,1358.34837827047,17.354539107509467,1.0759369541854686,0,0.011356986578837377,structured_lora,1.0112389389502248,374,0.010586517523929842,13762560,1223.5317332403583,1536,1184,1332,1485,4,1536,0.7560579776763916,0.21689008176326752,0.9832474911287399,526.885161959956,structured,0.017904722294777287,0.0018979467865067746
model.layers.14.mlp.down_proj,65536,8960,1335.172266192293,23.703253031436045,1.0413048944318157,0,0.01080234405130416,structured_lora,1.0030208986525182,0,0.010482825758306176,13762560,1184.174316103972,1536,1172,1329,1485,4,1536,1.0903384685516357,0.25933486223220825,0.9809019329865133,472.5994758015835,structured,0.0188313120674948,0.0021159566423637776
model.layers.27.mlp.down_proj,65536,8960,1277.861843991433,23.372709321660253,1.1269005742861895,0,0.012054530889994659,structured_lora,1.0175075312704425,512,0.010670881197548089,13762560,1095.0847886424126,1536,1136,1300,1471,4,1536,1.182776927947998,0.20186319947242737,0.974922315665131,390.492257471526,structured,0.022125663076711093,0.0025608702371593584
model.layers.0.mlp.down_proj,65536,8960,1376.9187263432484,18.614297043052172,1.055780151312398,0,0.011140617440706931,structured_lora,1.0017217361211177,0,0.01044550430550871,13762560,1250.472783306356,1536,1204,1344,1486,8,1536,0.7842262983322144,0.2265440970659256,0.9850982173800604,563.3917410787566,structured,0.017022019307899414,0.0017749638964981028
model.layers.14.mlp.down_proj,65536,8960,1379.2560770447442,25.986273914569967,1.0331351361358736,0,0.01067365499766792,structured_lora,1.005225536039399,0,0.010509812227664062,13762560,1248.502173472098,1536,1210,1349,1490,8,1536,1.1506279706954956,0.3335367739200592,0.9853293878929937,510.0563627911764,structured,0.018595518552946902,0.001960567641049922
model.layers.27.mlp.down_proj,65536,8960,1326.1844358149758,26.76408614382393,1.076917477003338,0,0.011504734303313101,structured_lora,1.0036335531314942,0,0.010488774314366216,13762560,1154.4551731795304,1536,1177,1326,1479,8,1536,1.487623929977417,0.2483186274766922,0.9799813379213769,323.68198326676617,structured,0.02381143632993758,0.003089452152719414
model.layers.0.mlp.down_proj,65536,8960,1376.2326277328086,19.239448401105683,1.0329947903081504,0,0.010805475289446703,structured_lora,1.0017738016333024,0,0.010450149495931609,13762560,1249.2442555405796,1536,1202,1342,1485,16,1536,0.7998616099357605,0.22819314897060394,0.9850302858068777,578.5694889502246,structured,0.01701401225533503,0.0017284008560742336
model.layers.14.mlp.down_proj,65536,8960,1378.2482361811446,25.93562145118839,1.0330267257485903,0,0.010666140323578696,structured_lora,1.0051749333772702,0,0.010507249944936556,13762560,1246.6183923036253,1536,1209,1349,1490,16,1536,1.1442261934280396,0.3315211534500122,0.9852297576951141,513.7709527379353,structured,0.018812394357875822,0.0019463926379467403
model.layers.27.mlp.down_proj,65536,8960,1327.0542270086698,26.777912766939526,1.0791872316606912,0,0.011540179617907343,structured_lora,1.0042020163547871,0,0.010497981262499831,13762560,1156.6272096466573,1536,1177,1326,1479,16,1536,1.4636352062225342,0.2337237447500229,0.9800707001344213,334.72469153561485,structured,0.023550456992277865,0.0029875298276093847
