activation_reconstruction_error,added_bits_over_q,added_scalars_over_q,all_requested_components_active,allocation_id,allocation_source,artifact_file_bytes,base_codes_padding_bits,base_codes_raw_bits,base_codes_stored_bits,base_scales_padding_bits,base_scales_raw_bits,base_scales_stored_bits,baseline_hessian_energy,both_s_and_l_active,cancellation_gain_ql_over_q,cancellation_gain_qs_over_q,cols,comparison_budget_bits,comparison_budget_file_bytes,component_scale_labels,component_scale_multipliers,compression_ratio,folded_repair_dof,folded_zero_bit_hessian_gain,fp16_accumulation_rounding_l2,hessian_cost,hessian_cross_ql,hessian_cross_qs,hessian_cross_sl,hessian_decomposition_residual,hessian_gain_over_q,hessian_gain_per_added_bit,hessian_gain_per_added_scalar,hessian_recovery_fraction_over_q,hessian_self_l,hessian_self_q,hessian_self_s,joint_component_constraint,l_active,layer,logical_max_sparse_nnz_before_serialized_cap,lowrank_factors_padding_bits,lowrank_factors_raw_bits,lowrank_factors_stored_bits,lowrank_rank,lowrank_scales_padding_bits,lowrank_scales_raw_bits,lowrank_scales_stored_bits,metadata_padding_bits,metadata_raw_bits,metadata_stored_bits,normalized_hessian_cost,obs_applied,obs_continuous_cost,obs_fp16_rounding_cost_gap,obs_reason,obs_relative_stationarity_continuous,obs_relative_stationarity_stored,obs_rhs_null_residual_max,obs_stored_cost,obs_unique_support_count,payload_bits,payload_ratio,q_active,q_col_block_size,q_reference_bits,q_reference_cost,q_scale_count,rate_cap_strategy,reference_bits,repair_padding_bits,repair_raw_bits,repair_stored_bits,rho_ql,rho_ql_kind,rho_qs,rho_qs_kind,rho_sl,rho_sl_kind,rows,s_active,scale_col_block_size,scale_cost_after_continuous,scale_cost_before_continuous,scale_gram_condition,scale_gram_rank,scale_groups_per_row,scale_max_basis_stationarity,scale_multiplier_applied,scale_multiplier_continuous,scale_repair_kind,search_family,selected_within_layer_target,serialized_alignment_guard_bytes,serialized_allocation_budget_file_bytes,serialized_rate_cap_satisfied,sparse_fraction,sparse_nnz,sparse_scales_padding_bits,sparse_scales_raw_bits,sparse_scales_stored_bits,sparse_support_padding_bits,sparse_support_raw_bits,sparse_support_stored_bits,sparse_values_padding_bits,sparse_values_raw_bits,sparse_values_stored_bits,strategy,support_encoding,target_gap,target_ratio,token_risk_p95,under_target,worst_token_risk
0.002186449710279703,98304,6144,True,,,,0,4194304,4194304,0,131072,131072,2784.22900390625,,nan,nan,512,,,,,3.878787878787879,8192,0.0,0.0,3.0114266872406006,0.0,0.0,0.0,1.1920928955078125e-06,3.76128888130188,3.826180909527466e-05,0.0006121889455243945,0.5553590495918798,0.0,3.011425495147705,0.0,,False,gpt_neox.layers.0.mlp.dense_h_to_4h,,0,0,0,0,0,0,0,0,0,0,0.002163203301894775,,,,,,,,,,4325376,0.2578125,True,128,4227072,6.7727155685424805,8192,,16777216,0,0,0,nan,inactive,nan,inactive,nan,inactive,2048,False,128,3.011445630316428,6.772715932883511,,,4,0.000399056956805675,,,row_x_column_block_fp16_scales,selected_endpoint,True,,,,0.0,0,0,0,0,0,0,0,0,0,0,Q_block_scale,empty,-0.0001875000000000071,0.258,0.02041131816804409,True,0.023086722940206528
0.002566451672464609,101440,1121,True,,,,0,4194304,4194304,0,32768,32768,2784.22900390625,,nan,0.9897184585538056,512,,,,,3.8759777031922287,0,0.0,0.0,3.4937665462493896,0.0,-6.703082084655762,0.0,4.76837158203125e-07,3.278949022293091,3.2324024273394036e-05,0.0029250214293426325,0.4841409607577446,0.0,6.772716045379639,3.4241321086883545,,False,gpt_neox.layers.0.mlp.dense_h_to_4h,,0,0,0,0,0,0,0,0,0,0,0.00250968332083867,,,,,,,,,,4328512,0.2579994201660156,True,0,4227072,6.7727155685424805,2048,,16777216,0,0,0,nan,inactive,-0.6959657253343425,repair_cancellation,nan,inactive,2048,True,,,,,,,,,,,selected_endpoint,True,,,,0.0010690689086914062,1121,0,0,0,0,83504,83504,0,17936,17936,Q+S,csr_fixed,-5.798339843821054e-07,0.258,0.01783043146133423,True,0.019197288900613785
0.0023133361246436834,101440,1121,True,,,,0,4194304,4194304,0,32768,32768,2784.22900390625,,nan,1.0653965924601392,512,,,,,3.8759777031922287,1121,0.0,0.00036296408507041633,3.164914131164551,0.0,-7.215792179107666,0.0,1.430511474609375e-06,3.6078014373779297,3.5565865904750886e-05,0.0032183777318268774,0.5326964348148974,0.0,6.77286958694458,3.607835292816162,,False,gpt_neox.layers.0.mlp.dense_h_to_4h,,0,0,0,0,0,0,0,0,0,0,0.0022734582009771485,True,3.1649004437387593,3.3598536175460936e-07,,1.4904805660155743e-17,4.593522670742677e-05,2.649714660881933e-16,3.164900779724121,4,4328512,0.2579994201660156,True,0,4227072,6.7727155685424805,2048,,16777216,0,0,0,nan,inactive,-0.7298679831943825,repair_cancellation,nan,inactive,2048,True,,,,,,,,,,,selected_endpoint,True,,,,0.0010690689086914062,1121,0,0,0,0,83504,83504,0,17936,17936,Q+S_OBS,csr_fixed,-5.798339843821054e-07,0.258,0.01786164753139019,True,0.019229713827371597
0.0016102847876027226,81920,5120,True,,,,0,4194304,4194304,0,32768,32768,2784.22900390625,,1.352882993164615,nan,512,,,,,3.893536121673004,0,0.0,0.006585374008864164,2.1926934719085693,-9.16280460357666,0.0,0.0,-4.5299530029296875e-06,4.580022096633911,5.590847285930067e-05,0.0008945355657488108,0.6762460419727258,4.582703590393066,6.772799015045166,0.0,,True,gpt_neox.layers.0.mlp.dense_h_to_4h,,0,81920,81920,2,0,0,0,0,0,0,0.001575081265824211,,,,,,,,,,4308992,0.2568359375,True,0,4227072,6.7727155685424805,2048,,16777216,0,0,0,-0.82234385545397,repair_cancellation,nan,inactive,nan,inactive,2048,False,,,,,,,,,,,selected_endpoint,True,,,,0.0,0,0,0,0,0,0,0,0,0,0,Q+L,empty,-0.001164062500000007,0.258,0.017725029960274696,True,0.01900685764849186
0.0016102847876027226,81920,5120,False,,,,0,4194304,4194304,0,32768,32768,2784.22900390625,,1.352882993164615,nan,512,,,,,3.893536121673004,0,0.0,0.006585374008864164,2.1926934719085693,-9.16280460357666,0.0,0.0,-4.5299530029296875e-06,4.580022096633911,5.590847285930067e-05,0.0008945355657488108,0.6762460419727258,4.582703590393066,6.772799015045166,0.0,discrete_budget_prevented_joint_S_and_L,True,gpt_neox.layers.0.mlp.dense_h_to_4h,,0,81920,81920,2,0,0,0,0,0,0,0.001575081265824211,,,,,,,,,,4308992,0.2568359375,True,0,4227072,6.7727155685424805,2048,,16777216,0,0,0,-0.82234385545397,repair_cancellation,nan,inactive,nan,inactive,2048,False,,,,,,,,,,,selected_endpoint,True,,,,0.0,0,0,0,0,0,0,0,0,0,0,Q+S+L,empty,-0.001164062500000007,0.258,0.017725029960274696,True,0.01900685764849186
0.0019137122435495257,40960,2560,False,,,,0,4194304,4194304,0,32768,32768,2784.22900390625,,1.2270630428603926,nan,512,4308992,540672,,,3.930902111324376,0,0.0,0.006438282784074545,2.6186001300811768,-8.310782432556152,0.0,0.0,-5.0067901611328125e-06,4.154115438461304,0.00010141883394680918,0.0016227013431489468,0.6133603864535667,4.156481742858887,6.7729058265686035,0.0,discrete_budget_prevented_joint_S_and_L,True,gpt_neox.layers.0.mlp.dense_h_to_4h,,0,40960,40960,1,0,0,0,0,0,0,0.0018810235267338303,,,,,,,,,,4268032,0.25439453125,True,0,4227072,6.7727155685424805,2048,per_layer_exact_Q+L_serialized_bytes,16777216,0,0,0,-0.783179769000851,repair_cancellation,nan,inactive,nan,inactive,2048,False,,,,,,,,,,,selected_endpoint,True,64,540608,,0.0,0,0,0,0,0,0,0,0,0,0,Q+S+L_QL_budget,empty,-0.003605468750000007,0.258,0.01785307005047798,True,0.019067030400037766
0.001910403952933848,40960,2560,False,,,,0,4194304,4194304,0,32768,32768,2784.22900390625,,1.2249631310952283,nan,512,4308992,540672,q+l,"{""l"": 0.9969902585896334, ""q"": 0.9981672326110513}",3.930902111324376,2,0.0,0.0064253974705934525,2.614060401916504,-8.262434005737305,0.0,0.0,1.430511474609375e-06,4.158655166625977,0.0001015296671539545,0.001624474674463272,0.6140306830456396,4.13144588470459,6.745047092437744,0.0,,True,gpt_neox.layers.0.mlp.dense_h_to_4h,,0,40960,40960,1,0,0,0,0,0,0,0.0018777624960080504,,,,,,,,,,4268032,0.25439453125,True,0,4227072,6.7727155685424805,2048,per_layer_exact_Q+L_serialized_bytes,16777216,0,0,0,-0.7825903360688324,repair_cancellation,nan,inactive,nan,inactive,2048,False,,2.613919035846224,2.618600338559233,339.79758921403777,2,,8.772312766961927e-20,,,component_multipliers_folded_into_existing_fp16_storage,selected_endpoint,True,64,540608,,0.0,0,0,0,0,0,0,0,0,0,0,Q+S+L_QL_budget_component_scale,empty,-0.003605468750000007,0.258,0.017807260155677795,True,0.019003838300704956
0.0016102847876027226,81920,5120,False,,same_rank_and_support_as_selected_Q+S+L,,0,4194304,4194304,0,32768,32768,2784.22900390625,,1.352882993164615,nan,512,,,,,3.893536121673004,0,0.0,0.006585374008864164,2.1926934719085693,-9.16280460357666,0.0,0.0,-4.5299530029296875e-06,4.580022096633911,5.590847285930067e-05,0.0008945355657488108,0.6762460419727258,4.582703590393066,6.772799015045166,0.0,,True,gpt_neox.layers.0.mlp.dense_h_to_4h,,0,81920,81920,2,0,0,0,0,0,0,0.001575081265824211,False,,,empty_support,,,,,,4308992,0.2568359375,True,0,4227072,6.7727155685424805,2048,,16777216,0,0,0,-0.82234385545397,repair_cancellation,nan,inactive,nan,inactive,2048,False,,,,,,,,,,,selected_endpoint,True,,,,0.0,0,0,0,0,0,0,0,0,0,0,Q+S_OBS+L,empty,-0.001164062500000007,0.258,0.017725029960274696,True,0.01900685764849186
0.0016079188790172338,81920,5120,False,,,,0,4194304,4194304,0,32768,32768,2784.22900390625,,1.3512473557877822,nan,512,,,q+l,"{""l"": 0.9974618024571065, ""q"": 0.9984346063198113}",3.893536121673004,2,0.0,0.006572019308805466,2.1894750595092773,-9.117051124572754,0.0,0.0,-3.814697265625e-06,4.583240509033203,5.5947760120034215e-05,0.0008951641619205474,0.6767212446247078,4.559392929077148,6.747137069702148,0.0,,True,gpt_neox.layers.0.mlp.dense_h_to_4h,,0,81920,81920,2,0,0,0,0,0,0,0.0015727693781204507,,,,,,,,,,4308992,0.2568359375,True,0,4227072,6.7727155685424805,2048,,16777216,0,0,0,-0.8218851191263853,repair_cancellation,nan,inactive,nan,inactive,2048,False,,2.189278619438603,2.192693436306474,308.23269078709257,2,,1.0614737965391972e-16,,,component_multipliers_folded_into_existing_fp16_storage,selected_endpoint,True,,,,0.0,0,0,0,0,0,0,0,0,0,0,Q+S+L_component_scale,empty,-0.001164062500000007,0.258,0.01766691356897354,True,0.018953636288642883
,,,,block=32,,,,,,,,,,,,,,,,,,,,,,0.4389105439186096,,,,,,,,,,,,,,gpt_neox.layers.1.mlp.dense_4h_to_h,,,,,,,,,,,,,,,,,,,,,,4718592,0.28125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q_block_scale,False,,,,,,,,,,,,,,,Q_block_scale,,,0.258,,False,
,,,,block=64,,,,,,,,,,,,,,,,,,,,,,0.5457924604415894,,,,,,,,,,,,,,gpt_neox.layers.1.mlp.dense_4h_to_h,,,,,,,,,,,,,,,,,,,,,,4456448,0.265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q_block_scale,False,,,,,,,,,,,,,,,Q_block_scale,,,0.258,,False,
,,,,block=128,,,,,,,,,,,,,,,,,,,,,,0.637916624546051,,,,,,,,,,,,,,gpt_neox.layers.1.mlp.dense_4h_to_h,,,,,,,,,,,,,,,,,,,,,,4325376,0.2578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q_block_scale,True,,,,,,,,,,,,,,,Q_block_scale,,,0.258,,True,
,,,,block=256,,,,,,,,,,,,,,,,,,,,,,0.6996266841888428,,,,,,,,,,,,,,gpt_neox.layers.1.mlp.dense_4h_to_h,,,,,,,,,,,,,,,,,,,,,,4259840,0.25390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q_block_scale,False,,,,,,,,,,,,,,,Q_block_scale,,,0.258,,True,
,,,,block=512,,,,,,,,,,,,,,,,,,,,,,0.7474156618118286,,,,,,,,,,,,,,gpt_neox.layers.1.mlp.dense_4h_to_h,,,,,,,,,,,,,,,,,,,,,,4227072,0.251953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q_block_scale,False,,,,,,,,,,,,,,,Q_block_scale,,,0.258,,True,
,,,,"rank=0,nnz=3425",,,,,,,,,,False,,,,,,,,,,,,0.6052032709121704,,,,,,,,,,,,,,gpt_neox.layers.1.mlp.dense_4h_to_h,,,,,0,,,,,,,,,,,,,,,,,4328512,0.2579994201660156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_allocation,False,,,,,3425,,,,,,,,,,Q+S+L,,,0.258,,True,
,,,,"rank=1,nnz=2145",,,,,,,,,,True,,,,,,,,,,,,0.4949112832546234,,,,,,,,,,,,,,gpt_neox.layers.1.mlp.dense_4h_to_h,,,,,1,,,,,,,,,,,,,,,,,4328512,0.2579994201660156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_allocation,True,,,,,2145,,,,,,,,,,Q+S+L,,,0.258,,True,
,,,,"rank=2,nnz=865",,,,,,,,,,True,,,,,,,,,,,,0.4963141679763794,,,,,,,,,,,,,,gpt_neox.layers.1.mlp.dense_4h_to_h,,,,,2,,,,,,,,,,,,,,,,,4328512,0.2579994201660156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_allocation,False,,,,,865,,,,,,,,,,Q+S+L,,,0.258,,True,
,,,,"rank=3,nnz=0",,,,,,,,,,False,,,,,,,,,,,,0.49241527915000916,,,,,,,,,,,,,,gpt_neox.layers.1.mlp.dense_4h_to_h,,,,,3,,,,,,,,,,,,,,,,,4325376,0.2578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_allocation,False,,,,,0,,,,,,,,,,Q+S+L,,,0.258,,True,
,,,,"rank=0,nnz=3200",,542656,,,,,,,,False,,,,4325376,542720,,,,,,,0.6115765571594238,,,,,,,,,,,,,,gpt_neox.layers.1.mlp.dense_4h_to_h,3327,,,,0,,,,,,,,,,,,,,,,,4321312,0.2575702667236328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,542656,True,,3200,,,,,,,,,,Q+S+L_QL_budget,,,0.258,,True,
,,,,"rank=1,nnz=1728",,542592,,,,,,,,True,,,,4325376,542720,,,,,,,0.5000815391540527,,,,,,,,,,,,,,gpt_neox.layers.1.mlp.dense_4h_to_h,2047,,,,1,,,,,,,,,,,,,,,,,4315168,0.2572040557861328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,True,,542656,True,,1728,,,,,,,,,,Q+S+L_QL_budget,,,0.258,,True,
,,,,"rank=2,nnz=448",,542592,,,,,,,,True,,,,4325376,542720,,,,,,,0.5049054026603699,,,,,,,,,,,,,,gpt_neox.layers.1.mlp.dense_4h_to_h,767,,,,2,,,,,,,,,,,,,,,,,4315168,0.2572040557861328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,542656,True,,448,,,,,,,,,,Q+S+L_QL_budget,,,0.258,,True,
0.07671145349740982,0,0,True,,,,0,4194304,4194304,0,8192,8192,24.17343521118164,,nan,nan,2048,,,,,3.992202729044834,0,0.0,0.0,0.9315719604492188,0.0,0.0,0.0,4.76837158203125e-07,0.0,nan,nan,0.0,0.0,0.9315714836120605,0.0,,False,gpt_neox.layers.1.mlp.dense_4h_to_h,,0,0,0,0,0,0,0,0,0,0,0.07707402380430496,,,,,,,,,,4202496,0.25048828125,True,0,4202496,0.9315719604492188,512,,16777216,0,0,0,nan,inactive,nan,inactive,nan,inactive,512,False,,,,,,,,,,,selected_endpoint,True,,,,0.0,0,0,0,0,0,0,0,0,0,0,Q,empty,-0.007511718750000007,0.258,0.18174564838409424,True,0.24803301692008972
0.07509724050760269,0,0,True,,,,0,4194304,4194304,0,8192,8192,24.17343521118164,,nan,nan,2048,,,,,3.992202729044834,1,0.020433545112609863,0.0,0.9111384153366089,0.0,0.0,0.0,1.7881393432617188e-07,0.020433545112609863,nan,nan,0.02193447847309239,0.0,0.9111382365226746,0.0,,False,gpt_neox.layers.1.mlp.dense_4h_to_h,,0,0,0,0,0,0,0,0,0,0,0.07538344528833482,,,,,,,,,,4202496,0.25048828125,True,0,4202496,0.9315719604492188,512,,16777216,0,0,0,nan,inactive,nan,inactive,nan,inactive,512,False,,0.911219769906433,0.931571986090069,,1,,0.0,0.9590717214811685,0.9590717214811685,global_folded_into_fp16_q_scales,selected_endpoint,True,,,,0.0,0,0,0,0,0,0,0,0,0,0,Q_global_scale,empty,-0.007511718750000007,0.258,0.17813226580619812,True,0.2444618195295334
0.051600951701402664,122880,7680,True,,,,0,4194304,4194304,0,131072,131072,24.17343521118164,,nan,nan,2048,,,,,3.878787878787879,8192,0.0,0.0,0.637916624546051,0.0,0.0,0.0,4.76837158203125e-07,0.2936553359031677,2.389773241399477e-06,3.823637186239163e-05,0.3152256061480881,0.0,0.6379161477088928,0.0,,False,gpt_neox.layers.1.mlp.dense_4h_to_h,,0,0,0,0,0,0,0,0,0,0,0.05277831793232076,,,,,,,,,,4325376,0.2578125,True,128,4202496,0.9315719604492188,8192,,16777216,0,0,0,nan,inactive,nan,inactive,nan,inactive,512,False,128,0.6379154102884371,0.931571986090069,,,16,0.02582996875642806,,,row_x_column_block_fp16_scales,selected_endpoint,True,,,,0.0,0,0,0,0,0,0,0,0,0,0,Q_block_scale,empty,-0.0001875000000000071,0.258,0.1250646412372589,True,0.17698435485363007
0.04922184720635414,126016,3425,True,,,,0,4194304,4194304,0,8192,8192,24.17343521118164,,nan,0.637783079543029,2048,,,,,3.8759777031922287,0,0.0,0.0,0.6052032709121704,0.0,-0.5941405296325684,0.0,4.470348358154297e-07,0.32636868953704834,2.5898988186980095e-06,9.529012833198492e-05,0.3503418988476942,0.0,0.9315714836120605,0.2677718698978424,,False,gpt_neox.layers.1.mlp.dense_4h_to_h,,0,0,0,0,0,0,0,0,0,0,0.05007176395287238,,,,,,,,,,4328512,0.2579994201660156,True,0,4202496,0.9315719604492188,512,,16777216,0,0,0,nan,inactive,-0.5947967882305542,repair_cancellation,nan,inactive,512,True,,,,,,,,,,,selected_endpoint,True,,,,0.0032663345336914062,3425,0,0,0,0,71216,71216,0,54800,54800,Q+S,csr_fixed,-5.798339843821054e-07,0.258,0.09238282591104507,True,0.10891299694776535
0.039966970682144165,126016,3425,True,,,,0,4194304,4194304,0,8192,8192,24.17343521118164,,nan,0.9330175931146033,2048,,,,,3.8759777031922287,3425,0.0,0.0007049819687381387,0.49698787927627563,0.0,-0.8691444993019104,0.0,-3.8743019104003906e-07,0.4345840811729431,3.448642086504437e-06,0.00012688586311618776,0.46650618483984835,0.0,0.931541383266449,0.4345913827419281,,False,gpt_neox.layers.1.mlp.dense_4h_to_h,,0,0,0,0,0,0,0,0,0,0,0.041118515009103004,True,0.49698783065290375,-1.0981272891008587e-08,,2.1830803074905772e-16,1.462982654314375e-05,2.395579616028698e-15,0.49698781967163086,147,4328512,0.2579994201660156,True,0,4202496,0.9315719604492188,512,,16777216,0,0,0,nan,inactive,-0.6829994570181621,repair_cancellation,nan,inactive,512,True,,,,,,,,,,,selected_endpoint,True,,,,0.0032663345336914062,3425,0,0,0,0,71216,71216,0,54800,54800,Q+S_OBS,csr_fixed,-5.798339843821054e-07,0.258,0.07583747804164886,True,0.08582323789596558
0.03965184465050697,122880,7680,True,,,,0,4194304,4194304,0,8192,8192,24.17343521118164,,0.9429293526779217,nan,2048,,,,,3.878787878787879,0,0.0,0.004504223819822073,0.49241527915000916,-0.8784216642379761,0.0,0.0,-2.9802322387695312e-08,0.4391566812992096,3.573866221510495e-06,5.718185954416792e-05,0.47141466246734315,0.4392489790916443,0.9315879940986633,0.0,,True,gpt_neox.layers.1.mlp.dense_4h_to_h,,0,122880,122880,3,0,0,0,0,0,0,0.04074019888759857,,,,,,,,,,4325376,0.2578125,True,0,4202496,0.9315719604492188,512,,16777216,0,0,0,-0.68660303783562,repair_cancellation,nan,inactive,nan,inactive,512,False,,,,,,,,,,,selected_endpoint,True,,,,0.0,0,0,0,0,0,0,0,0,0,0,Q+L,empty,-0.0001875000000000071,0.258,0.07929199934005737,True,0.08823869377374649
0.040075913071632385,126016,4705,True,,,,0,4194304,4194304,0,8192,8192,24.17343521118164,,0.37094231349368967,0.5638244570466292,2048,,,,,3.8759777031922287,0,0.0,0.004503987729549408,0.4949112832546234,-0.34556788206100464,-0.5252558588981628,0.07222023606300354,-1.043081283569336e-07,0.43666067719459534,3.4651209147615804e-06,9.280779536548254e-05,0.468735315932041,0.13668221235275269,0.9315946698188782,0.22523801028728485,both_S_and_L_required,True,gpt_neox.layers.1.mlp.dense_4h_to_h,,0,40960,40960,1,0,0,0,0,0,0,0.04094670690624043,,,,,,,,,,4328512,0.2579994201660156,True,0,4202496,0.9315719604492188,512,,16777216,0,0,0,-0.48421013814358294,repair_cancellation,-0.5733325134150563,repair_cancellation,0.20580317335515338,positive_conflict,512,True,,,,,,,,,,,selected_endpoint,True,,,,0.0020456314086914062,2145,0,0,0,0,50736,50736,0,34320,34320,Q+S+L,csr_fixed,-5.798339843821054e-07,0.258,0.07601960003376007,True,0.08670719712972641
0.04050081595778465,112672,4288,True,,,,0,4194304,4194304,0,8192,8192,24.17343521118164,,0.3780775475864203,0.5444538223817815,2048,4325376,542720,,,3.8879635740717395,0,0.0,0.004477336071431637,0.5000815391540527,-0.35219961404800415,-0.507188081741333,0.07999067008495331,3.5762786865234375e-07,0.431490421295166,3.829615355147383e-06,0.00010062743033935775,0.46318528209790094,0.1361149698495865,0.9315539002418518,0.21180933713912964,both_S_and_L_required,True,gpt_neox.layers.1.mlp.dense_4h_to_h,,0,40960,40960,1,0,0,0,0,0,0,0.041374470346087634,,,,,,,,,,4315168,0.2572040557861328,True,0,4202496,0.9315719604492188,512,per_layer_exact_Q+L_serialized_bytes,16777216,0,0,0,-0.4945405871927779,repair_cancellation,-0.5709032287705218,repair_cancellation,0.23555039835914593,positive_conflict,512,True,,,,,,,,,,,selected_endpoint,True,64,542656,,0.00164794921875,1728,0,0,0,0,44064,44064,0,27648,27648,Q+S+L_QL_budget,csr_fixed,-0.0007959442138671946,0.258,0.07658086717128754,True,0.0871523916721344
0.038980334997177124,112672,4288,True,,,,0,4194304,4194304,0,8192,8192,24.17343521118164,,0.3710821283819537,0.5721968127878838,2048,4325376,542720,q+s+l,"{""l"": 0.9744890834445669, ""q"": 0.9608069768272668, ""s"": 1.0212206879545365}",3.8879635740717395,3,0.0,0.004282994195818901,0.48147302865982056,-0.3381592929363251,-0.5214308500289917,0.07961197197437286,1.7881393432617188e-07,0.4500989317893982,3.99477183141684e-06,0.00010496710162999024,0.4831606691686527,0.12927250564098358,0.9112788438796997,0.22089967131614685,,True,gpt_neox.layers.1.mlp.dense_4h_to_h,,0,40960,40960,1,0,0,0,0,0,0,0.03983488688749631,,,,,,,,,,4315168,0.2572040557861328,True,0,4202496,0.9315719604492188,512,per_layer_exact_Q+L_serialized_bytes,16777216,0,0,0,-0.4926206396652805,repair_cancellation,-0.5810901955121607,repair_cancellation,0.2355579508186756,positive_conflict,512,True,,0.4814827458716558,0.5000816031158072,102.62909878163734,3,,3.55783707630484e-16,,,component_multipliers_folded_into_existing_fp16_storage,selected_endpoint,True,64,542656,,0.00164794921875,1728,0,0,0,0,44064,44064,0,27648,27648,Q+S+L_QL_budget_component_scale,csr_fixed,-0.0007959442138671946,0.258,0.07261282205581665,True,0.08202937245368958
0.038181159645318985,126016,4705,True,,same_rank_and_support_as_selected_Q+S+L,,0,4194304,4194304,0,8192,8192,24.17343521118164,,0.1454125547623848,0.8562124414866026,2048,,,,,3.8759777031922287,2145,0.0,0.004475145135074854,0.47208672761917114,-0.13546164333820343,-0.7976198792457581,0.014125273562967777,3.7904828786849976e-07,0.4594852328300476,3.6462451818026885e-06,9.76589230244522e-05,0.4932364351203492,0.06066719442605972,0.9315677285194397,0.39880767464637756,,True,gpt_neox.layers.1.mlp.dense_4h_to_h,,0,40960,40960,1,0,0,0,0,0,0,0.039058307062688646,True,0.5327622080568475,2.1385748949498407e-08,,1.3441009308963071e-16,2.198613990914944e-05,1.9438859816210074e-15,0.5327622294425964,105,4328512,0.2579994201660156,True,0,4202496,0.9315719604492188,512,,16777216,0,0,0,-0.2849063775789277,repair_cancellation,-0.6543001238858955,repair_cancellation,0.045405468647338756,hessian_orthogonal,512,True,,,,,,,,,,,selected_endpoint,True,,,,0.0020456314086914062,2145,0,0,0,0,50736,50736,0,34320,34320,Q+S_OBS+L,csr_fixed,-5.798339843821054e-07,0.258,0.07288286089897156,True,0.08712784200906754
0.03864719718694687,126016,4705,True,,,,0,4194304,4194304,0,8192,8192,24.17343521118164,,0.3647696761427903,0.587834042432132,2048,,,q+s+l,"{""l"": 0.9768049102290719, ""q"": 0.9618088619526355, ""s"": 1.0150409283969626}",3.8759777031922287,3,0.0,0.00432127621024847,0.47728458046913147,-0.33244630694389343,-0.5357442498207092,0.07160796970129013,4.6938657760620117e-07,0.4542873799800873,3.6049976191919065e-06,9.655417215304724e-05,0.48765677721882345,0.13041947782039642,0.9113869071006775,0.23206031322479248,,True,gpt_neox.layers.1.mlp.dense_4h_to_h,,0,40960,40960,1,0,0,0,0,0,0,0.03948835374861072,,,,,,,,,,4328512,0.2579994201660156,True,0,4202496,0.9315719604492188,512,,16777216,0,0,0,-0.48213526238002535,repair_cancellation,-0.5824728581563735,repair_cancellation,0.20580679008590735,positive_conflict,512,True,,0.4772506153020821,0.49491128195201856,98.50363000970026,3,,3.077815761655825e-18,,,component_multipliers_folded_into_existing_fp16_storage,selected_endpoint,True,,,,0.0020456314086914062,2145,0,0,0,0,50736,50736,0,34320,34320,Q+S+L_component_scale,csr_fixed,-5.798339843821054e-07,0.258,0.07163660228252411,True,0.08185559511184692
,,,,block=32,,,,,,,,,,,,,,,,,,,,,,8.775188446044922,,,,,,,,,,,,,,gpt_neox.layers.1.mlp.dense_h_to_4h,,,,,,,,,,,,,,,,,,,,,,4718592,0.28125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q_block_scale,False,,,,,,,,,,,,,,,Q_block_scale,,,0.258,,False,
,,,,block=64,,,,,,,,,,,,,,,,,,,,,,10.270798683166504,,,,,,,,,,,,,,gpt_neox.layers.1.mlp.dense_h_to_4h,,,,,,,,,,,,,,,,,,,,,,4456448,0.265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q_block_scale,False,,,,,,,,,,,,,,,Q_block_scale,,,0.258,,False,
,,,,block=128,,,,,,,,,,,,,,,,,,,,,,11.517976760864258,,,,,,,,,,,,,,gpt_neox.layers.1.mlp.dense_h_to_4h,,,,,,,,,,,,,,,,,,,,,,4325376,0.2578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q_block_scale,True,,,,,,,,,,,,,,,Q_block_scale,,,0.258,,True,
,,,,block=256,,,,,,,,,,,,,,,,,,,,,,12.272689819335938,,,,,,,,,,,,,,gpt_neox.layers.1.mlp.dense_h_to_4h,,,,,,,,,,,,,,,,,,,,,,4259840,0.25390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q_block_scale,False,,,,,,,,,,,,,,,Q_block_scale,,,0.258,,True,
