model_id,model,job_id,comparison_id,left_strategy,right_strategy,left_artifact_file_bytes,right_artifact_file_bytes,artifact_file_byte_difference,same_final_file_bytes,endpoint_nll_difference_left_minus_right,endpoint_perplexity_difference_left_minus_right,fixed_window_count,fixed_window_mean_nll_difference_left_minus_right,fixed_window_sample_standard_error,fixed_window_descriptive_interval_low,fixed_window_descriptive_interval_high,left_wins_lower_nll,interval_semantics
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,global_scale_vs_q,Q_global_scale,Q,6334784,6334784,0,true,-0.004097225159171991,-0.55331017155566542,8,-0.004097225159171991,0.0067666489698950966,-0.017359857140166378,0.0091654068218223975,5,fixed-window descriptive mean +/- 1.96 sample standard errors; not an independence-based confidence interval or significance test
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,block_scale_vs_q,Q_block_scale,Q,6500672,6334784,165888,false,-0.10161398339459282,-13.075049123906098,8,-0.10161398339459282,0.015733068617154858,-0.13245079788421635,-0.070777168904969295,8,fixed-window descriptive mean +/- 1.96 sample standard errors; not an independence-based confidence interval or significance test
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,obs_vs_qs,Q+S_OBS,Q+S,6520898,6520898,0,true,-0.025834061029389233,-3.0286550615220023,8,-0.025834061029389066,0.011544860571472705,-0.048461987749475563,-0.0032061343093025656,7,fixed-window descriptive mean +/- 1.96 sample standard errors; not an independence-based confidence interval or significance test
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,strict_qsl_vs_ql,Q+S+L_QL_budget_component_scale,Q+L,6497344,6497344,0,true,0.0054167800062288052,0.60934785507002687,8,0.0054167800062284721,0.0072756310315630589,-0.0088434568156351232,0.019677016828092066,3,fixed-window descriptive mean +/- 1.96 sample standard errors; not an independence-based confidence interval or significance test
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,global_scale_vs_q,Q_global_scale,Q,11844800,11844800,0,true,-0.013126163032111116,-0.83156209000237169,8,-0.013126163032111282,0.0015359772203462892,-0.016136678383990008,-0.010115647680232556,8,fixed-window descriptive mean +/- 1.96 sample standard errors; not an independence-based confidence interval or significance test
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,block_scale_vs_q,Q_block_scale,Q,12156672,11844800,311872,false,-0.069025475209152809,-4.2531530141312501,8,-0.069025475209153642,0.0046895764703956669,-0.078217045091129145,-0.059833905327178138,8,fixed-window descriptive mean +/- 1.96 sample standard errors; not an independence-based confidence interval or significance test
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,obs_vs_qs,Q+S_OBS,Q+S,12195064,12195064,0,true,-0.0081435676634784571,-0.50621159387843306,8,-0.0081435676634780685,0.0068123102702871002,-0.021495695793240784,0.0052085604662846473,6,fixed-window descriptive mean +/- 1.96 sample standard errors; not an independence-based confidence interval or significance test
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,strict_qsl_vs_ql,Q+S+L_QL_budget_component_scale,Q+L,12158976,12158976,0,true,0.00093054583692175896,0.056134375497819633,8,0.00093054583692175896,0.003930078088022617,-0.0067724072156025699,0.0086334988894460878,5,fixed-window descriptive mean +/- 1.96 sample standard errors; not an independence-based confidence interval or significance test
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,global_scale_vs_q,Q_global_scale,Q,15779648,15779648,0,true,0.0075070238488867957,0.25164757873937305,8,0.0075070238488865737,0.0028438081522912562,0.0019331598703957115,0.013080887827377437,1,fixed-window descriptive mean +/- 1.96 sample standard errors; not an independence-based confidence interval or significance test
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,block_scale_vs_q,Q_block_scale,Q,16230272,15779648,450624,false,-0.033438254529096767,-1.0982383844248602,8,-0.033438254529096934,0.00954165195418504,-0.052139892359299611,-0.014736616698894256,7,fixed-window descriptive mean +/- 1.96 sample standard errors; not an independence-based confidence interval or significance test
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,obs_vs_qs,Q+S_OBS,Q+S,16254218,16254218,0,true,-0.016008542278620475,-0.49414604844050203,8,-0.016008542278620252,0.0065279275597538485,-0.028803280295737796,-0.003213804261502709,6,fixed-window descriptive mean +/- 1.96 sample standard errors; not an independence-based confidence interval or significance test
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,strict_qsl_vs_ql,Q+S+L_QL_budget_component_scale,Q+L,16196352,16196352,0,true,0.0072532113142838028,0.22216544163308782,8,0.0072532113142839694,0.0025649891660727061,0.0022258325487814652,0.012280590079786474,1,fixed-window descriptive mean +/- 1.96 sample standard errors; not an independence-based confidence interval or significance test
