model_id,model,job_id,strategy,epsilon,nll_delta,normalized_hessian_cost,taylor_fit_nll_delta,taylor_fit_absolute_error,small_epsilon_fit_max,inside_taylor_fit_interval,fit_is_extrapolation,hessian_proxy_nll_correlation,path_kind,deployable,eval_tokens,target_selected_weight_rate,evidence_role
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0.03125,-0.00034058938814940376,3.2888020594163651e-06,-0.00033024871957973174,1.0340668569672022e-05,0.125,true,false,0.99570077269756352,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0.0625,-0.00055499339666909009,1.315520823766546e-05,-0.00056352254428176777,8.529147612677682e-06,0.125,true,false,0.99570077269756352,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0.09375,-0.00070085300235334103,2.9599218534747287e-05,-0.0006998214741061081,1.0315282472329271e-06,0.125,true,false,0.99570077269756352,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0.125,-0.00074005126953125,5.2620832950661842e-05,-0.00073914550905275294,9.0576047849706166e-07,0.125,true,false,0.99570077269756352,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0.1875,-0.00035819106214685092,0.00011839687413898915,-0.00052686889431295529,0.00016867783216610436,0.125,false,true,0.99570077269756352,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0.25,0.00086254209983938068,0.00021048333180264737,7.330729993762497e-05,0.00078923479990175571,0.125,false,true,0.99570077269756352,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0.375,0.004404593640424892,0.00047358749655595659,0.0024373584269711335,0.0019672352134537585,0.125,false,true,0.99570077269756352,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0.5,0.0098034716027921576,0.00084193332721058947,0.0063530078720477733,0.0034504637307443842,0.125,false,true,0.99570077269756352,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0.625,0.018570757287693418,0.001315520823766546,0.011820255635167544,0.0067505016525258744,0.125,false,true,0.99570077269756352,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0.75,0.029768425648605934,0.0018943499862238264,0.018839101716330443,0.010929323932275491,0.125,false,true,0.99570077269756352,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0.875,0.043725982425719678,0.0025784208145824303,0.027409546115536476,0.016316436310183202,0.125,false,true,0.99570077269756352,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,1,0.060448864313561224,0.0033677333088423579,0.037531588832785637,0.022917275480775587,0.125,false,true,0.99570077269756352,codec_endpoint,true,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S_OBS,0,0,0,0,0,0.125,true,false,0.99705655709517527,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S_OBS,0.03125,0.0011548019769618278,3.2661425425782413e-06,0.0011611027677617984,6.3007907999705279e-06,0.125,true,false,0.99705655709517527,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S_OBS,0.0625,0.0024243752787427297,1.3064570170312965e-05,0.0024188267691105598,5.5485096321699831e-06,0.125,true,false,0.99705655709517527,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S_OBS,0.09375,0.0037720747820033651,2.9395282883204172e-05,0.0037731720040462841,1.0972220429190244e-06,0.125,true,false,0.99705655709517527,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S_OBS,0.125,0.0052237623319850712,5.2258280681251861e-05,0.0052241384725689715,3.7614058390027238e-07,0.125,true,false,0.99705655709517527,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S_OBS,0.1875,0.0083572808213121519,0.00011758113153281669,0.0084159351103752361,5.8654289063084231e-05,0.125,false,true,0.99705655709517527,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S_OBS,0.25,0.012066488190898284,0.00020903312272500745,0.011994216682529351,7.2271508368932508e-05,0.125,false,true,0.99705655709517527,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S_OBS,0.375,0.021262191412017017,0.00047032452613126675,0.020310234629881137,0.0009519567821358807,0.125,false,true,0.99705655709517527,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S_OBS,0.5,0.032261946069912284,0.00083613249090002978,0.030172192314624334,0.00208975375528795,0.125,false,true,0.99705655709517527,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S_OBS,0.625,0.045515886441928721,0.0013064570170312965,0.041580089736758939,0.003935796705169782,0.125,false,true,0.99705655709517527,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S_OBS,0.75,0.060817388099009051,0.001881298104525067,0.054533926896284945,0.0062834612027241055,0.125,false,true,0.99705655709517527,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S_OBS,0.875,0.079103665089043318,0.002560655753381341,0.069033703793202367,0.010069961295840951,0.125,false,true,0.99705655709517527,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S_OBS,1,0.099871718038723856,0.0033445299636001191,0.085079420427511196,0.01479229761121266,0.125,false,true,0.99705655709517527,codec_endpoint,true,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+L,0,0,0,0,0,0.125,true,false,0.99974384740328104,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+L,0.03125,0.00044280525267570425,2.7240989690967763e-06,0.00045833379325439371,1.5528540578689455e-05,0.125,true,false,0.99974384740328104,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+L,0.0625,0.0010230297178734915,1.0896395876387105e-05,0.0010155987612388308,7.4309566346607032e-06,0.125,true,false,0.99974384740328104,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+L,0.09375,0.0016774155023524528,2.4516890721870987e-05,0.001671794903953311,5.6205983991418872e-06,0.125,true,false,0.99974384740328104,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+L,0.125,0.0024228734294258203,4.3585583505548421e-05,0.0024269222213978347,4.0487919720144303e-06,0.125,true,false,0.99974384740328104,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+L,0.1875,0.0040288309412677137,9.8067562887483946e-05,0.004233970380477012,0.00020513943920929829,0.125,false,true,0.99974384740328104,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+L,0.25,0.006186297559362508,0.00017434233402219369,0.0064367432384763619,0.00025044567911385388,0.125,false,true,0.99974384740328104,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+L,0.375,0.011880739467350132,0.00039227025154993579,0.012029463051235582,0.00014872358388545032,0.125,false,true,0.99974384740328104,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+L,0.5,0.019853937344287864,0.00069736933608877474,0.019205081659675497,0.00064885568461236706,0.125,false,true,0.99974384740328104,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+L,0.625,0.030227721206784963,0.0010896395876387106,0.027963599063796099,0.0022641221429888642,0.125,false,true,0.99974384740328104,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+L,0.75,0.04235728706900499,0.0015690810061997431,0.038305015263597406,0.004052271805407584,0.125,false,true,0.99974384740328104,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+L,0.875,0.05680802112489225,0.0021356935917718725,0.050229330259079392,0.0065786908658128571,0.125,false,true,0.99974384740328104,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+L,1,0.073486898827740177,0.002789477344355099,0.06373654405024208,0.0097503547774980964,0.125,false,true,0.99974384740328104,codec_endpoint,true,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0,0,0,0,0,0.125,true,false,0.99981568785819397,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0.03125,0.000430970680056042,3.0002472722198246e-06,0.00044212874222839807,1.1158062172356067e-05,0.125,true,false,0.99981568785819397,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0.0625,0.00099299273152997358,1.2000989088879298e-05,0.00099213289857207326,8.5983295790032638e-07,0.125,true,false,0.99981568785819397,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0.09375,0.0016600240872595151,2.7002225449978422e-05,0.0016500124690310256,1.0011618228489543e-05,0.125,true,false,0.99981568785819397,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0.125,0.0024106183389980274,4.8003956355517193e-05,0.002415767453605255,5.1491146072276534e-06,0.125,true,false,0.99981568785819397,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0.1875,0.003997472327524676,0.00010800890179991369,0.0042709036650995444,0.00027343133757486843,0.125,false,true,0.99981568785819397,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0.25,0.0061081413208965429,0.00019201582542206877,0.006557541533054944,0.00044940021215840106,0.125,false,true,0.99981568785819397,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0.375,0.011968357356514581,0.00043203560719965475,0.012425322238349065,0.00045696488183448458,0.125,false,true,0.99981568785819397,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0.5,0.019855859711413792,0.00076806330168827509,0.020019109569487624,0.00016324985807383147,0.125,false,true,0.99981568785819397,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0.625,0.030055759459968634,0.0012000989088879299,0.02933890352647061,0.00071685593349802429,0.125,false,true,0.99981568785819397,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0.75,0.042495937797967009,0.001728142428798619,0.040384704109298036,0.0021112336886689731,0.125,false,true,0.99981568785819397,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0.875,0.057422818161370515,0.0023521938614203424,0.05315651131796989,0.0042663068434006246,0.125,false,true,0.99981568785819397,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,1,0.074417444664661936,0.0030722532067531004,0.067654325152486178,0.0067631195121757581,0.125,false,true,0.99981568785819397,codec_endpoint,true,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0,0,0,0,0,0.125,true,false,0.9997531025343801,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0.03125,0.00043556633896724151,2.9627315741847756e-06,0.00045041042383109266,1.4844084863851158e-05,0.125,true,false,0.9997531025343801,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0.0625,0.0010090024452509283,1.1850926296739102e-05,0.0010079792498451404,1.0231954057878575e-06,0.125,true,false,0.9997531025343801,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0.09375,0.0016861863023649448,2.6664584167662981e-05,0.0016727064780421431,1.3479824322801693e-05,0.125,true,false,0.9997531025343801,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0.125,0.0024376816636930698,4.7403705186956409e-05,0.0024445921084221014,6.9104447290315417e-06,0.125,true,false,0.9997531025343801,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0.1875,0.0040375717042930859,0.00010665833667065192,0.004309838575730883,0.0002722668714377971,0.125,false,true,0.9997531025343801,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0.25,0.0061616071565877562,0.00018961482074782564,0.0066037186517714846,0.00044211149518372846,0.125,false,true,0.9997531025343801,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0.375,0.011857701098824336,0.00042663334668260769,0.012477379630048149,0.00061967853122381344,0.125,false,true,0.9997531025343801,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0.5,0.019568135419229193,0.00075845928299130255,0.020065575043252099,0.00049743962402290509,0.125,false,true,0.9997531025343801,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0.625,0.029592949574387184,0.0011850926296739102,0.029368304891383326,0.00022464468300385787,0.125,false,true,0.9997531025343801,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0.75,0.041926917128675356,0.0017065333867304308,0.040385569174441832,0.001541347954233524,0.125,false,true,0.9997531025343801,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0.875,0.05621094591035547,0.0023227815541608642,0.05311736789242763,0.0030935780179278394,0.125,false,true,0.9997531025343801,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,1,0.072692841056763768,0.0030338371319652102,0.067563701045340707,0.0051291400114230612,0.125,false,true,0.9997531025343801,codec_endpoint,true,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q,0,0,0,0,0,0.125,true,false,0.99917562814392602,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q,0.03125,0.00037326962929062901,2.2412366924752712e-05,0.00037298049907382542,2.8913021680359099e-07,0.125,true,false,0.99917562814392602,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q,0.0625,0.00098311056302291533,8.9649467699010849e-05,0.00098301870798081373,9.1855042101598311e-08,0.125,true,false,0.99917562814392602,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q,0.09375,0.0018297030231146927,0.00020171130232277441,0.0018301146267209647,4.1160360627202734e-07,0.125,true,false,0.99917562814392602,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q,0.125,0.0029144587479237316,0.0003585978707960434,0.0029142682552942781,1.9049262945346201e-07,0.125,true,false,0.99917562814392602,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q,0.1875,0.0057751212533063701,0.00080684520929109763,0.0057937486419403945,1.8627388634024494e-05,0.125,false,true,0.99917562814392602,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q,0.25,0.0094811747393270807,0.0014343914831841736,0.0096214598679191608,0.0001402851285920801,0.125,false,true,0.99917562814392602,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q,0.375,0.019271760474978361,0.0032273808371643905,0.020121574837874648,0.00084981436289628676,0.125,false,true,0.99917562814392602,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q,0.5,0.032264288954847675,0.0057375659327366943,0.034414613165160743,0.0021503242103130676,0.125,false,true,0.99917562814392602,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q,0.625,0.048247990645761796,0.0089649467699010853,0.052500574849777437,0.0042525842040156414,0.125,false,true,0.99917562814392602,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q,0.75,0.067021858035110071,0.012909523348657562,0.074379459891724745,0.0073576018566146734,0.125,false,true,0.99917562814392602,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q,0.875,0.088505331925520014,0.017571295669006125,0.10005126829100264,0.011545936365482623,0.125,false,true,0.99917562814392602,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q,1,0.11273001122662407,0.022950263730946777,0.12951600004761116,0.016785988820987086,0.125,false,true,0.99917562814392602,codec_endpoint,true,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0,0,0,0,0,0.125,true,false,0.99998099166421406,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0.03125,-1.5168678103361088e-05,6.4665640756779333e-06,-1.5972506615400349e-05,8.0382851203926074e-07,0.125,true,false,0.99998099166421406,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0.0625,0.00015535129336852194,2.5866256302711733e-05,0.00015622798579586426,8.7669242734232091e-07,0.125,true,false,0.99998099166421406,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0.09375,0.00051696657195821061,5.8199076681101399e-05,0.00051660147723379393,3.6509472441667926e-07,0.125,true,false,0.99998099166421406,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0.125,0.001065111535740737,0.00010346502521084693,0.0010651479676983882,3.6431957651204827e-08,0.125,true,false,0.99998099166421406,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0.1875,0.0026612169160618038,0.0002327963067244056,0.0027267599457075726,6.5543029645768851e-05,0.125,false,true,0.99998099166421406,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0.25,0.0048708878164216429,0.00041386010084338773,0.0051410639198234158,0.00027017610340177283,0.125,false,true,0.99998099166421406,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0.375,0.011197518175981358,0.00093118522689762239,0.012227747856375084,0.0010302296803937263,0.125,false,true,0.99998099166421406,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0.5,0.020029954084261448,0.0016554404033735509,0.02232519977735339,0.0022952456930919428,0.125,false,true,0.99998099166421406,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0.625,0.031319565660371751,0.0025866256302711733,0.03543341968275833,0.0041138540223865788,0.125,false,true,0.99998099166421406,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0.75,0.045005708228884611,0.0037247409075904896,0.051552407572589928,0.0065466993437053173,0.125,false,true,0.99998099166421406,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0.875,0.06102251067874942,0.0050697862353314997,0.070682163446848148,0.0096596527680987282,0.125,false,true,0.99998099166421406,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,1,0.079291756697527305,0.0066217616134942037,0.092822687305533003,0.013530930608005698,0.125,false,true,0.99998099166421406,codec_endpoint,true,1016,0.25800000000000001,scalability_smoke
qwen3_06b_depth_mlp_pilot,Qwen3-0.6B,qwen3_06b_depth_mlp_pilot__seed17__rate0p258,Q+S_OBS,0,0,0,0,0,0.125,true,false,0.98337412204904162,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
