compression_ratio_target,effective_replaced_compression,modules_replaced,nll,params_original_replaced,params_residual_replaced,params_structured_replaced,perplexity,residual_fraction,stage,tokens
1.0,,,2.0345776174950787,,,,7.649020630569092,0.0,baseline,127
4.0,4.009845603043186,down_proj,2.2900453101931593,13762560,0,3432192,9.875385126643797,0.0,down_proj,127
4.0,3.7145028674082776,down_proj,2.3086057647945375,13762560,272896,3432192,10.060388324731463,0.02,down_proj,127
