run,path,model,text_source_used,selected_layers,bits,keep_fraction,rank_fraction,rho_additivity,rho_ppl,rho_zero_shot,rho_taylor_loss,rho_frobenius_loss,rho_trace_only_loss,rho_order_overlap,rho_order_spectrum_entropy,baseline_ppl,fixed_default_ppl,slim_proxy_ppl,hessian_layerwise_ppl,hessian_beats_fixed_default,hessian_beats_slim_proxy
default_4bit_6mods_v2,E:\Codex_work\ssh_experiment\llm_spectral_dynamics\results\pretrained_orthogonality_pythia70m_20260623_v2,EleutherAI/pythia-70m,"zero_shot_backup:arc_easy,hellaswag",6,4,0.5,0.5,0.12487100103199172,0.2941176470588235,0.28767526409079325,-0.05263157894736842,0.12899896800825592,-0.15170278637770895,0.006993006993006993,-0.46853146853146854,68.58780308596377,105.38161053068048,102.31213922955197,97.05260914257352,True,True
mid_3bit_12mods_v2,E:\Codex_work\ssh_experiment\llm_spectral_dynamics\results\pretrained_orthogonality_pythia70m_mid_20260623_v2,EleutherAI/pythia-70m,"zero_shot_backup:arc_easy,hellaswag",12,3,0.5,0.5,0.14491634491634492,0.17477477477477477,-0.05027247823165228,0.7245817245817245,0.5001287001287001,0.4592020592020592,0.08869565217391304,0.1408695652173913,68.58780308596377,398.1439577787029,455.1935591169514,353.36185458620696,True,True
strong_2bit_12mods_v2,E:\Codex_work\ssh_experiment\llm_spectral_dynamics\results\pretrained_orthogonality_pythia70m_strong_20260623_v2,EleutherAI/pythia-70m,"zero_shot_backup:arc_easy,hellaswag",12,2,0.4,0.4,0.48416988416988416,0.2164736164736165,0.11643819457192124,0.5366795366795367,0.4857142857142857,0.28957528957528955,0.288695652173913,0.4260869565217391,68.58780308596377,104248017.04217252,58989191.96160002,36071719.38109298,True,True
