block_size,compression_ratio_actual,compression_ratio_target,in_features,layer,method,module_type,name,out_features,params_original,params_structured,rank,relative_activation_error,relative_activation_error_after_residual,relative_weight_error,relative_weight_error_after_residual,residual_channels,residual_fraction,residual_params,residual_rank,residual_type,samples,terms
64,35.0,4.0,8960,0,monarch_like,down_proj,model.layers.0.mlp.down_proj,1536,13762560,393216,64,0.9896526149085243,0.9381900865896061,0.9928578695453842,0.9669744732445923,0,0.02,272896,26,low_rank,2048,2
64,35.0,4.0,8960,0,monarch_like,down_proj,model.layers.0.mlp.down_proj,1536,13762560,393216,64,0.9896526149085243,0.8627914708827938,0.9928578695453842,0.9119912250019705,0,0.02,275251,0,sparse,2048,2
64,35.0,4.0,8960,0,monarch_like,down_proj,model.layers.0.mlp.down_proj,1536,13762560,393216,64,0.9896526149085243,0.9705259253584524,0.9928578695453842,0.9807486866428655,30,0.02,268800,0,channel_out,2048,2
64,35.0,4.0,8960,0,monarch_like,down_proj,model.layers.0.mlp.down_proj,1536,13762560,393216,64,0.9896526149085243,0.9896526149085243,0.9928578695453842,0.9928578695453842,0,0.04,0,0,none,2048,2
64,35.0,4.0,8960,0,monarch_like,down_proj,model.layers.0.mlp.down_proj,1536,13762560,393216,64,0.9896526149085243,0.9210029070477089,0.9928578695453842,0.9500056589769348,0,0.04,545792,52,low_rank,2048,2
64,35.0,4.0,8960,0,monarch_like,down_proj,model.layers.0.mlp.down_proj,1536,13762560,393216,64,0.9896526149085243,0.8017287695262935,0.9928578695453842,0.8573650259265301,0,0.04,550502,0,sparse,2048,2
64,35.0,4.0,8960,0,monarch_like,down_proj,model.layers.0.mlp.down_proj,1536,13762560,393216,64,0.9896526149085243,0.9615862325539059,0.9928578695453842,0.9694875711306246,61,0.04,546560,0,channel_out,2048,2
,8.044291485859643,8.0,8960,0,low_rank,down_proj,model.layers.0.mlp.down_proj,1536,13762560,1710848,163,0.8727409421122342,0.8727409421122342,0.8908337871436908,0.8908337871436908,0,0.0,0,0,none,2048,
,8.044291485859643,8.0,8960,0,low_rank,down_proj,model.layers.0.mlp.down_proj,1536,13762560,1710848,163,0.8727409421122342,0.8727409421122342,0.8908337871436908,0.8908337871436908,0,0.01,0,0,none,2048,
,8.044291485859643,8.0,8960,0,low_rank,down_proj,model.layers.0.mlp.down_proj,1536,13762560,1710848,163,0.8727409421122342,0.8662930718210936,0.8908337871436908,0.8833671967476926,0,0.01,136448,13,low_rank,2048,
