dataset_condition,dmd_count,dmd_decay_score,dmd_max_radius,dmd_mean_radius,dmd_rank,dmd_real_ratio,dmd_residual,dmd_rotation_score,kind,layer,max_abs_pc_autocorr,mean_abs_pc_autocorr,mean_pc_timescale,model,pc1_autocorr,revision,site,tau,variant
natural,,,,,,,,,lag,27,0.6751445886914602,0.36679239302618033,,/data6/user20111239/Qwen2-57B-A14B-Instruct,0.21342881343728654,,resid_post,1,pretrained
natural,,,,,,,,,lag,27,0.6105472465807844,0.24190646299279833,,/data6/user20111239/Qwen2-57B-A14B-Instruct,0.006328636259957693,,resid_post,2,pretrained
natural,,,,,,,,,lag,27,0.5852259091736162,0.19897352875101393,,/data6/user20111239/Qwen2-57B-A14B-Instruct,0.05564212937071779,,resid_post,4,pretrained
natural,,,,,,,,,lag,27,0.44223477137068595,0.12230918448445541,,/data6/user20111239/Qwen2-57B-A14B-Instruct,-0.06910485158579872,,resid_post,8,pretrained
natural,,,,,,,,,lag,27,0.22438796024805802,0.09518799354484801,,/data6/user20111239/Qwen2-57B-A14B-Instruct,0.08041256170299464,,resid_post,16,pretrained
natural,,,,,,,,,lag,27,0.22324082389663358,0.06522957002210608,,/data6/user20111239/Qwen2-57B-A14B-Instruct,0.025929996388958824,,resid_post,32,pretrained
natural,16,0.4888625245701574,0.8817376980106412,0.5111374754298426,16,0.375,0.7887255719821755,0.8315429066842231,dmd,27,,,40.46066833587216,/data6/user20111239/Qwen2-57B-A14B-Instruct,,,resid_post,,pretrained
