accuracy,accuracy_degradation,fixed_order,keep_fraction,loss,loss_degradation,method,perplexity,ppl_degradation,q_bits,rank_fraction
0.9873046875,0.0126953125,qsr,0.62,0.08105086845656236,0.0805929740308784,hessian_layerwise,1.0844260582435925,0.08396805896825321,3,0.5
0.9658203125,0.0341796875,qsr,0.62,0.14315458883841833,0.14269669441273436,fixed_order,1.1539081692023585,0.1534501699270192,3,0.5
