activation_gain_vs_q_only,activation_reconstruction_error,bits,budget_feasible,candidate_kind,candidate_memory_ratio,filter_pass,filter_rho_threshold,hessian_gain_vs_q_only,layer,layer_family,layer_parameter_count,layer_short,lowrank_memory_ratio,lowrank_projection_error,lowrank_rank,normalized_hessian_cost,positive_conditional_rho,predicted_hessian_cost,q_memory_ratio,q_method,q_residual_norm,r_method,residual_effective_rank,residual_memory_ratio,residual_stable_rank,rho_q_error_l_res,rho_q_error_s_res,rho_q_plus_l_error_s_res,rho_q_plus_s_error_l_res,rho_s_res_l_res,s_method,selected_by_fixed_kind,selected_by_greedy,selection_family,selector_score,sparse_keep_fraction,sparse_projection_error,stack_order,stack_residual_error,target_memory_ratio,token_risk_p95,unused_memory_ratio,weight_error,worst_token_risk
0.0,0.030801401709893164,4,True,q_only,0.25,True,0.3,0.0,model.layers.0.self_attn.o_proj,attention,12845056,L0:o_proj,0.0,1.0,0,0.030801512992103257,0.0,0.7601637840270996,0.25,rtn,8.55640983581543,,1772.0997314453125,0.0,174.9748626421009,0.0,0.0,0.0,0.0,0.0,,True,False,residual_stack_validate,0.05909980442575881,0.0,1.0,q,1.0,0.258,0.044276200234889984,0.008000000000000007,0.2247273904414503,0.06935035437345505
0.011602574944814356,0.019198826765078808,4,True,q_s,0.25799996512276785,True,0.3,0.011602522182907367,model.layers.0.self_attn.o_proj,attention,12845056,L0:o_proj,0.0,1.0,0,0.01919899080919589,0.0,0.47382014989852905,0.25,rtn,8.55640983581543,,1772.0997314453125,0.00799996512276785,174.9748626421009,0.0,-0.61395551925779,-0.61395551925779,0.0,0.0,wanda,True,True,residual_stack_validate,0.0385139092351131,0.007999965122767858,0.9732296290054687,q+s_res,0.9732296290054687,0.258,0.03095056861639023,3.4877232157892735e-08,0.2187113548266998,0.05677803233265877
0.003338449240570446,0.02746295246932272,4,True,q_s,0.25799996512276785,True,0.3,0.003338463701845776,model.layers.0.self_attn.o_proj,attention,12845056,L0:o_proj,0.0,1.0,0,0.02746304929025748,0.0,0.6777724027633667,0.25,rtn,8.55640983581543,,1772.0997314453125,0.00799996512276785,174.9748626421009,0.0,-0.32954537285716295,-0.32954537285716295,0.0,0.0,magnitude,False,False,residual_stack_validate,0.05203347616301894,0.007999965122767858,0.9441444013996362,q+s_res,0.9441444013996362,0.258,0.038155827671289444,3.4877232157892735e-08,0.21217510752644542,0.06118089705705643
0.001395880641660508,0.029405521068232656,4,True,q_l,0.2578125,True,0.3,0.0013958846263917787,model.layers.0.self_attn.o_proj,attention,12845056,L0:o_proj,0.0078125,0.9788522038339973,14,0.029405628365711478,0.0,0.7257141470909119,0.25,rtn,8.55640983581543,svd,1772.0997314453125,0.0078125,174.9748626421009,-0.21287432356164734,0.0,0.0,-0.21287432356164734,0.0,,True,False,residual_stack_validate,0.055938611212119085,0.0,1.0,q+l_res,0.9788522038339973,0.258,0.041303928941488266,0.0001875000000000071,0.21997500158550723,0.06682265549898148
0.008313672892933284,0.02248772881695988,4,True,q_s_l,0.2575803484235491,True,0.3,0.008313636779569939,model.layers.0.self_attn.o_proj,attention,12845056,L0:o_proj,0.005580357142857143,0.9856247950578942,10,0.022487876212533318,0.0,0.5549879670143127,0.25,rtn,8.55640983581543,svd,1772.0997314453125,0.007580348423549099,174.9748626421009,-0.10139979287011665,-0.5077342241236157,-0.5139407146359749,-0.13463611315273663,-0.03120746149402719,wanda,False,False,residual_stack_validate,0.044741080703219596,0.0019999912806919645,0.9926240904248597,q+s_res+l_res,0.9781538124080059,0.258,0.035511553287506104,0.0004196515764509079,0.2198180789503451,0.06080015003681183
0.009917117974776207,0.020884283735116957,4,True,q_s_l,0.25790623256138395,True,0.3,0.009917074982404149,model.layers.0.self_attn.o_proj,attention,12845056,L0:o_proj,0.00390625,0.9902453687821039,7,0.020884438009699108,0.0,0.5154160261154175,0.25,rtn,8.55640983581543,svd,1772.0997314453125,0.007906232561383952,174.9748626421009,-0.07874613386705981,-0.5606426808633799,-0.5645679258608813,-0.11048813133163836,-0.023978104446637817,wanda,False,False,residual_stack_validate,0.04157144932358327,0.003999982561383929,0.9855293876112539,q+s_res+l_res,0.9756800176905023,0.258,0.03302055597305298,9.376743861605474e-05,0.21926207437646986,0.058741629123687744
0.010817044903360013,0.01998435680653315,4,True,q_s_l,0.25767408098493305,True,0.3,0.010816997902254474,model.layers.0.self_attn.o_proj,attention,12845056,L0:o_proj,0.0016741071428571428,0.9955782660944895,3,0.019984515089848782,0.0,0.4932064414024353,0.25,rtn,8.55640983581543,svd,1772.0997314453125,0.007674080984933052,174.9748626421009,-0.057325172746206764,-0.5898336498458016,-0.5910891096825048,-0.07456008622368865,-0.005073472265460726,wanda,True,False,residual_stack_validate,0.0400854830311422,0.005999973842075893,0.9790558363164878,q+s_res+l_res,0.9745407011956916,0.258,0.03220844641327858,0.00032591901506695553,0.21900616399124218,0.057774581015110016
0.002042689423044374,0.02875871228684879,4,True,q_s_l,0.2575803484235491,True,0.3,0.00204269448894126,model.layers.0.self_attn.o_proj,attention,12845056,L0:o_proj,0.005580357142857143,0.99055566589828,10,0.028758818503161997,0.0,0.7097512483596802,0.25,rtn,8.55640983581543,svd,1772.0997314453125,0.007580348423549099,174.9748626421009,-0.14555554267747017,-0.21112790115401273,-0.21523581090040939,-0.15138568017445073,-0.012211446591816362,magnitude,False,False,residual_stack_validate,0.054708683336066315,0.0019999912806919645,0.9787407465365202,q+s_res+l_res,0.9691391461880601,0.258,0.04039641469717026,0.0004196515764509079,0.21779231167755883,0.0649607926607132
0.0025376082362744586,0.028263793473618706,4,True,q_s_l,0.25790623256138395,True,0.3,0.0025376152637476626,model.layers.0.self_attn.o_proj,attention,12845056,L0:o_proj,0.00390625,0.9941423617310924,7,0.028263897728355594,0.0,0.6975368857383728,0.25,rtn,8.55640983581543,svd,1772.0997314453125,0.007906232561383952,174.9748626421009,-0.1208735005965884,-0.2601655261700699,-0.26241157072333426,-0.12585131501162958,-0.0025932959037578422,magnitude,False,False,residual_stack_validate,0.053660626502299164,0.003999982561383929,0.9653552823960109,q+s_res+l_res,0.9593544214998452,0.258,0.03948810696601868,9.376743861605474e-05,0.21559334088966542,0.06449539959430695
0.003036292297721302,0.027765109412171862,4,True,q_s_l,0.25767408098493305,True,0.3,0.003036303680100879,model.layers.0.self_attn.o_proj,attention,12845056,L0:o_proj,0.0016741071428571428,0.9976695393670518,3,0.027765209312002378,0.0,0.6852295398712158,0.25,rtn,8.55640983581543,svd,1772.0997314453125,0.007674080984933052,174.9748626421009,-0.0894997528921104,-0.30105388698677743,-0.3026670486394791,-0.09511647702102254,-0.004294571711011589,magnitude,False,False,residual_stack_validate,0.05268899027432057,0.005999973842075893,0.9541391116362979,q+s_res+l_res,0.9517382099913442,0.258,0.03874167799949646,0.00032591901506695553,0.21388166936227943,0.06304759532213211
