activation_gain_vs_q_only,activation_reconstruction_error,bits,budget_feasible,candidate_kind,candidate_memory_ratio,filter_pass,filter_rho_threshold,hessian_gain_vs_q_only,layer,layer_family,layer_parameter_count,layer_short,lowrank_memory_ratio,lowrank_projection_error,lowrank_rank,normalized_hessian_cost,positive_conditional_rho,predicted_hessian_cost,q_memory_ratio,q_method,q_residual_norm,r_method,residual_effective_rank,residual_memory_ratio,residual_stable_rank,rho_q_error_l_res,rho_q_error_s_res,rho_q_plus_l_error_s_res,rho_q_plus_s_error_l_res,rho_s_res_l_res,s_method,selected_by_fixed_kind,selected_by_greedy,selected_nominal_bits,selected_nominal_keep_fraction,selected_nominal_rank_fraction,selected_order,selected_predicted_hessian_cost,selected_q_method,selected_r_method,selected_s_method,selection_family,selector_score,sparse_keep_fraction,sparse_projection_error,stack_order,stack_residual_error,strategy,target_memory_ratio,token_risk_p95,unused_memory_ratio,weight_error,worst_token_risk
0.0,0.030801401709893164,4,True,q_only,0.25,True,0.3,0.0,model.layers.0.self_attn.o_proj,attention,12845056,L0:o_proj,0.0,1.0,0,0.030801512992103257,0.0,0.7601637840270996,0.25,rtn,8.55640983581543,,1772.0997314453125,0.0,174.9748626421009,0.0,0.0,0.0,0.0,0.0,,True,False,,,,,,,,,residual_stack_validate,0.05909980442575881,0.0,1.0,q,1.0,residual_q_only,0.258,0.044276200234889984,0.008000000000000007,0.2247273904414503,0.06935035437345505
0.0,0.04522642526581576,4,True,q_only,0.25,True,0.3,0.0,model.layers.14.self_attn.o_proj,attention,12845056,L14:o_proj,0.0,1.0,0,0.045226423760582814,0.0,1.83939790725708,0.25,rtn,9.915740966796875,,1602.9737548828125,0.0,28.454680732110305,0.0,0.0,0.0,0.0,0.0,,True,False,,,,,,,,,residual_stack_validate,0.08627435276867237,0.0,1.0,q,1.0,residual_q_only,0.258,0.0640052855014801,0.008000000000000007,0.21117794934576603,0.08017045259475708
0.0,0.0017303172066300192,4,True,q_only,0.25,True,0.3,0.0,model.layers.27.self_attn.o_proj,attention,12845056,L27:o_proj,0.0,1.0,0,0.0017303292953853111,0.0,166.73704528808594,0.25,rtn,11.182661056518555,,1510.41455078125,0.0,46.85018842082062,0.0,0.0,0.0,0.0,0.0,,True,False,,,,,,,,,residual_stack_validate,0.008431013059145802,0.0,1.0,q,1.0,residual_q_only,0.258,0.012709259986877441,0.008000000000000007,0.19366668243412155,0.035992804914712906
0.001395880641660508,0.029405521068232656,4,True,q_l,0.2578125,True,0.3,0.0013958846263917787,model.layers.0.self_attn.o_proj,attention,12845056,L0:o_proj,0.0078125,0.9788522038339973,14,0.029405628365711478,0.0,0.7257141470909119,0.25,rtn,8.55640983581543,svd,1772.0997314453125,0.0078125,174.9748626421009,-0.21287432356164734,0.0,0.0,-0.21287432356164734,0.0,,True,False,,,,,,,,,residual_stack_validate,0.055938611212119085,0.0,1.0,q+l_res,0.9788522038339973,residual_q_l_same_budget,0.258,0.041303928941488266,0.0001875000000000071,0.21997500158550723,0.06682265549898148
0.0050622120485634345,0.040164213217252324,4,True,q_l,0.2578125,True,0.3,0.0050622007726027485,model.layers.14.self_attn.o_proj,attention,12845056,L14:o_proj,0.0078125,0.9581435103825877,14,0.040164222987980065,0.0,1.6335138082504272,0.25,rtn,9.915740966796875,svd,1602.9737548828125,0.0078125,28.454680732110305,-0.3346202005709574,0.0,0.0,-0.3346202005709574,0.0,,True,False,,,,,,,,,residual_stack_validate,0.07610965219284288,0.0,1.0,q+l_res,0.9581435103825877,residual_q_l_same_budget,0.258,0.055825188755989075,0.0001875000000000071,0.20233880201218266,0.06770022213459015
0.0002885616524067956,0.0014417555542232236,4,True,q_l,0.2578125,True,0.3,0.0002885628490175256,model.layers.27.self_attn.o_proj,attention,12845056,L27:o_proj,0.0078125,0.9461807951137101,14,0.0014417664463677855,0.0,138.9307098388672,0.25,rtn,11.182661056518555,svd,1510.41455078125,0.0078125,46.85018842082062,-0.408377135409947,0.0,0.0,-0.408377135409947,0.0,,True,False,,,,,,,,,residual_stack_validate,0.006946407002708655,0.0,1.0,q+l_res,0.9461807951137101,residual_q_l_same_budget,0.258,0.010432596318423748,0.0001875000000000071,0.18324397634776066,0.030593130737543106
0.011602574944814356,0.019198826765078808,4,True,q_s,0.25799996512276785,True,0.3,0.011602522182907367,model.layers.0.self_attn.o_proj,attention,12845056,L0:o_proj,0.0,1.0,0,0.01919899080919589,0.0,0.47382014989852905,0.25,rtn,8.55640983581543,,1772.0997314453125,0.00799996512276785,174.9748626421009,0.0,-0.61395551925779,-0.61395551925779,0.0,0.0,wanda,True,False,,,,,,,,,residual_stack_validate,0.0385139092351131,0.007999965122767858,0.9732296290054687,q+s_res,0.9732296290054687,residual_q_s_same_budget,0.258,0.03095056861639023,3.4877232157892735e-08,0.2187113548266998,0.05677803233265877
0.018066698627400225,0.027159726638415534,4,True,q_s,0.25799996512276785,True,0.3,0.01806654877343264,model.layers.14.self_attn.o_proj,attention,12845056,L14:o_proj,0.0,1.0,0,0.027159874987150175,0.0,1.1046156883239746,0.25,rtn,9.915740966796875,,1602.9737548828125,0.00799996512276785,28.454680732110305,0.0,-0.6320443965637919,-0.6320443965637919,0.0,0.0,wanda,True,False,,,,,,,,,residual_stack_validate,0.053589143940933615,0.007999965122767858,0.9656770225810125,q+s_res,0.9656770225810125,residual_q_s_same_budget,0.258,0.041994884610176086,3.4877232157892735e-08,0.20392969335898323,0.04765584319829941
0.0009058569713488354,0.0008244602352811838,4,True,q_s,0.25799996512276785,True,0.3,0.0009058576219442243,model.layers.27.self_attn.o_proj,attention,12845056,L27:o_proj,0.0,1.0,0,0.0008244716734410868,0.0,79.4472885131836,0.25,rtn,11.182661056518555,,1510.41455078125,0.00799996512276785,46.85018842082062,0.0,-0.724337230693002,-0.724337230693002,0.0,0.0,wanda,True,False,,,,,,,,,residual_stack_validate,0.00405179907618247,0.007999965122767858,0.9702046841726882,q+s_res,0.9702046841726882,residual_q_s_same_budget,0.258,0.006124889012426138,3.4877232157892735e-08,0.1878963224657692,0.018924806267023087
0.010817044903360013,0.01998435680653315,4,True,q_s_l,0.25767408098493305,True,0.3,0.010816997902254474,model.layers.0.self_attn.o_proj,attention,12845056,L0:o_proj,0.0016741071428571428,0.9955782660944895,3,0.019984515089848782,0.0,0.4932064414024353,0.25,rtn,8.55640983581543,svd,1772.0997314453125,0.007674080984933052,174.9748626421009,-0.057325172746206764,-0.5898336498458016,-0.5910891096825048,-0.07456008622368865,-0.005073472265460726,wanda,True,False,,,,,,,,,residual_stack_validate,0.0400854830311422,0.005999973842075893,0.9790558363164878,q+s_res+l_res,0.9745407011956916,residual_q_s_l_same_budget,0.258,0.03220844641327858,0.00032591901506695553,0.21900616399124218,0.057774581015110016
