activation_gain_vs_q_only,activation_reconstruction_error,bits,budget_feasible,candidate_kind,candidate_memory_ratio,filter_pass,filter_rho_threshold,hessian_gain_vs_q_only,layer,layer_family,layer_parameter_count,layer_short,lowrank_memory_ratio,lowrank_projection_error,lowrank_rank,normalized_hessian_cost,positive_conditional_rho,predicted_hessian_cost,q_memory_ratio,q_method,q_residual_norm,r_method,residual_effective_rank,residual_memory_ratio,residual_stable_rank,rho_q_error_l_res,rho_q_error_s_res,rho_q_plus_l_error_s_res,rho_q_plus_s_error_l_res,rho_s_res_l_res,s_method,selected_by_fixed_kind,selected_by_greedy,selected_nominal_bits,selected_nominal_keep_fraction,selected_nominal_rank_fraction,selected_order,selected_predicted_hessian_cost,selected_q_method,selected_r_method,selected_s_method,selection_family,selector_score,sparse_keep_fraction,sparse_projection_error,stack_order,stack_residual_error,strategy,target_memory_ratio,token_risk_p95,unused_memory_ratio,weight_error,worst_token_risk
0.0,0.016048705711519846,4,True,q_only,0.25,True,0.3,0.0,gpt_neox.layers.0.attention.dense,attention,589824,L0:dense,0.0,1.0,0,0.01604875405170445,0.0,0.12351929396390915,0.25,rtn,2.173689842224121,,435.7278137207031,0.0,51.076157707014595,0.0,0.0,0.0,0.0,0.0,,True,False,,,,,,,,,residual_stack_validate,0.029744086072973387,0.0,1.0,q,1.0,residual_q_only,0.258,0.020971259102225304,0.008000000000000007,0.15132275350064478,0.025296026840806007
0.0,0.008839848869587138,4,True,q_only,0.25,True,0.3,0.0,gpt_neox.layers.0.mlp.dense_4h_to_h,mlp,2359296,L0:dense_4h_to_h,0.0,1.0,0,0.008839908047453805,0.0,0.2627257704734802,0.25,rtn,4.613030910491943,,622.1669311523438,0.0,72.61323240522712,0.0,0.0,0.0,0.0,0.0,,True,False,,,,,,,,,residual_stack_validate,0.01726562459700545,0.0,1.0,q,1.0,residual_q_only,0.258,0.013315588235855103,0.008000000000000007,0.16293056262439712,0.01761426031589508
0.0,0.004418401641547538,4,True,q_only,0.25,True,0.3,0.0,gpt_neox.layers.0.mlp.dense_h_to_4h,mlp,2359296,L0:dense_h_to_4h,0.0,1.0,0,0.004418436600838185,0.0,11.537691116333008,0.25,rtn,6.070934295654297,,672.57373046875,0.0,327.8226235895889,0.0,0.0,0.0,0.0,0.0,,True,False,,,,,,,,,residual_stack_validate,0.014930976249987555,0.0,1.0,q,1.0,residual_q_only,0.258,0.01925777457654476,0.008000000000000007,0.13751775398645422,0.020153934136033058
0.0,0.021868656793660995,4,True,q_only,0.25,True,0.3,0.0,gpt_neox.layers.6.attention.dense,attention,589824,L6:dense,0.0,1.0,0,0.021868670500310185,0.0,0.1910163015127182,0.25,rtn,2.556511163711548,,446.4240417480469,0.0,80.04325472893302,0.0,0.0,0.0,0.0,0.0,,True,False,,,,,,,,,residual_stack_validate,0.041509896204198864,0.0,1.0,q,1.0,residual_q_only,0.258,0.030535010620951653,0.008000000000000007,0.15237366927927215,0.04319023713469505
0.005815551790900292,0.010233153920619555,4,True,q_l,0.2578125,True,0.3,0.005815513012787892,gpt_neox.layers.0.attention.dense,attention,589824,L0:dense,0.0078125,0.9950682869451261,3,0.01023324103891656,0.0,0.07876017689704895,0.25,rtn,2.173689842224121,whitened_svd,435.7278137207031,0.0078125,51.076157707014595,-0.601972345001698,0.0,0.0,-0.601972345001698,0.0,,True,False,,,,,,,,,residual_stack_validate,0.02031180368336884,0.0,1.0,q+l_res,0.9950682869451261,residual_q_l_same_budget,0.258,0.016064003109931946,0.0001875000000000071,0.15057640671108288,0.021075397729873657
0.002800835824668531,0.006039013044918606,4,True,q_l,0.2565104166666667,True,0.3,0.0028008273008079355,gpt_neox.layers.0.mlp.dense_4h_to_h,mlp,2359296,L0:dense_4h_to_h,0.006510416666666667,0.9952550214089456,4,0.00603908074664587,0.0,0.17948400974273682,0.25,rtn,4.613030910491943,whitened_svd,622.1669311523438,0.006510416666666685,72.61323240522712,-0.5628985847778464,0.0,0.0,-0.5628985847778464,0.0,,True,False,,,,,,,,,residual_stack_validate,0.011581887581616698,0.0,1.0,q+l_res,0.9952550214089456,residual_q_l_same_budget,0.258,0.008670116774737835,0.001489583333333322,0.16215767953519564,0.00916221085935831
0.0033867982211893567,0.0010316034203581813,4,True,q_l,0.2565104166666667,True,0.3,0.003386790852770616,gpt_neox.layers.0.mlp.dense_h_to_4h,mlp,2359296,L0:dense_h_to_4h,0.006510416666666667,0.996699647933123,4,0.0010316457480675691,0.0,2.6938962936401367,0.25,rtn,6.070934295654297,whitened_svd,672.57373046875,0.006510416666666685,327.8226235895889,-0.8755093677892914,0.0,0.0,-0.8755093677892914,0.0,,True,False,,,,,,,,,residual_stack_validate,0.010655921861222401,0.0,1.0,q+l_res,0.996699647933123,residual_q_l_same_budget,0.258,0.01883597858250141,0.001489583333333322,0.13706390778408561,0.020083386451005936
0.01090638174666579,0.010962275046995205,4,True,q_l,0.2578125,True,0.3,0.01090628308904533,gpt_neox.layers.6.attention.dense,attention,589824,L6:dense,0.0078125,0.9955827707074235,3,0.010962387411264856,0.0,0.09575317800045013,0.25,rtn,2.556511163711548,whitened_svd,446.4240417480469,0.0078125,80.04325472893302,-0.7062023341829504,0.0,0.0,-0.7062023341829504,0.0,,True,False,,,,,,,,,residual_stack_validate,0.022750070295318545,0.0,1.0,q+l_res,0.9955827707074235,residual_q_l_same_budget,0.258,0.019190635532140732,0.0001875000000000071,0.15170044353094514,0.03615991398692131
0.0019957599225556653,0.014052945788964181,4,True,q_s,0.258,True,0.3,0.0019957527267340566,gpt_neox.layers.0.attention.dense,attention,589824,L0:dense,0.0,1.0,0,0.014053001324970395,0.0,0.10815897583961487,0.25,rtn,2.173689842224121,,435.7278137207031,0.008000000000000007,51.076157707014595,0.0,-0.3527388021491357,-0.3527388021491357,0.0,0.0,wanda,True,False,,,,,,,,,residual_stack_validate,0.02630945639599594,0.008000000000000007,0.9794688364171301,q+s_res,0.9794688364171301,residual_q_s_same_budget,0.258,0.018891820684075356,0.0,0.14821592129471275,0.02304648794233799
0.0014115269802232131,0.007428321889363924,4,True,q_s,0.258,True,0.3,0.0014115261901524049,gpt_neox.layers.0.mlp.dense_4h_to_h,mlp,2359296,L0:dense_4h_to_h,0.0,1.0,0,0.0074283818573014,0.0,0.22077462077140808,0.25,rtn,4.613030910491943,,622.1669311523438,0.008000000000000007,72.61323240522712,0.0,-0.3995954599674931,-0.3995954599674931,0.0,0.0,wanda,True,False,,,,,,,,,residual_stack_validate,0.015168795596538307,0.008000000000000007,0.9783176474978311,q+s_res,0.9783176474978311,residual_q_s_same_budget,0.258,0.012509594671428204,0.0,0.15939784473219823,0.014874245971441269
0.0032725227778453024,0.0011458788637022355,4,True,q_s,0.258,True,0.3,0.003272515950443986,gpt_neox.layers.0.mlp.dense_h_to_4h,mlp,2359296,L0:dense_h_to_4h,0.0,1.0,0,0.0011459206503941996,0.0,2.992297887802124,0.25,rtn,6.070934295654297,,672.57373046875,0.008000000000000007,327.8226235895889,0.0,-0.8606124482078588,-0.8606124482078588,0.0,0.0,wanda,True,False,,,,,,,,,residual_stack_validate,0.010572581223265634,0.008000000000000007,0.9932932610893526,q+s_res,0.9932932610893526,residual_q_s_same_budget,0.258,0.018395036458969116,0.0,0.13659545831488842,0.01918593794107437
0.0025972463244273644,0.01927141046923363,4,True,q_s,0.258,True,0.3,0.002597229044596361,gpt_neox.layers.6.attention.dense,attention,589824,L6:dense,0.0,1.0,0,0.019271441455713825,0.0,0.16833028197288513,0.25,rtn,2.556511163711548,,446.4240417480469,0.008000000000000007,80.04325472893302,0.0,-0.34497456487421246,-0.34497456487421246,0.0,0.0,wanda,True,False,,,,,,,,,residual_stack_validate,0.03652172160171074,0.008000000000000007,0.9848059063013946,q+s_res,0.9848059063013946,residual_q_s_same_budget,0.258,0.026792045682668686,0.0,0.15005848947104258,0.03965964913368225
0.005237263310745402,0.010811442400774444,4,True,q_s_l,0.2572083333333333,True,0.3,0.0052372305172787015,gpt_neox.layers.0.attention.dense,attention,589824,L0:dense,0.005208333333333333,0.9973357803059651,2,0.01081152353442575,0.0,0.08321093022823334,0.25,rtn,2.173689842224121,whitened_svd,435.7278137207031,0.007208333333333317,51.076157707014595,-0.5133168947161606,-0.24084861485772774,-0.29219830756969234,-0.5338040057903475,-0.019087553229012566,wanda,True,False,,,,,,,,,residual_stack_validate,0.02114166960445525,0.0020000000000000018,0.9919772875545293,q+s_res+l_res,0.989301989795896,residual_q_s_l_same_budget,0.258,0.01633584499359131,0.0007916666666666905,0.14970428288566578,0.022751878947019577
