codec_endpoint_fit_error,codec_endpoint_nll_delta,codec_endpoint_within_comfort_fit,hessian_proxy_nll_correlation,interpretation,max_contiguous_comfort_epsilon,small_epsilon_fit_max,strategy,target_ratio,taylor_linear_coefficient,taylor_quadratic_coefficient
0.010808707797519745,0.19823074340820312,True,0.9982062395333905,local_fit_reaches_codec_endpoint,1.0,0.125,Q,0.258,-0.037557922161745076,0.22497995777242846
0.006803015218777908,0.12380275576133393,True,0.9994600960375283,local_fit_reaches_codec_endpoint,1.0,0.125,Q_block_scale,0.258,-0.011999775269097483,0.1289995158116535
0.010194937153932895,0.09557650408406904,True,0.9970132606967609,local_fit_reaches_codec_endpoint,1.0,0.125,Q+S_OBS,0.258,-0.020365988314991826,0.10574755524512797
0.0032010755472989816,0.09053721390371194,True,0.9978289154119204,local_fit_reaches_codec_endpoint,1.0,0.125,Q+L,0.258,-0.01717093198591456,0.10450707034232752
0.009811859673447013,0.09765513863150499,True,0.9992504951157382,local_fit_reaches_codec_endpoint,1.0,0.125,Q+S+L_QL_budget_component_scale,0.258,-0.009365989679251405,0.09720926863730939
0.002168126744456267,0.08687247629240691,True,0.9983846840818432,local_fit_reaches_codec_endpoint,1.0,0.125,Q+S+L_component_scale,0.258,-0.01574317751908327,0.10044752706703391
