activation_reconstruction_error,added_bits_over_q,artifact_alignment_padding_bytes,artifact_container_bytes,artifact_file_bytes,artifact_logical_payload_bits,artifact_natural_file_bytes,artifact_path,artifact_physical_compression_ratio,artifact_scope,artifact_sha256,artifact_stream_bytes,artifact_tail_padding_bytes,artifact_to_reference_file_ratio,artifact_total_overhead_bytes,baseline_hessian_energy,cancellation_gain_ql_over_q,cancellation_gain_qs_over_q,comparison_budget_bits,compression_ratio,folded_repair_dof,folded_zero_bit_hessian_gain,heldout_evaluated,heldout_nll,heldout_perplexity,heldout_tokens,hessian_cost,hessian_cross_ql,hessian_cross_qs,hessian_cross_sl,hessian_gain_over_q,hessian_gain_per_added_bit,hessian_recovery_fraction_over_q,hessian_self_l,hessian_self_q,hessian_self_s,layers,layers_both_s_l_active,layers_l_active,layers_s_active,lowrank_rank_sum,nll_delta,normalized_hessian_cost,paired_window_count,paired_window_nll_delta_ci95_high,paired_window_nll_delta_ci95_low,paired_window_nll_delta_mean,paired_window_nll_delta_se,payload_bits,payload_ratio,perplexity_delta,production_backend,q_reference_hessian_cost,q_reference_payload_bits,q_scale_count,ql_budget_file_bytes,rate_cap_satisfied,rate_cap_strategy,reference_artifact_file_bytes,reference_bits,rho_ql,rho_ql_kind,rho_qs,rho_qs_kind,rho_sl,rho_sl_kind,roundtrip_exact_fp16_endpoint,same_physical_bytes_as_ql,sparse_nnz,strategy,strict_rate_match,target_gap,target_ratio,token_risk_p95,under_ql_serialized_cap_before_padding,under_target,worst_token_risk
0.010218113473312734,0,63,6464,3167552,25288704,3167552,artifacts/Q.hrc,3.973430586143495,selected_linear_weights_only,53fdc6379f24a25634896a35b518e8c305cba1a68347aae811acfbcd400a4cf4,3161088,0,0.25167169233742,6464,10322.615272521973,nan,nan,0,3.9805636540330416,0.0,0.0,True,4.465863145242526,86.99608740113311,2032,52.01127254962921,0.0,0.0,0.0,0.0,nan,0.0,0.0,52.011288061738014,0.0,6,0,0,0,0,0.19823074340820312,0.010077150252432504,16,0.21480398654553762,0.18165750027086847,0.19823074340820304,0.008455736294558461,25288704.0,0.251220703125,15.64358597530206,False,52.01127254962921,25288704,7680.0,3248832,not_applicable,,12586048,100663296.0,nan,inactive,nan,inactive,nan,inactive,True,False,0.0,Q,False,-0.006779296875000007,0.258,0.07858303934335709,not_applicable,True,0.09560058265924454
0.01008237523896446,0,63,6464,3167552,25288704,3167552,artifacts/Q_global_scale.hrc,3.973430586143495,selected_linear_weights_only,bca364cb489d64473cc78e816f2cc4e682658ff6b59e3233106fe889e3495980,3161088,0,0.25167169233742,6464,10322.615272521973,nan,nan,0,3.9805636540330416,6.0,0.6508738398551941,True,4.461717425368902,86.63617256120672,2032,51.36039870977402,0.0,0.0,0.0,0.6508738398551941,nan,0.012514091810273045,0.0,51.36039438843727,0.0,6,0,0,0,0,0.19408502353457902,0.009951043868987647,16,0.2097951814846804,0.17837486558447851,0.19408502353457946,0.008015386709235184,25288704.0,0.251220703125,15.28367113537567,False,52.01127254962921,25288704,7680.0,3248832,not_applicable,,12586048,100663296.0,nan,inactive,nan,inactive,nan,inactive,True,False,0.0,Q_global_scale,False,-0.006779296875000007,0.258,0.07438689470291138,not_applicable,True,0.08926831185817719
0.005781463342035314,663552,39,6464,3250496,25952256,3250496,artifacts/Q_block_scale.hrc,3.8720392210911814,selected_linear_weights_only,b9bac5aa253986d8b9bdc6ea4e7b6af728ce2020c8094941443247ac871d8196,3244032,0,0.2582618467687395,6464,10322.615272521973,nan,nan,0,3.878787878787879,49152.0,0.0,True,4.391435157595657,80.75623377665758,2032,29.763210594654083,0.0,0.0,0.0,22.248061954975128,3.35287392020145e-05,0.42775461672747966,0.0,29.763200603425503,0.0,6,0,0,0,0,0.12380275576133393,0.005766602708498014,16,0.14362230974903067,0.10398320177363757,0.12380275576133412,0.010112017340661507,25952256.0,0.2578125,9.40373235082653,False,52.01127254962921,25288704,49152.0,3248832,not_applicable,,12586048,100663296.0,nan,inactive,nan,inactive,nan,inactive,True,False,0.0,Q_block_scale,True,-0.0001875000000000071,0.258,0.04026275500655174,not_applicable,True,0.05334833264350891
0.006869303218660056,682368,1071,13120,3260546,25971072,3260546,artifacts/Q_S.hrc,3.860104411960451,selected_linear_weights_only,562c15f776e964813339e5e2406f8b17ff3cdd88d7ea8f7c9ad8ae08c909310b,3246384,0,0.25906035000025424,14162,10322.615272521973,nan,0.6390778567399147,0,3.8759777031922287,0.0,0.0,True,4.390064945371132,80.6456563724863,2032,35.110797852277756,0.0,-33.23926250077784,0.0,16.900474697351456,2.47673904657772e-05,0.3249386886510997,0.0,52.011288061738014,16.33878058195114,6,0,0,6,0,0.12243254353680921,0.006802694264066988,16,0.14117467542526177,0.10369041164835716,0.12243254353680946,0.00956231218798587,25971072.0,0.2579994201660156,9.29315494665525,False,52.01127254962921,25288704,7680.0,3248832,not_applicable,,12586048,100663296.0,nan,inactive,-0.5701153820919196,repair_cancellation,nan,inactive,True,False,13638.0,Q+S,True,-5.798339843821054e-07,0.258,0.057045985013246536,not_applicable,True,0.06794289499521255
0.005901840307565533,682368,1071,13120,3260546,25971072,3260546,artifacts/Q_S_OBS.hrc,3.860104411960451,selected_linear_weights_only,8b7e44b2fed4b7d0d0d0289f4a94fdebf2a6f4dbdf8407b8a5a5defd215be7a4,3246384,0,0.25906035000025424,14162,10322.615272521973,nan,0.8375131486655838,0,3.8759777031922287,13638.0,0.0,True,4.363208905918392,78.50865754608051,2032,30.231338135898113,0.0,-43.56043894588947,0.0,21.779934413731098,3.191816499855078e-05,0.41875411513818783,0.0,52.01164783537388,21.78015017323196,6,0,0,6,0,0.09557650408406904,0.005857302115360565,16,0.11343063070943118,0.0777223774587065,0.09557650408406884,0.009109248278246091,25971072.0,0.2579994201660156,7.156156120249463,False,52.01127254962921,25288704,7680.0,3248832,not_applicable,,12586048,100663296.0,nan,inactive,-0.6471150645174045,repair_cancellation,nan,inactive,True,False,13638.0,Q+S_OBS,True,-5.798339843821054e-07,0.258,0.039577633142471313,not_applicable,True,0.05149611458182335
0.004695651809473177,614400,54,10944,3248832,25903104,3248832,artifacts/Q_L.hrc,3.874022417902803,selected_linear_weights_only,69c80718e9b5944fa9ae2df7b4fdaab80ed001b7944370e4f37a6841ba58cdfa,3237888,0,0.2581296368804568,10944,10322.615272521973,1.0805125114726775,nan,0,3.886148007590133,0.0,0.0,True,4.358169615738035,78.11402480859789,2032,23.913067758083344,-56.20141591876745,0.0,0.0,28.098204791545868,4.5732755194573355e-05,0.5402329805473329,28.10081599280238,52.01366510987282,0.0,6,0,6,0,15,0.09053721390371194,0.004633141336137584,16,0.10428540282942685,0.07678902497799793,0.09053721390371239,0.007014382104956354,25903104.0,0.25732421875,6.761523382766839,False,52.01127254962921,25288704,7680.0,3248832,not_applicable,,12586048,100663296.0,-0.7350198492043611,repair_cancellation,nan,inactive,nan,inactive,True,True,0.0,Q+L,True,-0.0006757812500000071,0.258,0.04080050438642502,not_applicable,True,0.05333779752254486
0.005175960036894276,460896,241,14272,3248832,25749600,3233152,artifacts/Q_S_L_QL_budget.hrc,3.874022417902803,selected_linear_weights_only,d2ef7b58458b99d4bf1808b6941670c708b7457fc84dede6c694b53092b80e5e,3218700,15680,0.2581296368804568,30132,10322.615272521973,0.6420329847104548,0.3432532372025077,25903104,3.9093149408146144,0.0,0.0,True,4.366553524347741,78.77167865640921,2032,26.384087093174458,-33.39241833984852,-17.852752064354718,0.7118360843742266,25.627185456454754,5.560296782019101e-05,0.4927236770067732,16.34407090395689,52.01044048368931,8.56291989563033,6,3,6,3,8,0.09892112251341789,0.005111899726304228,16,0.1136989121670721,0.08414333285976407,0.09892112251341809,0.007539688598803074,25749600.0,0.2557992935180664,7.419177230578157,False,52.01127254962921,25288704,7680.0,3248832,True,per_layer_exact_Q+L_serialized_bytes,12586048,100663296.0,-0.5726542551688092,repair_cancellation,-0.42297916093868876,repair_cancellation,0.030085618511486494,hessian_orthogonal,True,True,2624.0,Q+S+L_QL_budget,True,-0.002200706481933601,0.258,0.044341400265693665,True,True,0.05118756741285324
0.005132805701046954,460896,241,14272,3248832,25749600,3233152,artifacts/Q_S_L_QL_budget_component_scale.hrc,3.874022417902803,selected_linear_weights_only,e4eabd620381ecfd3909c894793f434cc9bec13de3c08f993ff2398799e613b6,3218700,15680,0.2581296368804568,30132,10322.615272521973,0.6400372964998713,0.34415923433520484,25903104,3.9093149408146144,15.0,0.0,True,4.365287540465828,78.67201807853222,2032,26.17462745308876,-32.98276786506176,-17.735410415567458,0.711489838315174,25.83664509654045,5.605742965124551e-05,0.49675087399346163,16.136388760060072,51.53257168829441,8.512377151288092,6,3,6,3,8,0.09765513863150499,0.005071317057173225,16,0.11216299670648175,0.08314728055652862,0.09765513863150518,0.007401968405600288,25749600.0,0.2557992935180664,7.319516652701168,False,52.01127254962921,25288704,7680.0,3248832,True,per_layer_exact_Q+L_serialized_bytes,12586048,100663296.0,-0.5718906816951213,repair_cancellation,-0.42339420601298483,repair_cancellation,0.030353592768316028,hessian_orthogonal,True,True,2624.0,Q+S+L_QL_budget_component_scale,True,-0.002200706481933601,0.258,0.0429290272295475,True,True,0.04935463145375252
0.0046778865839974615,623808,604,14272,3253888,25912512,3253888,artifacts/Q_S_L.hrc,3.8680028323040005,selected_linear_weights_only,59722cdac3084b9e23c51c1354dc91fdb90d57efdd7997e10e3c498c3693cce5,3239064,0,0.2585313515410079,14824,10322.615272521973,0.8062203880896698,0.2796022296689372,0,3.8847370721912258,0.0,0.0,True,4.3558202428141914,77.93072124227072,2032,23.77874580770731,-41.93372891843319,-14.542877204716206,0.6959523907862604,28.2325267419219,4.525835953037137e-05,0.5428155351319734,20.62182590737939,52.01273688673973,6.924832960125059,6,3,6,3,12,0.08818784097986843,0.004607116545553053,16,0.10227601999438171,0.07409966196535608,0.0881878409798689,0.007187846435975926,25912512.0,0.2574176788330078,6.57821981643967,False,52.01127254962921,25288704,7680.0,3248832,not_applicable,,12586048,100663296.0,-0.640199125013085,repair_cancellation,-0.3831429485552702,repair_cancellation,0.029119326529869333,hessian_orthogonal,True,False,2595.0,Q+S+L,True,-0.0005823211669921946,0.258,0.043216679245233536,not_applicable,True,0.05011732503771782
0.004711614100993256,623808,604,14272,3253888,25912512,3253888,artifacts/Q_S_OBS_L.hrc,3.8680028323040005,selected_linear_weights_only,eb7876b7b2a138f506871cad4417532ff2b6c15df2e006621f6b6ba37b567b09,3239064,0,0.2585313515410079,14824,10322.615272521973,0.6726519039854751,0.41363086860400117,0,3.8847370721912258,2595.0,0.0,True,4.355532984095295,77.90833817814308,2032,23.935433328151703,-34.98658038303256,-21.5141435675323,0.3399183527799323,28.07583922147751,4.500718044891618e-05,0.5398029666489608,17.32652974128723,52.012906193733215,10.756788660772145,6,3,6,3,12,0.0879005822609722,0.004637474650802114,16,0.1025705018258356,0.07323066269610995,0.08790058226097278,0.007484652839215724,25912512.0,0.2574176788330078,6.5558367523120324,False,52.01127254962921,25288704,7680.0,3248832,not_applicable,,12586048,100663296.0,-0.582720297971071,repair_cancellation,-0.4547756345355605,repair_cancellation,0.012449373757828019,hessian_orthogonal,True,False,2595.0,Q+S_OBS+L,True,-0.0005823211669921946,0.258,0.042942993342876434,not_applicable,True,0.05053749307990074
0.004643383336978489,623808,604,14272,3253888,25912512,3253888,artifacts/Q_S_L_component_scale.hrc,3.8680028323040005,selected_linear_weights_only,4f4529a579ca1d8e6f183c5e8a48c9bff143638578c9ee14fcfbcd96700d1320,3239064,0,0.2585313515410079,14824,10322.615272521973,0.8043772336208341,0.27999399847456446,0,3.8847370721912258,15.0,0.0,True,4.35450487812673,77.8282813111842,2032,23.606391325592995,-41.47127082198858,-14.43564841710031,0.6940969281131402,28.404881224036217,4.5534653649899033e-05,0.5461293260404704,20.391883928328753,51.556992277503014,6.870338019449264,6,3,6,3,12,0.08687247629240691,0.004573722976662985,16,0.10065629110392464,0.07308866148088995,0.0868724762924073,0.007032558577304769,25912512.0,0.2574176788330078,6.475779885353148,False,52.01127254962921,25288704,7680.0,3248832,not_applicable,,12586048,100663296.0,-0.6395063867604238,repair_cancellation,-0.3835071465481262,repair_cancellation,0.029320569338061313,hessian_orthogonal,True,False,2595.0,Q+S+L_component_scale,True,-0.0005823211669921946,0.258,0.04164920374751091,not_applicable,True,0.04857088252902031
0.010218113473312734,0,,,,,,,,,,,,,,10322.615272521973,nan,nan,0,3.9805636540330416,0.0,0.0,False,nan,nan,,52.01127254962921,0.0,0.0,0.0,0.0,nan,0.0,0.0,52.011288061738014,0.0,6,0,0,0,0,nan,0.010077150252432504,,,,,,25288704.0,0.251220703125,nan,,52.01127254962921,25288704,7680.0,,not_applicable,,,100663296.0,nan,inactive,nan,inactive,nan,inactive,,,0.0,Q,False,-0.023779296875000022,0.275,0.07858303934335709,,True,0.09560058265924454
0.01008237523896446,0,,,,,,,,,,,,,,10322.615272521973,nan,nan,0,3.9805636540330416,6.0,0.6508738398551941,False,nan,nan,,51.36039870977402,0.0,0.0,0.0,0.6508738398551941,nan,0.012514091810273045,0.0,51.36039438843727,0.0,6,0,0,0,0,nan,0.009951043868987647,,,,,,25288704.0,0.251220703125,nan,,52.01127254962921,25288704,7680.0,,not_applicable,,,100663296.0,nan,inactive,nan,inactive,nan,inactive,,,0.0,Q_global_scale,False,-0.023779296875000022,0.275,0.07438689470291138,,True,0.08926831185817719
0.004944506044918219,1449984,,,,,,,,,,,,,,10322.615272521973,nan,nan,0,3.764705882352941,98304.0,0.0,False,nan,nan,,25.729160845279694,0.0,0.0,0.0,26.282111704349518,1.812579428762629e-05,0.5053156828506955,0.0,25.72915990650654,0.0,6,0,0,0,0,nan,0.004985008191435515,,,,,,26738688.0,0.265625,nan,,52.01127254962921,25288704,98304.0,,not_applicable,,,100663296.0,nan,inactive,nan,inactive,nan,inactive,,,0.0,Q_block_scale,False,-0.009375000000000022,0.275,0.03494848683476448,,True,0.04501427710056305
0.00534168415837537,2393664,,,,,,,,,,,,,,10322.615272521973,nan,0.9549383360655316,0,3.636368680598423,0.0,0.0,False,nan,nan,,26.983225390315056,0.0,-49.667572878301144,0.0,25.028047159314156,1.0455956708758687e-05,0.4812042838488977,0.0,52.011288061738014,24.63952380605042,6,0,0,6,0,nan,0.005227982381972983,,,,,,27682368.0,0.27499961853027344,nan,,52.01127254962921,25288704,7680.0,,not_applicable,,,100663296.0,nan,inactive,-0.6937100436236963,repair_cancellation,nan,inactive,,,67116.0,Q+S,True,-3.8146972658470446e-07,0.275,0.042961712926626205,,True,0.05034957826137543
0.003859895372164816,2393664,,,,,,,,,,,,,,10322.615272521973,nan,1.2432802620677657,0,3.636368680598423,67116.0,0.0,False,nan,nan,,19.67895942926407,0.0,-64.66550096869469,0.0,32.33231312036514,1.3507456819488927e-05,0.6216404932125745,0.0,52.01200641691685,32.33246146887541,6,0,0,6,0,nan,0.003812785599333142,,,,,,27682368.0,0.27499961853027344,nan,,52.01127254962921,25288704,7680.0,,not_applicable,,,100663296.0,nan,inactive,-0.7884451076583555,repair_cancellation,nan,inactive,,,67116.0,Q+S_OBS,True,-3.8146972658470446e-07,0.275,0.028683409094810486,,True,0.03418171778321266
0.0032420437073786093,2334720,,,,,,,,,,,,,,10322.615272521973,1.3457779115830766,nan,0,3.6441281138790034,0.0,0.0,False,nan,nan,,17.017253428697586,-69.99490386992693,0.0,0.0,34.994019120931625,1.498852929727403e-05,0.6728160532419255,35.00140117108822,52.010739117860794,0.0,6,0,6,0,57,nan,0.0032970817916649934,,,,,,27623424.0,0.2744140625,nan,,52.01127254962921,25288704,7680.0,,not_applicable,,,100663296.0,-0.8202518108433398,repair_cancellation,nan,inactive,nan,inactive,,,0.0,Q+L,True,-0.0005859375000000222,0.275,0.033105846494436264,,True,0.04201960191130638
0.003440808982751901,2273472,,,,,,,,,,,,,,10322.615272521973,0.8668664238809609,0.44175342369975573,27623424,3.6522260071193218,0.0,0.0,False,nan,nan,,17.994378700852394,-45.08711727708578,-22.97630623728037,0.9091992284520529,34.01689384877682,1.4962530371509664e-05,0.6540292552218918,22.09335758537054,52.01160874962807,11.043662183918059,6,6,6,6,44,nan,0.0034863991780749747,,,,,,27562176.0,0.2738056182861328,nan,,52.01127254962921,25288704,7680.0,,True,per_layer_exact_Q+L_serialized_bytes,,100663296.0,-0.6650303548086774,repair_cancellation,-0.4793398274012417,repair_cancellation,0.029103260405231573,hessian_orthogonal,,,7040.0,Q+S+L_QL_budget,True,-0.0011943817138672097,0.275,0.03325393423438072,,True,0.03815395385026932
0.0034206636706989955,2273472,,,,,,,,,,,,,,10322.615272521973,0.8654829267682315,0.4416199035311637,27623424,3.6522260071193218,18.0,0.0,False,nan,nan,,17.888249300420284,-44.687102653086185,-22.801967956125736,0.9027636750251986,34.12302324920893,1.5009212011060144e-05,0.6560697628893564,21.891112592071295,51.632564052939415,10.950859586708248,6,6,6,6,44,nan,0.0034658366757186936,,,,,,27562176.0,0.2738056182861328,nan,,52.01127254962921,25288704,7680.0,,True,per_layer_exact_Q+L_serialized_bytes,,100663296.0,-0.664594033912016,repair_cancellation,-0.4794644191630808,repair_cancellation,0.02915318829166059,hessian_orthogonal,,,7040.0,Q+S+L_QL_budget_component_scale,True,-0.0011943817138672097,0.275,0.032291315495967865,,True,0.037376768887043
0.003409961407527359,2393664,,,,,,,,,,,,,,10322.615272521973,0.7079610254718632,0.6062208146013504,0,3.636368680598423,0.0,0.0,False,nan,nan,,17.843332171440125,-36.821814239025116,-31.530196465551853,0.7202656112494878,34.16794037818909,1.4274326045004264e-05,0.6569333666194381,18.055104326456785,52.01107534766197,15.408886587247252,6,6,6,6,44,nan,0.003457134011172098,,,,,,27682368.0,0.27499961853027344,nan,,52.01127254962921,25288704,7680.0,,not_applicable,,,100663296.0,-0.6007963276773278,repair_cancellation,-0.5568819420850336,repair_cancellation,0.021591213605151528,hessian_orthogonal,,,10796.0,Q+S+L,True,-3.8146972658470446e-07,0.275,0.0331362709403038,,True,0.03870237246155739
0.0034265471763517837,2393664,,,,,,,,,,,,,,10322.615272521973,0.4987337192839012,0.8179102576914276,0,3.636368680598423,10796.0,0.0,False,nan,nan,,17.94442307949066,-25.94013772159815,-42.5411475263536,0.3391405295114964,34.06684947013855,1.4232093338972617e-05,0.6549897320361067,12.803945269435644,52.011999025940895,21.270614437758923,6,6,6,6,44,nan,0.003476720308904153,,,,,,27682368.0,0.27499961853027344,nan,,52.01127254962921,25288704,7680.0,,not_applicable,,,100663296.0,-0.50259550998683,repair_cancellation,-0.639495384521389,repair_cancellation,0.010275140664733829,hessian_orthogonal,,,10796.0,Q+S_OBS+L,True,-3.8146972658470446e-07,0.275,0.032719556242227554,,True,0.037639643996953964
0.0033907121467128174,2393664,,,,,,,,,,,,,,10322.615272521973,0.7052954278954428,0.6075888517911974,0,3.636368680598423,18.0,0.0,False,nan,nan,,17.739108726382256,-36.41810264438391,-31.37299958989024,0.7188708081375808,34.272163823246956,1.4317867429700641e-05,0.6589372292428419,17.849192805588245,51.635245606303215,15.326899649575353,6,6,6,6,44,nan,0.003436940786430825,,,,,,27682368.0,0.27499961853027344,nan,,52.01127254962921,25288704,7680.0,,not_applicable,,,100663296.0,-0.5997978518544066,repair_cancellation,-0.5576038550400918,repair_cancellation,0.021731234844147712,hessian_orthogonal,,,10796.0,Q+S+L_component_scale,True,-3.8146972658470446e-07,0.275,0.03262636065483093,,True,0.037907615303993225
0.010218113473312734,0,,,,,,,,,,,,,,10322.615272521973,nan,nan,0,3.9805636540330416,0.0,0.0,False,nan,nan,,52.01127254962921,0.0,0.0,0.0,0.0,nan,0.0,0.0,52.011288061738014,0.0,6,0,0,0,0,nan,0.010077150252432504,,,,,,25288704.0,0.251220703125,nan,,52.01127254962921,25288704,7680.0,,not_applicable,,,100663296.0,nan,inactive,nan,inactive,nan,inactive,,,0.0,Q,False,-0.04877929687499999,0.3,0.07858303934335709,,True,0.09560058265924454
0.01008237523896446,0,,,,,,,,,,,,,,10322.615272521973,nan,nan,0,3.9805636540330416,6.0,0.6508738398551941,False,nan,nan,,51.36039870977402,0.0,0.0,0.0,0.6508738398551941,nan,0.012514091810273045,0.0,51.36039438843727,0.0,6,0,0,0,0,nan,0.009951043868987647,,,,,,25288704.0,0.251220703125,nan,,52.01127254962921,25288704,7680.0,,not_applicable,,,100663296.0,nan,inactive,nan,inactive,nan,inactive,,,0.0,Q_global_scale,False,-0.04877929687499999,0.3,0.07438689470291138,,True,0.08926831185817719
0.00409422268635004,3022848,,,,,,,,,,,,,,10322.615272521973,nan,nan,0,3.5555555555555554,196608.0,0.0,False,nan,nan,,21.517730966210365,0.0,0.0,0.0,30.493541583418846,1.0087686044226784e-05,0.5862871660046748,0.0,21.517726242542267,0.0,6,0,0,0,0,nan,0.004169046389530558,,,,,,28311552.0,0.28125,nan,,52.01127254962921,25288704,196608.0,,not_applicable,,,100663296.0,nan,inactive,nan,inactive,nan,inactive,,,0.0,Q_block_scale,False,-0.01874999999999999,0.3,0.028366634622216225,,True,0.03528779372572899
0.004642934771951315,4910208,,,,,,,,,,,,,,10322.615272521973,nan,1.1017160873040845,0,3.3333418104599266,0.0,0.0,False,nan,nan,,23.284526459872723,0.0,-57.30167277902365,0.0,28.72674608975649,5.850413279795171e-06,0.5523176934835693,0.0,52.011288061738014,28.574897207319736,6,0,0,6,0,nan,0.004511361868121616,,,,,,30198912.0,0.2999992370605469,nan,,52.01127254962921,25288704,7680.0,,not_applicable,,,100663296.0,nan,inactive,-0.7431836756510751,repair_cancellation,nan,inactive,,,145758.0,Q+S,True,-7.629394531138978e-07,0.3,0.035787105560302734,,True,0.04396349564194679
0.0031081636601500056,4910208,,,,,,,,,,,,,,10322.615272521973,nan,1.3846767249470897,0,3.3333418104599266,145758.0,0.0,False,nan,nan,,16.002295538783073,0.0,-72.0179263651371,0.0,36.00897701084614,7.333493206570096e-06,0.6923302439194567,0.0,52.01064267754555,36.009594060480595,6,0,0,6,0,nan,0.003100434360152893,,,,,,30198912.0,0.2999992370605469,nan,,52.01127254962921,25288704,7680.0,,not_applicable,,,100663296.0,nan,inactive,-0.8320614357732734,repair_cancellation,nan,inactive,,,145758.0,Q+S_OBS,True,-7.629394531138978e-07,0.3,0.021288152784109116,,True,0.027839843183755875
0.002454092765454604,4792320,,,,,,,,,,,,,,10322.615272521973,1.5004438149106403,nan,0,3.34640522875817,0.0,0.0,False,nan,nan,,12.996407084167004,-78.04063232243061,0.0,0.0,39.01486546546221,8.141122768400735e-06,0.7501232627645129,39.02535891532898,52.01169916987419,0.0,6,0,6,0,117,nan,0.0025180454257096,,,,,,30081024.0,0.298828125,nan,,52.01127254962921,25288704,7680.0,,not_applicable,,,100663296.0,-0.8660975497921675,repair_cancellation,nan,inactive,nan,inactive,,,0.0,Q+L,True,-0.001171874999999989,0.3,0.026536686345934868,,True,0.03414670377969742
0.002550962438689719,4731072,,,,,,,,,,,,,,10322.615272521973,0.9991523141480021,0.482828788129793,30081024,3.3532327489718776,0.0,0.0,False,nan,nan,,13.47714664787054,-51.96750894188881,-25.112697042524815,0.8996467132383259,38.53412590175867,8.144903713525956e-06,0.7408802748479066,25.539620839059353,52.01159843802452,12.106502228416502,6,6,6,6,99,nan,0.002611188403726659,,,,,,30019776.0,0.2982196807861328,nan,,52.01127254962921,25288704,7680.0,,True,per_layer_exact_Q+L_serialized_bytes,,100663296.0,-0.7129262087480487,repair_cancellation,-0.5003845802991056,repair_cancellation,0.02558146641761232,hessian_orthogonal,,,13440.0,Q+S+L_QL_budget,True,-0.0017803192138671764,0.3,0.026146449148654938,,True,0.03208508715033531
0.0025395125944468193,4731072,,,,,,,,,,,,,,10322.615272521973,0.9977140792198377,0.48336735397446823,30081024,3.3532327489718776,18.0,0.0,False,nan,nan,,13.416085913777351,-51.58909712731838,-24.993618804961443,0.8946800494159106,38.59518663585186,8.157810034565498e-06,0.7420542652369118,25.348840445280075,51.707295909523964,12.047979068942368,6,6,6,6,99,nan,0.002599357926181743,,,,,,30019776.0,0.2982196807861328,nan,,52.01127254962921,25288704,7680.0,,True,per_layer_exact_Q+L_serialized_bytes,,100663296.0,-0.7124804785030703,repair_cancellation,-0.500686787133994,repair_cancellation,0.02559773898396757,hessian_orthogonal,,,13440.0,Q+S+L_QL_budget_component_scale,True,-0.0017803192138671764,0.3,0.025773195549845695,,True,0.031203091144561768
