batch_index,nll,nll_sum,perplexity,sequence_index,strategy,tokens,window_index
0,3.905507005105807,495.9993896484375,49.675259138655164,0,dense,127,0
1,3.56497024175689,452.751220703125,35.33840177988123,0,dense,127,1
2,4.10918228269562,521.8661499023438,60.896900754832025,0,dense,127,2
3,4.528021384411909,575.0587158203125,92.57520899868838,0,dense,127,3
4,4.497666726900837,571.2036743164062,89.80734159311231,0,dense,127,4
5,4.150276244156004,527.0850830078125,63.45152599057123,0,dense,127,5
6,4.337422528604823,550.8526611328125,76.5100824289393,0,dense,127,6
7,4.072269469734252,517.17822265625,58.69000675897606,0,dense,127,7
8,5.065851647084154,643.3631591796875,158.51538376855498,0,dense,127,8
9,4.286837360051673,544.4283447265625,72.736066363014,0,dense,127,9
10,4.265621155265748,541.73388671875,71.20913816993406,0,dense,127,10
11,4.485707200418307,569.684814453125,88.73968537000762,0,dense,127,11
12,4.2075570174089565,534.3597412109375,67.19218978982572,0,dense,127,12
13,4.320474940022145,548.7003173828125,75.22434686222702,0,dense,127,13
14,4.118216447004183,523.0134887695312,61.44954594714447,0,dense,127,14
15,4.366536778727855,554.5501708984375,78.77035958686497,0,dense,127,15
0,4.102559247354823,521.0250244140625,60.494911094277136,0,Q,127,0
1,3.7375493087167815,474.66876220703125,41.99494730215339,0,Q,127,1
2,4.3409058578371065,551.2950439453125,76.7770569457514,0,Q,127,2
3,4.683266466996801,594.7748413085938,108.12267552613807,0,Q,127,3
4,4.703101931594488,597.2939453125,110.28875056215502,0,Q,127,4
5,4.394599974624754,558.1141967773438,81.01221733742348,0,Q,127,5
6,4.5390480822465555,576.4591064453125,93.60165661887767,0,Q,127,6
7,4.223461721825787,536.379638671875,68.26940539789686,0,Q,127,7
8,5.2424191452386815,665.7872314453125,189.12707530462805,0,Q,127,8
9,4.54010970949188,576.5939331054688,93.70107945340882,0,Q,127,9
10,4.4488150529035435,564.99951171875,85.52554069416946,0,Q,127,10
11,4.736971156803642,601.5953369140625,114.08812280087263,0,Q,127,11
12,4.382048359067421,556.5201416015625,80.00173797036128,0,Q,127,12
13,4.542701540969488,576.923095703125,93.94425185543737,0,Q,127,13
14,4.308843657726378,547.22314453125,74.35446000514786,0,Q,127,14
15,4.527409110482283,574.98095703125,92.51854496041568,0,Q,127,15
0,4.0982060469980315,520.47216796875,60.232136994840864,0,Q_global_scale,127,0
1,3.7336029293030264,474.1675720214844,41.82954588966525,0,Q_global_scale,127,1
2,4.32554229976624,549.3438720703125,75.60650313318952,0,Q_global_scale,127,2
3,4.67962646484375,594.3125610351562,107.72982417806638,0,Q_global_scale,127,3
4,4.712583046259843,598.498046875,111.33938356829533,0,Q_global_scale,127,4
5,4.38957442636565,557.4759521484375,80.60610784577098,0,Q_global_scale,127,5
6,4.526600274514026,574.8782348632812,92.44374288890188,0,Q_global_scale,127,6
7,4.220728115772638,536.032470703125,68.08303858083963,0,Q_global_scale,127,7
8,5.236695297121063,665.060302734375,188.04763287999558,0,Q_global_scale,127,8
9,4.530863604207677,575.419677734375,92.8387023659544,0,Q_global_scale,127,9
10,4.43671615480438,563.4629516601562,84.49701048017,0,Q_global_scale,127,10
11,4.733075960414616,601.1006469726562,113.64459153838567,0,Q_global_scale,127,11
12,4.386740376630168,557.1160278320312,80.37798952916391,0,Q_global_scale,127,12
13,4.536477877399114,576.1326904296875,93.3613900866759,0,Q_global_scale,127,13
14,4.307306244617372,547.0278930664062,74.24023431216082,0,Q_global_scale,127,14
15,4.533139686884843,575.708740234375,93.05025158861216,0,Q_global_scale,127,15
0,4.06416717289001,516.1492309570312,58.2164041278643,0,Q_block_scale,127,0
1,3.6584539939099407,464.6236572265625,38.801309416586165,0,Q_block_scale,127,1
2,4.261334757166584,541.1895141601562,70.90456069193938,0,Q_block_scale,127,2
3,4.571500522883858,580.58056640625,96.68908516110254,0,Q_block_scale,127,3
4,4.64640748031496,590.09375,104.20993604744976,0,Q_block_scale,127,4
5,4.312754713644193,547.7198486328125,74.64583387430137,0,Q_block_scale,127,5
6,4.488584022822343,570.0501708984375,88.99534124696477,0,Q_block_scale,127,6
7,4.2143179825910435,535.2183837890625,67.64801301163885,0,Q_block_scale,127,7
8,5.1732047974594,656.9970092773438,176.4795132607498,0,Q_block_scale,127,8
9,4.4459002637487695,564.6293334960938,85.27661473528003,0,Q_block_scale,127,9
10,4.4264531173105315,562.1595458984375,83.63424934132026,0,Q_block_scale,127,10
11,4.652081827479084,590.8143920898438,104.8029402673018,0,Q_block_scale,127,11
12,4.310401736281988,547.4210205078125,74.47040039345741,0,Q_block_scale,127,12
13,4.382608729084645,556.59130859375,80.04658110884738,0,Q_block_scale,127,13
14,4.2045884019746556,533.9827270507812,66.9930177969471,0,Q_block_scale,127,14
15,4.450203001968504,565.17578125,85.64432820484396,0,Q_block_scale,127,15
0,4.022996316744587,510.9205322265625,55.86825427266638,0,Q+S,127,0
1,3.6590583380751722,464.7004089355469,38.824765848700444,0,Q+S,127,1
2,4.267695869986467,541.9973754882812,71.35703018096171,0,Q+S,127,2
3,4.5660775252214565,579.891845703125,96.16615967170223,0,Q+S,127,3
4,4.661894550473671,592.0606079101562,105.83640474685674,0,Q+S,127,4
5,4.314564622293307,547.94970703125,74.78105834971099,0,Q+S,127,5
6,4.462705116572343,566.7635498046875,86.72178461892355,0,Q+S,127,6
7,4.2162860059362695,535.4683227539062,67.78127697078301,0,Q+S,127,7
8,5.13427734375,652.05322265625,169.7416107058877,0,Q+S,127,8
9,4.433138148991142,563.008544921875,84.19521991163835,0,Q+S,127,9
10,4.373298705093504,555.408935546875,79.3048038581981,0,Q+S,127,10
11,4.671577033095472,593.290283203125,106.86614105367735,0,Q+S,127,11
12,4.324972317913386,549.271484375,75.56342107760717,0,Q+S,127,12
13,4.431606983575295,562.8140869140625,84.06640174885547,0,Q+S,127,13
14,4.240936039000984,538.598876953125,69.47285071104471,0,Q+S,127,14
15,4.459954209215059,566.4141845703125,86.48354885607225,0,Q+S,127,15
0,4.003474197988435,508.44122314453125,54.78816469932331,0,Q+S_OBS,127,0
1,3.63431266724594,461.5577087402344,37.875810663071846,0,Q+S_OBS,127,1
2,4.240768312469242,538.5775756835938,69.46119924790175,0,Q+S_OBS,127,2
3,4.553097702386811,578.243408203125,94.92600585615877,0,Q+S_OBS,127,3
4,4.630546990342028,588.0794677734375,102.57015365230426,0,Q+S_OBS,127,4
5,4.310099924643208,547.3826904296875,74.44792775129714,0,Q+S_OBS,127,5
6,4.460200752798967,566.4454956054688,86.50487344876899,0,Q+S_OBS,127,6
7,4.152285117802657,527.3402099609375,63.579120206392815,0,Q+S_OBS,127,7
8,5.1138310469980315,649.45654296875,166.30626310883466,0,Q+S_OBS,127,8
9,4.396467554287647,558.3513793945312,81.16365547434494,0,Q+S_OBS,127,9
10,4.360305425688976,553.7587890625,78.28103981275693,0,Q+S_OBS,127,10
11,4.613373523622047,585.8984375,100.82370772040488,0,Q+S_OBS,127,11
12,4.324969434362697,549.2711181640625,75.56320318696642,0,Q+S_OBS,127,12
13,4.383691982960138,556.7288818359375,80.13333885990475,0,Q+S_OBS,127,13
14,4.209435650682825,534.5983276367188,67.31853791704728,0,Q+S_OBS,127,14
15,4.424482210414616,561.9092407226562,83.46957635342807,0,Q+S_OBS,127,15
0,3.971086396945743,504.3279724121094,53.042124351194914,0,Q+L,127,0
1,3.6494138222041093,463.4755554199219,38.45211966283094,0,Q+L,127,1
2,4.2257315568097935,536.6679077148438,68.42454168288268,0,Q+L,127,2
3,4.556155227300689,578.6317138671875,95.21668864251657,0,Q+L,127,3
4,4.598457877091535,584.004150390625,99.33101683293258,0,Q+L,127,4
5,4.276524821604331,543.11865234375,71.98982730506047,0,Q+L,127,5
6,4.457007220410925,566.0399169921875,86.22905798091382,0,Q+L,127,6
7,4.154022937684547,527.5609130859375,63.689705326239746,0,Q+L,127,7
8,5.13387893316314,652.0026245117188,169.6739973209903,0,Q+L,127,8
9,4.387103223425197,557.162109375,80.40715971689002,0,Q+L,127,9
10,4.401812696081447,559.0302124023438,81.59864823468571,0,Q+L,127,10
11,4.59739288570374,583.868896484375,99.22528646642277,0,Q+L,127,11
12,4.290795513964075,544.9310302734375,73.02453743849699,0,Q+L,127,12
13,4.379762664554626,556.2298583984375,79.81908725825356,0,Q+L,127,13
14,4.1991952010027065,533.2977905273438,66.63268353919365,0,Q+L,127,14
15,4.452372873861958,565.4513549804688,85.8303671928404,0,Q+L,127,15
0,3.985009381151575,506.09619140625,53.78579404820956,0,Q+S+L_QL_budget,127,0
1,3.646367831492987,463.0887145996094,38.335173063063074,0,Q+S+L_QL_budget,127,1
2,4.249490572711614,539.685302734375,70.06970783177417,0,Q+S+L_QL_budget,127,2
3,4.558127575971949,578.8822021484375,95.40467447770733,0,Q+S+L_QL_budget,127,3
4,4.603058582215797,584.5884399414062,99.78906240945516,0,Q+S+L_QL_budget,127,4
5,4.284150371401329,544.0870971679688,72.54088771706009,0,Q+S+L_QL_budget,127,5
6,4.463053065022145,566.8077392578125,86.75196457967664,0,Q+S+L_QL_budget,127,6
7,4.177730530265748,530.57177734375,65.21767559439765,0,Q+S+L_QL_budget,127,7
8,5.13154037355438,651.7056274414062,169.27766816449954,0,Q+S+L_QL_budget,127,8
9,4.393121193713091,557.9263916015625,80.89250655164109,0,Q+S+L_QL_budget,127,9
10,4.383536271222933,556.7091064453125,80.12086212991474,0,Q+S+L_QL_budget,127,10
11,4.623039185531496,587.1259765625,101.80296053110253,0,Q+S+L_QL_budget,127,11
12,4.321481299212598,548.828125,75.30008767987934,0,Q+S+L_QL_budget,127,12
13,4.399832177349902,558.7786865234375,81.43720051128093,0,Q+S+L_QL_budget,127,13
14,4.208336056686762,534.4586791992188,67.24455553967333,0,Q+S+L_QL_budget,127,14
15,4.436981922059547,563.4967041015625,84.51947000308587,0,Q+S+L_QL_budget,127,15
0,3.9854491226316435,506.15203857421875,53.80945109400193,0,Q+S+L_QL_budget_component_scale,127,0
1,3.642024002675935,462.53704833984375,38.16901278078729,0,Q+S+L_QL_budget_component_scale,127,1
2,4.243632639486958,538.9413452148438,69.66044405250585,0,Q+S+L_QL_budget_component_scale,127,2
3,4.557386984036663,578.7881469726562,95.33404470234979,0,Q+S+L_QL_budget_component_scale,127,3
4,4.613531157726378,585.91845703125,100.83960222799199,0,Q+S+L_QL_budget_component_scale,127,4
5,4.280496432086614,543.623046875,72.2763113828103,0,Q+S+L_QL_budget_component_scale,127,5
6,4.457983782910925,566.1639404296875,86.31330717595505,0,Q+S+L_QL_budget_component_scale,127,6
7,4.17723648191437,530.509033203125,65.18546286726713,0,Q+S+L_QL_budget_component_scale,127,7
8,5.127227542907234,651.1578979492188,168.54917431386102,0,Q+S+L_QL_budget_component_scale,127,8
9,4.392124446358268,557.7998046875,80.81191732992967,0,Q+S+L_QL_budget_component_scale,127,9
10,4.377571646622785,555.9515991210938,79.64439365506173,0,Q+S+L_QL_budget_component_scale,127,10
11,4.6224600724347935,587.0524291992188,101.74402217101115,0,Q+S+L_QL_budget_component_scale,127,11
12,4.321750430610236,548.8623046875,75.32035602502057,0,Q+S+L_QL_budget_component_scale,127,12
13,4.396746778112697,558.3868408203125,81.18632146497656,0,Q+S+L_QL_budget_component_scale,127,13
14,4.207483486866388,534.3504028320312,67.18724929329503,0,Q+S+L_QL_budget_component_scale,127,14
15,4.441495640071358,564.0699462890625,84.9018293391275,0,Q+S+L_QL_budget_component_scale,127,15
0,3.9771372877706694,505.096435546875,53.36404943932001,0,Q+S+L,127,0
1,3.6354908379982778,461.70733642578125,37.920461133190265,0,Q+S+L,127,1
2,4.21769942636565,535.6478271484375,67.87714814956375,0,Q+S+L,127,2
3,4.547826571727362,577.573974609375,94.4269549131772,0,Q+S+L,127,3
4,4.599124938484252,584.0888671875,99.39729882398196,0,Q+S+L,127,4
5,4.28012253168061,543.5755615234375,72.24929229217908,0,Q+S+L,127,5
6,4.4627820112573815,566.7733154296875,86.72845331962837,0,Q+S+L,127,6
7,4.156584491879921,527.88623046875,63.853059088556634,0,Q+S+L,127,7
8,5.143515759565699,653.2265014648438,171.3170202260643,0,Q+S+L,127,8
9,4.379890021376722,556.2460327148438,79.82925341090011,0,Q+S+L,127,9
10,4.386415977177657,557.0748291015625,80.35191918219854,0,Q+S+L,127,10
11,4.5999150313730315,584.189208984375,99.47586295534049,0,Q+S+L,127,11
12,4.300414077878937,546.152587890625,73.73031747302257,0,Q+S+L,127,12
13,4.378002737450787,556.00634765625,79.67873502426102,0,Q+S+L,127,13
14,4.194243663877953,532.6689453125,66.30356482712442,0,Q+S+L,127,14
15,4.4339585191621556,563.1127319335938,84.26431949834031,0,Q+S+L,127,15
0,3.9735845130259597,504.6452331542969,53.17479537978505,0,Q+S_OBS+L,127,0
1,3.629593976839321,460.95843505859375,37.6975074483296,0,Q+S_OBS+L,127,1
2,4.227082500307579,536.8394775390625,68.51704183973271,0,Q+S_OBS+L,127,2
3,4.554489496186024,578.420166015625,95.05821526526952,0,Q+S_OBS+L,127,3
4,4.6055062361589565,584.8992919921875,100.03361066420493,0,Q+S_OBS+L,127,4
5,4.279667891855315,543.517822265625,72.21645235229157,0,Q+S_OBS+L,127,5
6,4.457650252214567,566.12158203125,86.28452383883773,0,Q+S_OBS+L,127,6
7,4.153709591843012,527.5211181640625,63.669751548307104,0,Q+S_OBS+L,127,7
8,5.146219088336614,653.56982421875,171.78077301148767,0,Q+S_OBS+L,127,8
9,4.378595307117372,556.0816040039062,79.72596421761995,0,Q+S_OBS+L,127,9
10,4.389597494771161,557.4788818359375,80.60796732160092,0,Q+S_OBS+L,127,10
11,4.609245240218996,585.3741455078125,100.4083368554334,0,Q+S_OBS+L,127,11
12,4.289196104515256,544.7279052734375,72.90783465596695,0,Q+S_OBS+L,127,12
13,4.3779152697465555,555.9952392578125,79.67176601301851,0,Q+S_OBS+L,127,13
14,4.189007135826771,532.00390625,65.95727182783075,0,Q+S_OBS+L,127,14
15,4.4274676465612695,562.2883911132812,83.71914178929492,0,Q+S_OBS+L,127,15
0,3.977424921951895,505.1329650878906,53.37940097169425,0,Q+S+L_component_scale,127,0
1,3.6313481368417815,461.18121337890625,37.76369294108851,0,Q+S+L_component_scale,127,1
2,4.213251068836122,535.0828857421875,67.5758769044089,0,Q+S+L_component_scale,127,2
3,4.548201433316929,577.62158203125,94.46235858691801,0,Q+S+L_component_scale,127,3
4,4.609515332800197,585.408447265625,100.43546006503274,0,Q+S+L_component_scale,127,4
5,4.275508850578248,542.9896240234375,71.91672486761306,0,Q+S+L_component_scale,127,5
6,4.45569808839813,565.8736572265625,86.11624661927188,0,Q+S+L_component_scale,127,6
7,4.15516097902313,527.7054443359375,63.76222810287479,0,Q+S+L_component_scale,127,7
8,5.138017308993603,652.5281982421875,170.37762702844336,0,Q+S+L_component_scale,127,8
9,4.379784771776575,556.232666015625,79.82085185603646,0,Q+S+L_component_scale,127,9
10,4.381600447527067,556.4632568359375,79.96591229264213,0,Q+S+L_component_scale,127,10
11,4.600192813422736,584.2244873046875,99.50349940272514,0,Q+S+L_component_scale,127,11
12,4.3006735974409445,546.185546875,73.74945441581794,0,Q+S+L_component_scale,127,12
13,4.373883104699803,555.483154296875,79.35116309919215,0,Q+S+L_component_scale,127,13
14,4.193673201433317,532.5964965820312,66.26575191989225,0,Q+S+L_component_scale,127,14
15,4.438143992987205,563.644287109375,84.6177447120293,0,Q+S+L_component_scale,127,15
