block_size,compression_ratio_actual,compression_ratio_target,has_bias,in_features,layer,method,module_type,name,out_features,params_original,params_structured,rank,relative_weight_error,terms
64,6.0,2.0,True,1536,5,monarch_like,k_proj,model.layers.5.self_attn.k_proj,256,393216,65536,64,0.9569672107538696,2
,4.063492063492063,4.0,True,1536,5,low_rank,k_proj,model.layers.5.self_attn.k_proj,256,393216,96768,54,0.7252506401445481,
16,16.0,4.0,True,1536,5,block_circulant,k_proj,model.layers.5.self_attn.k_proj,256,393216,24576,0,0.9684311184887352,
64,6.0,4.0,True,1536,5,monarch_like,k_proj,model.layers.5.self_attn.k_proj,256,393216,65536,64,0.9569672107538696,2
,8.126984126984127,8.0,True,1536,5,low_rank,k_proj,model.layers.5.self_attn.k_proj,256,393216,48384,27,0.8551228484952643,
16,16.0,8.0,True,1536,5,block_circulant,k_proj,model.layers.5.self_attn.k_proj,256,393216,24576,0,0.9684311184887352,
64,8.0,8.0,True,1536,5,monarch_like,k_proj,model.layers.5.self_attn.k_proj,256,393216,49152,48,0.9572253500801127,2
,16.87912087912088,16.0,True,1536,5,low_rank,k_proj,model.layers.5.self_attn.k_proj,256,393216,23296,13,0.9267684840837611,
16,16.0,16.0,True,1536,5,block_circulant,k_proj,model.layers.5.self_attn.k_proj,256,393216,24576,0,0.9684311184887352,
64,16.0,16.0,True,1536,5,monarch_like,k_proj,model.layers.5.self_attn.k_proj,256,393216,24576,24,0.9629195081072104,2
,2.0,2.0,False,1536,5,low_rank,o_proj,model.layers.5.self_attn.o_proj,1536,2359296,1179648,384,0.4114044297221752,
16,16.0,2.0,False,1536,5,block_circulant,o_proj,model.layers.5.self_attn.o_proj,1536,2359296,147456,0,0.9683247948224943,
64,6.0,2.0,False,1536,5,monarch_like,o_proj,model.layers.5.self_attn.o_proj,1536,2359296,393216,64,0.9568488609115328,2
,4.0,4.0,False,1536,5,low_rank,o_proj,model.layers.5.self_attn.o_proj,1536,2359296,589824,192,0.6082905690457646,
16,16.0,4.0,False,1536,5,block_circulant,o_proj,model.layers.5.self_attn.o_proj,1536,2359296,147456,0,0.9683247948224943,
64,6.0,4.0,False,1536,5,monarch_like,o_proj,model.layers.5.self_attn.o_proj,1536,2359296,393216,64,0.9568488609115328,2
,8.0,8.0,False,1536,5,low_rank,o_proj,model.layers.5.self_attn.o_proj,1536,2359296,294912,96,0.7565221121258213,
16,16.0,8.0,False,1536,5,block_circulant,o_proj,model.layers.5.self_attn.o_proj,1536,2359296,147456,0,0.9683247948224943,
64,8.0,8.0,False,1536,5,monarch_like,o_proj,model.layers.5.self_attn.o_proj,1536,2359296,294912,48,0.9572251755095238,2
,16.0,16.0,False,1536,5,low_rank,o_proj,model.layers.5.self_attn.o_proj,1536,2359296,147456,48,0.8518187320607669,
16,16.0,16.0,False,1536,5,block_circulant,o_proj,model.layers.5.self_attn.o_proj,1536,2359296,147456,0,0.9683247948224943,
64,16.0,16.0,False,1536,5,monarch_like,o_proj,model.layers.5.self_attn.o_proj,1536,2359296,147456,24,0.9643105940883758,2
,2.0,2.0,True,1536,5,low_rank,q_proj,model.layers.5.self_attn.q_proj,1536,2359296,1179648,384,0.4260074834165445,
16,16.0,2.0,True,1536,5,block_circulant,q_proj,model.layers.5.self_attn.q_proj,1536,2359296,147456,0,0.9682919358373937,
64,6.0,2.0,True,1536,5,monarch_like,q_proj,model.layers.5.self_attn.q_proj,1536,2359296,393216,64,0.9572479417021216,2
,4.0,4.0,True,1536,5,low_rank,q_proj,model.layers.5.self_attn.q_proj,1536,2359296,589824,192,0.6201003407585501,
16,16.0,4.0,True,1536,5,block_circulant,q_proj,model.layers.5.self_attn.q_proj,1536,2359296,147456,0,0.9682919358373937,
64,6.0,4.0,True,1536,5,monarch_like,q_proj,model.layers.5.self_attn.q_proj,1536,2359296,393216,64,0.9572479417021216,2
,8.0,8.0,True,1536,5,low_rank,q_proj,model.layers.5.self_attn.q_proj,1536,2359296,294912,96,0.7679591473596191,
16,16.0,8.0,True,1536,5,block_circulant,q_proj,model.layers.5.self_attn.q_proj,1536,2359296,147456,0,0.9682919358373937,
64,8.0,8.0,True,1536,5,monarch_like,q_proj,model.layers.5.self_attn.q_proj,1536,2359296,294912,48,0.9575178286579754,2
,16.0,16.0,True,1536,5,low_rank,q_proj,model.layers.5.self_attn.q_proj,1536,2359296,147456,48,0.8657855053204624,
16,16.0,16.0,True,1536,5,block_circulant,q_proj,model.layers.5.self_attn.q_proj,1536,2359296,147456,0,0.9682919358373937,
64,16.0,16.0,True,1536,5,monarch_like,q_proj,model.layers.5.self_attn.q_proj,1536,2359296,147456,24,0.9633717465745207,2
,2.0018618506795756,2.0,False,1536,5,low_rank,up_proj,model.layers.5.mlp.up_proj,8960,13762560,6874880,655,0.6235905604148276,
16,16.0,2.0,False,1536,5,block_circulant,up_proj,model.layers.5.mlp.up_proj,8960,13762560,860160,0,0.9683011700341375,
64,6.0,2.0,False,1536,5,monarch_like,up_proj,model.layers.5.mlp.up_proj,8960,13762560,2293760,64,0.9575110966511734,2
,4.009845603043186,4.0,False,1536,5,low_rank,up_proj,model.layers.5.mlp.up_proj,8960,13762560,3432192,327,0.8044455644918184,
16,16.0,4.0,False,1536,5,block_circulant,up_proj,model.layers.5.mlp.up_proj,8960,13762560,860160,0,0.9683011700341375,
64,6.0,4.0,False,1536,5,monarch_like,up_proj,model.layers.5.mlp.up_proj,8960,13762560,2293760,64,0.9575110966511734,2
,8.044291485859643,8.0,False,1536,5,low_rank,up_proj,model.layers.5.mlp.up_proj,8960,13762560,1710848,163,0.8986873192637241,
16,16.0,8.0,False,1536,5,block_circulant,up_proj,model.layers.5.mlp.up_proj,8960,13762560,860160,0,0.9683011700341375,
64,8.0,8.0,False,1536,5,monarch_like,up_proj,model.layers.5.mlp.up_proj,8960,13762560,1720320,48,0.9579996381640659,2
,16.187895212285458,16.0,False,1536,5,low_rank,up_proj,model.layers.5.mlp.up_proj,8960,13762560,850176,81,0.9478821003736959,
16,16.0,16.0,False,1536,5,block_circulant,up_proj,model.layers.5.mlp.up_proj,8960,13762560,860160,0,0.9683011700341375,
64,16.0,16.0,False,1536,5,monarch_like,up_proj,model.layers.5.mlp.up_proj,8960,13762560,860160,24,0.966079228179709,2
,2.0131061598951505,2.0,True,1536,5,low_rank,v_proj,model.layers.5.self_attn.v_proj,256,393216,195328,109,0.6065720449817846,
16,16.0,2.0,True,1536,5,block_circulant,v_proj,model.layers.5.self_attn.v_proj,256,393216,24576,0,0.9686288616008089,
64,6.0,2.0,True,1536,5,monarch_like,v_proj,model.layers.5.self_attn.v_proj,256,393216,65536,64,0.9577673113627837,2
,4.063492063492063,4.0,True,1536,5,low_rank,v_proj,model.layers.5.self_attn.v_proj,256,393216,96768,54,0.7918963851193758,
16,16.0,4.0,True,1536,5,block_circulant,v_proj,model.layers.5.self_attn.v_proj,256,393216,24576,0,0.9686288616008089,
64,6.0,4.0,True,1536,5,monarch_like,v_proj,model.layers.5.self_attn.v_proj,256,393216,65536,64,0.9577673113627837,2
,8.126984126984127,8.0,True,1536,5,low_rank,v_proj,model.layers.5.self_attn.v_proj,256,393216,48384,27,0.8878334069761812,
16,16.0,8.0,True,1536,5,block_circulant,v_proj,model.layers.5.self_attn.v_proj,256,393216,24576,0,0.9686288616008089,
64,8.0,8.0,True,1536,5,monarch_like,v_proj,model.layers.5.self_attn.v_proj,256,393216,49152,48,0.9581481917197469,2
,16.87912087912088,16.0,True,1536,5,low_rank,v_proj,model.layers.5.self_attn.v_proj,256,393216,23296,13,0.9421735076636073,
16,16.0,16.0,True,1536,5,block_circulant,v_proj,model.layers.5.self_attn.v_proj,256,393216,24576,0,0.9686288616008089,
64,16.0,16.0,True,1536,5,monarch_like,v_proj,model.layers.5.self_attn.v_proj,256,393216,24576,24,0.9655017965305888,2
,2.0018618506795756,2.0,False,8960,6,low_rank,down_proj,model.layers.6.mlp.down_proj,1536,13762560,6874880,655,0.5938521993823407,
16,16.0,2.0,False,8960,6,block_circulant,down_proj,model.layers.6.mlp.down_proj,1536,13762560,860160,0,0.9682000988500633,
64,35.0,2.0,False,8960,6,monarch_like,down_proj,model.layers.6.mlp.down_proj,1536,13762560,393216,64,0.9928511547500006,2
,4.009845603043186,4.0,False,8960,6,low_rank,down_proj,model.layers.6.mlp.down_proj,1536,13762560,3432192,327,0.778019836085162,
16,16.0,4.0,False,8960,6,block_circulant,down_proj,model.layers.6.mlp.down_proj,1536,13762560,860160,0,0.9682000988500633,
64,35.0,4.0,False,8960,6,monarch_like,down_proj,model.layers.6.mlp.down_proj,1536,13762560,393216,64,0.9928511547500006,2
,8.044291485859643,8.0,False,8960,6,low_rank,down_proj,model.layers.6.mlp.down_proj,1536,13762560,1710848,163,0.8765610695126989,
16,16.0,8.0,False,8960,6,block_circulant,down_proj,model.layers.6.mlp.down_proj,1536,13762560,860160,0,0.9682000988500633,
64,35.0,8.0,False,8960,6,monarch_like,down_proj,model.layers.6.mlp.down_proj,1536,13762560,393216,64,0.9928511547500006,2
,16.187895212285458,16.0,False,8960,6,low_rank,down_proj,model.layers.6.mlp.down_proj,1536,13762560,850176,81,0.9311721600868988,
16,16.0,16.0,False,8960,6,block_circulant,down_proj,model.layers.6.mlp.down_proj,1536,13762560,860160,0,0.9682000988500633,
64,35.0,16.0,False,8960,6,monarch_like,down_proj,model.layers.6.mlp.down_proj,1536,13762560,393216,64,0.9928511547500006,2
,2.0018618506795756,2.0,False,1536,6,low_rank,gate_proj,model.layers.6.mlp.gate_proj,8960,13762560,6874880,655,0.5769561291064076,
16,16.0,2.0,False,1536,6,block_circulant,gate_proj,model.layers.6.mlp.gate_proj,8960,13762560,860160,0,0.968150350606648,
64,6.0,2.0,False,1536,6,monarch_like,gate_proj,model.layers.6.mlp.gate_proj,8960,13762560,2293760,64,0.9575387061612822,2
,4.009845603043186,4.0,False,1536,6,low_rank,gate_proj,model.layers.6.mlp.gate_proj,8960,13762560,3432192,327,0.7552426871308396,
16,16.0,4.0,False,1536,6,block_circulant,gate_proj,model.layers.6.mlp.gate_proj,8960,13762560,860160,0,0.968150350606648,
64,6.0,4.0,False,1536,6,monarch_like,gate_proj,model.layers.6.mlp.gate_proj,8960,13762560,2293760,64,0.9575387061612822,2
,8.044291485859643,8.0,False,1536,6,low_rank,gate_proj,model.layers.6.mlp.gate_proj,8960,13762560,1710848,163,0.852875379911525,
16,16.0,8.0,False,1536,6,block_circulant,gate_proj,model.layers.6.mlp.gate_proj,8960,13762560,860160,0,0.968150350606648,
64,8.0,8.0,False,1536,6,monarch_like,gate_proj,model.layers.6.mlp.gate_proj,8960,13762560,1720320,48,0.9580259149521029,2
,16.187895212285458,16.0,False,1536,6,low_rank,gate_proj,model.layers.6.mlp.gate_proj,8960,13762560,850176,81,0.9085830557711804,
16,16.0,16.0,False,1536,6,block_circulant,gate_proj,model.layers.6.mlp.gate_proj,8960,13762560,860160,0,0.968150350606648,
64,16.0,16.0,False,1536,6,monarch_like,gate_proj,model.layers.6.mlp.gate_proj,8960,13762560,860160,24,0.9659935290438737,2
,2.0131061598951505,2.0,True,1536,6,low_rank,k_proj,model.layers.6.self_attn.k_proj,256,393216,195328,109,0.4851861692768496,
16,16.0,2.0,True,1536,6,block_circulant,k_proj,model.layers.6.self_attn.k_proj,256,393216,24576,0,0.9679616020723277,
64,6.0,2.0,True,1536,6,monarch_like,k_proj,model.layers.6.self_attn.k_proj,256,393216,65536,64,0.9579049151146377,2
,4.063492063492063,4.0,True,1536,6,low_rank,k_proj,model.layers.6.self_attn.k_proj,256,393216,96768,54,0.7060231826144869,
16,16.0,4.0,True,1536,6,block_circulant,k_proj,model.layers.6.self_attn.k_proj,256,393216,24576,0,0.9679616020723277,
64,6.0,4.0,True,1536,6,monarch_like,k_proj,model.layers.6.self_attn.k_proj,256,393216,65536,64,0.9579049151146377,2
,8.126984126984127,8.0,True,1536,6,low_rank,k_proj,model.layers.6.self_attn.k_proj,256,393216,48384,27,0.8343283142832939,
16,16.0,8.0,True,1536,6,block_circulant,k_proj,model.layers.6.self_attn.k_proj,256,393216,24576,0,0.9679616020723277,
64,8.0,8.0,True,1536,6,monarch_like,k_proj,model.layers.6.self_attn.k_proj,256,393216,49152,48,0.9582501830472612,2
,16.87912087912088,16.0,True,1536,6,low_rank,k_proj,model.layers.6.self_attn.k_proj,256,393216,23296,13,0.911876745416047,
16,16.0,16.0,True,1536,6,block_circulant,k_proj,model.layers.6.self_attn.k_proj,256,393216,24576,0,0.9679616020723277,
64,16.0,16.0,True,1536,6,monarch_like,k_proj,model.layers.6.self_attn.k_proj,256,393216,24576,24,0.9648581018321774,2
,2.0,2.0,False,1536,6,low_rank,o_proj,model.layers.6.self_attn.o_proj,1536,2359296,1179648,384,0.46287200101666054,
16,16.0,2.0,False,1536,6,block_circulant,o_proj,model.layers.6.self_attn.o_proj,1536,2359296,147456,0,0.9683075196667246,
64,6.0,2.0,False,1536,6,monarch_like,o_proj,model.layers.6.self_attn.o_proj,1536,2359296,393216,64,0.9583283214168752,2
,4.0,4.0,False,1536,6,low_rank,o_proj,model.layers.6.self_attn.o_proj,1536,2359296,589824,192,0.6736047885526663,
16,16.0,4.0,False,1536,6,block_circulant,o_proj,model.layers.6.self_attn.o_proj,1536,2359296,147456,0,0.9683075196667246,
64,6.0,4.0,False,1536,6,monarch_like,o_proj,model.layers.6.self_attn.o_proj,1536,2359296,393216,64,0.9583283214168752,2
,8.0,8.0,False,1536,6,low_rank,o_proj,model.layers.6.self_attn.o_proj,1536,2359296,294912,96,0.8146661513690926,
16,16.0,8.0,False,1536,6,block_circulant,o_proj,model.layers.6.self_attn.o_proj,1536,2359296,147456,0,0.9683075196667246,
64,8.0,8.0,False,1536,6,monarch_like,o_proj,model.layers.6.self_attn.o_proj,1536,2359296,294912,48,0.9586990719970419,2
,16.0,16.0,False,1536,6,low_rank,o_proj,model.layers.6.self_attn.o_proj,1536,2359296,147456,48,0.8950156039734082,
16,16.0,16.0,False,1536,6,block_circulant,o_proj,model.layers.6.self_attn.o_proj,1536,2359296,147456,0,0.9683075196667246,
64,16.0,16.0,False,1536,6,monarch_like,o_proj,model.layers.6.self_attn.o_proj,1536,2359296,147456,24,0.9654626204209567,2
,2.0,2.0,True,1536,6,low_rank,q_proj,model.layers.6.self_attn.q_proj,1536,2359296,1179648,384,0.39722447177673315,
16,16.0,2.0,True,1536,6,block_circulant,q_proj,model.layers.6.self_attn.q_proj,1536,2359296,147456,0,0.9681921769553868,
64,6.0,2.0,True,1536,6,monarch_like,q_proj,model.layers.6.self_attn.q_proj,1536,2359296,393216,64,0.957644017917579,2
,4.0,4.0,True,1536,6,low_rank,q_proj,model.layers.6.self_attn.q_proj,1536,2359296,589824,192,0.5911102257442059,
16,16.0,4.0,True,1536,6,block_circulant,q_proj,model.layers.6.self_attn.q_proj,1536,2359296,147456,0,0.9681921769553868,
64,6.0,4.0,True,1536,6,monarch_like,q_proj,model.layers.6.self_attn.q_proj,1536,2359296,393216,64,0.957644017917579,2
,8.0,8.0,True,1536,6,low_rank,q_proj,model.layers.6.self_attn.q_proj,1536,2359296,294912,96,0.7352888710232388,
16,16.0,8.0,True,1536,6,block_circulant,q_proj,model.layers.6.self_attn.q_proj,1536,2359296,147456,0,0.9681921769553868,
64,8.0,8.0,True,1536,6,monarch_like,q_proj,model.layers.6.self_attn.q_proj,1536,2359296,294912,48,0.9578458957388643,2
,16.0,16.0,True,1536,6,low_rank,q_proj,model.layers.6.self_attn.q_proj,1536,2359296,147456,48,0.8369503714149432,
16,16.0,16.0,True,1536,6,block_circulant,q_proj,model.layers.6.self_attn.q_proj,1536,2359296,147456,0,0.9681921769553868,
64,16.0,16.0,True,1536,6,monarch_like,q_proj,model.layers.6.self_attn.q_proj,1536,2359296,147456,24,0.9626140051374634,2
,2.0018618506795756,2.0,False,1536,6,low_rank,up_proj,model.layers.6.mlp.up_proj,8960,13762560,6874880,655,0.622852842162353,
16,16.0,2.0,False,1536,6,block_circulant,up_proj,model.layers.6.mlp.up_proj,8960,13762560,860160,0,0.9682330921930994,
64,6.0,2.0,False,1536,6,monarch_like,up_proj,model.layers.6.mlp.up_proj,8960,13762560,2293760,64,0.9575211404197781,2
,4.009845603043186,4.0,False,1536,6,low_rank,up_proj,model.layers.6.mlp.up_proj,8960,13762560,3432192,327,0.8044642506158551,
16,16.0,4.0,False,1536,6,block_circulant,up_proj,model.layers.6.mlp.up_proj,8960,13762560,860160,0,0.9682330921930994,
64,6.0,4.0,False,1536,6,monarch_like,up_proj,model.layers.6.mlp.up_proj,8960,13762560,2293760,64,0.9575211404197781,2
,8.044291485859643,8.0,False,1536,6,low_rank,up_proj,model.layers.6.mlp.up_proj,8960,13762560,1710848,163,0.8985886955892661,
16,16.0,8.0,False,1536,6,block_circulant,up_proj,model.layers.6.mlp.up_proj,8960,13762560,860160,0,0.9682330921930994,
64,8.0,8.0,False,1536,6,monarch_like,up_proj,model.layers.6.mlp.up_proj,8960,13762560,1720320,48,0.9580352737746259,2
,16.187895212285458,16.0,False,1536,6,low_rank,up_proj,model.layers.6.mlp.up_proj,8960,13762560,850176,81,0.9476440905616589,
16,16.0,16.0,False,1536,6,block_circulant,up_proj,model.layers.6.mlp.up_proj,8960,13762560,860160,0,0.9682330921930994,
64,16.0,16.0,False,1536,6,monarch_like,up_proj,model.layers.6.mlp.up_proj,8960,13762560,860160,24,0.966358202873816,2
,2.0131061598951505,2.0,True,1536,6,low_rank,v_proj,model.layers.6.self_attn.v_proj,256,393216,195328,109,0.5896593600483633,
16,16.0,2.0,True,1536,6,block_circulant,v_proj,model.layers.6.self_attn.v_proj,256,393216,24576,0,0.9684866720058668,
64,6.0,2.0,True,1536,6,monarch_like,v_proj,model.layers.6.self_attn.v_proj,256,393216,65536,64,0.9579803087934324,2
,4.063492063492063,4.0,True,1536,6,low_rank,v_proj,model.layers.6.self_attn.v_proj,256,393216,96768,54,0.789665027466176,
16,16.0,4.0,True,1536,6,block_circulant,v_proj,model.layers.6.self_attn.v_proj,256,393216,24576,0,0.9684866720058668,
64,6.0,4.0,True,1536,6,monarch_like,v_proj,model.layers.6.self_attn.v_proj,256,393216,65536,64,0.9579803087934324,2
,8.126984126984127,8.0,True,1536,6,low_rank,v_proj,model.layers.6.self_attn.v_proj,256,393216,48384,27,0.8891396018515721,
16,16.0,8.0,True,1536,6,block_circulant,v_proj,model.layers.6.self_attn.v_proj,256,393216,24576,0,0.9684866720058668,
64,8.0,8.0,True,1536,6,monarch_like,v_proj,model.layers.6.self_attn.v_proj,256,393216,49152,48,0.9583458911898335,2
,16.87912087912088,16.0,True,1536,6,low_rank,v_proj,model.layers.6.self_attn.v_proj,256,393216,23296,13,0.9428177060756429,
16,16.0,16.0,True,1536,6,block_circulant,v_proj,model.layers.6.self_attn.v_proj,256,393216,24576,0,0.9684866720058668,
64,16.0,16.0,True,1536,6,monarch_like,v_proj,model.layers.6.self_attn.v_proj,256,393216,24576,24,0.9658051248627081,2
,2.0018618506795756,2.0,False,8960,7,low_rank,down_proj,model.layers.7.mlp.down_proj,1536,13762560,6874880,655,0.5982780982231304,
16,16.0,2.0,False,8960,7,block_circulant,down_proj,model.layers.7.mlp.down_proj,1536,13762560,860160,0,0.9682452060693522,
64,35.0,2.0,False,8960,7,monarch_like,down_proj,model.layers.7.mlp.down_proj,1536,13762560,393216,64,0.9928502348900164,2
,4.009845603043186,4.0,False,8960,7,low_rank,down_proj,model.layers.7.mlp.down_proj,1536,13762560,3432192,327,0.7810485813852945,
16,16.0,4.0,False,8960,7,block_circulant,down_proj,model.layers.7.mlp.down_proj,1536,13762560,860160,0,0.9682452060693522,
64,35.0,4.0,False,8960,7,monarch_like,down_proj,model.layers.7.mlp.down_proj,1536,13762560,393216,64,0.9928502348900164,2
,8.044291485859643,8.0,False,8960,7,low_rank,down_proj,model.layers.7.mlp.down_proj,1536,13762560,1710848,163,0.8788248463825677,
16,16.0,8.0,False,8960,7,block_circulant,down_proj,model.layers.7.mlp.down_proj,1536,13762560,860160,0,0.9682452060693522,
64,35.0,8.0,False,8960,7,monarch_like,down_proj,model.layers.7.mlp.down_proj,1536,13762560,393216,64,0.9928502348900164,2
,16.187895212285458,16.0,False,8960,7,low_rank,down_proj,model.layers.7.mlp.down_proj,1536,13762560,850176,81,0.9322607339327635,
16,16.0,16.0,False,8960,7,block_circulant,down_proj,model.layers.7.mlp.down_proj,1536,13762560,860160,0,0.9682452060693522,
64,35.0,16.0,False,8960,7,monarch_like,down_proj,model.layers.7.mlp.down_proj,1536,13762560,393216,64,0.9928502348900164,2
,2.0018618506795756,2.0,False,1536,7,low_rank,gate_proj,model.layers.7.mlp.gate_proj,8960,13762560,6874880,655,0.5758431308569117,
16,16.0,2.0,False,1536,7,block_circulant,gate_proj,model.layers.7.mlp.gate_proj,8960,13762560,860160,0,0.9681997744903548,
64,6.0,2.0,False,1536,7,monarch_like,gate_proj,model.layers.7.mlp.gate_proj,8960,13762560,2293760,64,0.9574589721822868,2
,4.009845603043186,4.0,False,1536,7,low_rank,gate_proj,model.layers.7.mlp.gate_proj,8960,13762560,3432192,327,0.7562018940292962,
16,16.0,4.0,False,1536,7,block_circulant,gate_proj,model.layers.7.mlp.gate_proj,8960,13762560,860160,0,0.9681997744903548,
64,6.0,4.0,False,1536,7,monarch_like,gate_proj,model.layers.7.mlp.gate_proj,8960,13762560,2293760,64,0.9574589721822868,2
,8.044291485859643,8.0,False,1536,7,low_rank,gate_proj,model.layers.7.mlp.gate_proj,8960,13762560,1710848,163,0.8555175741577202,
16,16.0,8.0,False,1536,7,block_circulant,gate_proj,model.layers.7.mlp.gate_proj,8960,13762560,860160,0,0.9681997744903548,
64,8.0,8.0,False,1536,7,monarch_like,gate_proj,model.layers.7.mlp.gate_proj,8960,13762560,1720320,48,0.9579512707058111,2
,16.187895212285458,16.0,False,1536,7,low_rank,gate_proj,model.layers.7.mlp.gate_proj,8960,13762560,850176,81,0.912759481219151,
16,16.0,16.0,False,1536,7,block_circulant,gate_proj,model.layers.7.mlp.gate_proj,8960,13762560,860160,0,0.9681997744903548,
64,16.0,16.0,False,1536,7,monarch_like,gate_proj,model.layers.7.mlp.gate_proj,8960,13762560,860160,24,0.9659954589938234,2
,2.0131061598951505,2.0,True,1536,7,low_rank,k_proj,model.layers.7.self_attn.k_proj,256,393216,195328,109,0.4562356345334162,
16,16.0,2.0,True,1536,7,block_circulant,k_proj,model.layers.7.self_attn.k_proj,256,393216,24576,0,0.9685443606361055,
64,6.0,2.0,True,1536,7,monarch_like,k_proj,model.layers.7.self_attn.k_proj,256,393216,65536,64,0.957691964919302,2
,4.063492063492063,4.0,True,1536,7,low_rank,k_proj,model.layers.7.self_attn.k_proj,256,393216,96768,54,0.685601711351711,
16,16.0,4.0,True,1536,7,block_circulant,k_proj,model.layers.7.self_attn.k_proj,256,393216,24576,0,0.9685443606361055,
64,6.0,4.0,True,1536,7,monarch_like,k_proj,model.layers.7.self_attn.k_proj,256,393216,65536,64,0.957691964919302,2
,8.126984126984127,8.0,True,1536,7,low_rank,k_proj,model.layers.7.self_attn.k_proj,256,393216,48384,27,0.8268776734591677,
16,16.0,8.0,True,1536,7,block_circulant,k_proj,model.layers.7.self_attn.k_proj,256,393216,24576,0,0.9685443606361055,
64,8.0,8.0,True,1536,7,monarch_like,k_proj,model.layers.7.self_attn.k_proj,256,393216,49152,48,0.9580179427909896,2
,16.87912087912088,16.0,True,1536,7,low_rank,k_proj,model.layers.7.self_attn.k_proj,256,393216,23296,13,0.9092468111824393,
16,16.0,16.0,True,1536,7,block_circulant,k_proj,model.layers.7.self_attn.k_proj,256,393216,24576,0,0.9685443606361055,
64,16.0,16.0,True,1536,7,monarch_like,k_proj,model.layers.7.self_attn.k_proj,256,393216,24576,24,0.9645981198716411,2
,2.0,2.0,False,1536,7,low_rank,o_proj,model.layers.7.self_attn.o_proj,1536,2359296,1179648,384,0.42628256365338274,
16,16.0,2.0,False,1536,7,block_circulant,o_proj,model.layers.7.self_attn.o_proj,1536,2359296,147456,0,0.9683777903426624,
64,6.0,2.0,False,1536,7,monarch_like,o_proj,model.layers.7.self_attn.o_proj,1536,2359296,393216,64,0.9566197291565094,2
,4.0,4.0,False,1536,7,low_rank,o_proj,model.layers.7.self_attn.o_proj,1536,2359296,589824,192,0.6257496742835299,
16,16.0,4.0,False,1536,7,block_circulant,o_proj,model.layers.7.self_attn.o_proj,1536,2359296,147456,0,0.9683777903426624,
64,6.0,4.0,False,1536,7,monarch_like,o_proj,model.layers.7.self_attn.o_proj,1536,2359296,393216,64,0.9566197291565094,2
,8.0,8.0,False,1536,7,low_rank,o_proj,model.layers.7.self_attn.o_proj,1536,2359296,294912,96,0.782705192938478,
16,16.0,8.0,False,1536,7,block_circulant,o_proj,model.layers.7.self_attn.o_proj,1536,2359296,147456,0,0.9683777903426624,
64,8.0,8.0,False,1536,7,monarch_like,o_proj,model.layers.7.self_attn.o_proj,1536,2359296,294912,48,0.9569931961753891,2
,16.0,16.0,False,1536,7,low_rank,o_proj,model.layers.7.self_attn.o_proj,1536,2359296,147456,48,0.8754288990175926,
16,16.0,16.0,False,1536,7,block_circulant,o_proj,model.layers.7.self_attn.o_proj,1536,2359296,147456,0,0.9683777903426624,
64,16.0,16.0,False,1536,7,monarch_like,o_proj,model.layers.7.self_attn.o_proj,1536,2359296,147456,24,0.9637984341109616,2
,2.0,2.0,True,1536,7,low_rank,q_proj,model.layers.7.self_attn.q_proj,1536,2359296,1179648,384,0.43083918241885377,
16,16.0,2.0,True,1536,7,block_circulant,q_proj,model.layers.7.self_attn.q_proj,1536,2359296,147456,0,0.968088334195765,
64,6.0,2.0,True,1536,7,monarch_like,q_proj,model.layers.7.self_attn.q_proj,1536,2359296,393216,64,0.9574465809579397,2
,4.0,4.0,True,1536,7,low_rank,q_proj,model.layers.7.self_attn.q_proj,1536,2359296,589824,192,0.6197308992761597,
16,16.0,4.0,True,1536,7,block_circulant,q_proj,model.layers.7.self_attn.q_proj,1536,2359296,147456,0,0.968088334195765,
64,6.0,4.0,True,1536,7,monarch_like,q_proj,model.layers.7.self_attn.q_proj,1536,2359296,393216,64,0.9574465809579397,2
,8.0,8.0,True,1536,7,low_rank,q_proj,model.layers.7.self_attn.q_proj,1536,2359296,294912,96,0.7590416144752016,
16,16.0,8.0,True,1536,7,block_circulant,q_proj,model.layers.7.self_attn.q_proj,1536,2359296,147456,0,0.968088334195765,
64,8.0,8.0,True,1536,7,monarch_like,q_proj,model.layers.7.self_attn.q_proj,1536,2359296,294912,48,0.9577289972059173,2
,16.0,16.0,True,1536,7,low_rank,q_proj,model.layers.7.self_attn.q_proj,1536,2359296,147456,48,0.856049832744322,
16,16.0,16.0,True,1536,7,block_circulant,q_proj,model.layers.7.self_attn.q_proj,1536,2359296,147456,0,0.968088334195765,
64,16.0,16.0,True,1536,7,monarch_like,q_proj,model.layers.7.self_attn.q_proj,1536,2359296,147456,24,0.9636676289765386,2
,2.0018618506795756,2.0,False,1536,7,low_rank,up_proj,model.layers.7.mlp.up_proj,8960,13762560,6874880,655,0.6186601753196389,
16,16.0,2.0,False,1536,7,block_circulant,up_proj,model.layers.7.mlp.up_proj,8960,13762560,860160,0,0.9682555904572502,
64,6.0,2.0,False,1536,7,monarch_like,up_proj,model.layers.7.mlp.up_proj,8960,13762560,2293760,64,0.9574288385508853,2
,4.009845603043186,4.0,False,1536,7,low_rank,up_proj,model.layers.7.mlp.up_proj,8960,13762560,3432192,327,0.8009209678919695,
16,16.0,4.0,False,1536,7,block_circulant,up_proj,model.layers.7.mlp.up_proj,8960,13762560,860160,0,0.9682555904572502,
64,6.0,4.0,False,1536,7,monarch_like,up_proj,model.layers.7.mlp.up_proj,8960,13762560,2293760,64,0.9574288385508853,2
