block_size,compression_ratio_actual,compression_ratio_target,has_bias,in_features,layer,method,module_type,name,out_features,params_original,params_structured,rank,relative_weight_error,terms
16,16.0,16.0,True,1536,13,block_circulant,k_proj,model.layers.13.self_attn.k_proj,256,393216,24576,0,0.9684073642150336,
64,16.0,16.0,True,1536,13,monarch_like,k_proj,model.layers.13.self_attn.k_proj,256,393216,24576,24,0.9648945881077418,2
,2.0,2.0,False,1536,13,low_rank,o_proj,model.layers.13.self_attn.o_proj,1536,2359296,1179648,384,0.5126716205445346,
16,16.0,2.0,False,1536,13,block_circulant,o_proj,model.layers.13.self_attn.o_proj,1536,2359296,147456,0,0.9683476669008889,
64,6.0,2.0,False,1536,13,monarch_like,o_proj,model.layers.13.self_attn.o_proj,1536,2359296,393216,64,0.958103504437328,2
,4.0,4.0,False,1536,13,low_rank,o_proj,model.layers.13.self_attn.o_proj,1536,2359296,589824,192,0.7090268019541606,
16,16.0,4.0,False,1536,13,block_circulant,o_proj,model.layers.13.self_attn.o_proj,1536,2359296,147456,0,0.9683476669008889,
64,6.0,4.0,False,1536,13,monarch_like,o_proj,model.layers.13.self_attn.o_proj,1536,2359296,393216,64,0.958103504437328,2
,8.0,8.0,False,1536,13,low_rank,o_proj,model.layers.13.self_attn.o_proj,1536,2359296,294912,96,0.8302582615638547,
16,16.0,8.0,False,1536,13,block_circulant,o_proj,model.layers.13.self_attn.o_proj,1536,2359296,147456,0,0.9683476669008889,
64,8.0,8.0,False,1536,13,monarch_like,o_proj,model.layers.13.self_attn.o_proj,1536,2359296,294912,48,0.9584293769297275,2
,16.0,16.0,False,1536,13,low_rank,o_proj,model.layers.13.self_attn.o_proj,1536,2359296,147456,48,0.900104944303657,
16,16.0,16.0,False,1536,13,block_circulant,o_proj,model.layers.13.self_attn.o_proj,1536,2359296,147456,0,0.9683476669008889,
64,16.0,16.0,False,1536,13,monarch_like,o_proj,model.layers.13.self_attn.o_proj,1536,2359296,147456,24,0.9650141626777659,2
,2.0,2.0,True,1536,13,low_rank,q_proj,model.layers.13.self_attn.q_proj,1536,2359296,1179648,384,0.4333707775392867,
16,16.0,2.0,True,1536,13,block_circulant,q_proj,model.layers.13.self_attn.q_proj,1536,2359296,147456,0,0.9685122748191181,
64,6.0,2.0,True,1536,13,monarch_like,q_proj,model.layers.13.self_attn.q_proj,1536,2359296,393216,64,0.9579314397423396,2
,4.0,4.0,True,1536,13,low_rank,q_proj,model.layers.13.self_attn.q_proj,1536,2359296,589824,192,0.6230284610296015,
16,16.0,4.0,True,1536,13,block_circulant,q_proj,model.layers.13.self_attn.q_proj,1536,2359296,147456,0,0.9685122748191181,
64,6.0,4.0,True,1536,13,monarch_like,q_proj,model.layers.13.self_attn.q_proj,1536,2359296,393216,64,0.9579314397423396,2
,8.0,8.0,True,1536,13,low_rank,q_proj,model.layers.13.self_attn.q_proj,1536,2359296,294912,96,0.7589192701195252,
16,16.0,8.0,True,1536,13,block_circulant,q_proj,model.layers.13.self_attn.q_proj,1536,2359296,147456,0,0.9685122748191181,
64,8.0,8.0,True,1536,13,monarch_like,q_proj,model.layers.13.self_attn.q_proj,1536,2359296,294912,48,0.958247346350722,2
,16.0,16.0,True,1536,13,low_rank,q_proj,model.layers.13.self_attn.q_proj,1536,2359296,147456,48,0.8516242590114397,
16,16.0,16.0,True,1536,13,block_circulant,q_proj,model.layers.13.self_attn.q_proj,1536,2359296,147456,0,0.9685122748191181,
64,16.0,16.0,True,1536,13,monarch_like,q_proj,model.layers.13.self_attn.q_proj,1536,2359296,147456,24,0.9644496152924146,2
,2.0018618506795756,2.0,False,1536,13,low_rank,up_proj,model.layers.13.mlp.up_proj,8960,13762560,6874880,655,0.5888969872861464,
16,16.0,2.0,False,1536,13,block_circulant,up_proj,model.layers.13.mlp.up_proj,8960,13762560,860160,0,0.9683039074060865,
64,6.0,2.0,False,1536,13,monarch_like,up_proj,model.layers.13.mlp.up_proj,8960,13762560,2293760,64,0.9574392959560659,2
,4.009845603043186,4.0,False,1536,13,low_rank,up_proj,model.layers.13.mlp.up_proj,8960,13762560,3432192,327,0.7759459420364212,
16,16.0,4.0,False,1536,13,block_circulant,up_proj,model.layers.13.mlp.up_proj,8960,13762560,860160,0,0.9683039074060865,
64,6.0,4.0,False,1536,13,monarch_like,up_proj,model.layers.13.mlp.up_proj,8960,13762560,2293760,64,0.9574392959560659,2
,8.044291485859643,8.0,False,1536,13,low_rank,up_proj,model.layers.13.mlp.up_proj,8960,13762560,1710848,163,0.8773480179842642,
16,16.0,8.0,False,1536,13,block_circulant,up_proj,model.layers.13.mlp.up_proj,8960,13762560,860160,0,0.9683039074060865,
64,8.0,8.0,False,1536,13,monarch_like,up_proj,model.layers.13.mlp.up_proj,8960,13762560,1720320,48,0.9579468706783906,2
,16.187895212285458,16.0,False,1536,13,low_rank,up_proj,model.layers.13.mlp.up_proj,8960,13762560,850176,81,0.9325501429003893,
16,16.0,16.0,False,1536,13,block_circulant,up_proj,model.layers.13.mlp.up_proj,8960,13762560,860160,0,0.9683039074060865,
64,16.0,16.0,False,1536,13,monarch_like,up_proj,model.layers.13.mlp.up_proj,8960,13762560,860160,24,0.9661240478077369,2
,2.0131061598951505,2.0,True,1536,13,low_rank,v_proj,model.layers.13.self_attn.v_proj,256,393216,195328,109,0.6227561819134984,
16,16.0,2.0,True,1536,13,block_circulant,v_proj,model.layers.13.self_attn.v_proj,256,393216,24576,0,0.9686962254383259,
64,6.0,2.0,True,1536,13,monarch_like,v_proj,model.layers.13.self_attn.v_proj,256,393216,65536,64,0.95789896504525,2
,4.063492063492063,4.0,True,1536,13,low_rank,v_proj,model.layers.13.self_attn.v_proj,256,393216,96768,54,0.8026480217000974,
16,16.0,4.0,True,1536,13,block_circulant,v_proj,model.layers.13.self_attn.v_proj,256,393216,24576,0,0.9686962254383259,
64,6.0,4.0,True,1536,13,monarch_like,v_proj,model.layers.13.self_attn.v_proj,256,393216,65536,64,0.95789896504525,2
,8.126984126984127,8.0,True,1536,13,low_rank,v_proj,model.layers.13.self_attn.v_proj,256,393216,48384,27,0.8934945629401135,
16,16.0,8.0,True,1536,13,block_circulant,v_proj,model.layers.13.self_attn.v_proj,256,393216,24576,0,0.9686962254383259,
64,8.0,8.0,True,1536,13,monarch_like,v_proj,model.layers.13.self_attn.v_proj,256,393216,49152,48,0.9583489790427903,2
,16.87912087912088,16.0,True,1536,13,low_rank,v_proj,model.layers.13.self_attn.v_proj,256,393216,23296,13,0.9445873384447921,
16,16.0,16.0,True,1536,13,block_circulant,v_proj,model.layers.13.self_attn.v_proj,256,393216,24576,0,0.9686962254383259,
64,16.0,16.0,True,1536,13,monarch_like,v_proj,model.layers.13.self_attn.v_proj,256,393216,24576,24,0.9662351657120523,2
,2.0018618506795756,2.0,False,8960,14,low_rank,down_proj,model.layers.14.mlp.down_proj,1536,13762560,6874880,655,0.5491429586576944,
16,16.0,2.0,False,8960,14,block_circulant,down_proj,model.layers.14.mlp.down_proj,1536,13762560,860160,0,0.9681480997955573,
64,35.0,2.0,False,8960,14,monarch_like,down_proj,model.layers.14.mlp.down_proj,1536,13762560,393216,64,0.9927936733085987,2
,4.009845603043186,4.0,False,8960,14,low_rank,down_proj,model.layers.14.mlp.down_proj,1536,13762560,3432192,327,0.7329532651907863,
16,16.0,4.0,False,8960,14,block_circulant,down_proj,model.layers.14.mlp.down_proj,1536,13762560,860160,0,0.9681480997955573,
64,35.0,4.0,False,8960,14,monarch_like,down_proj,model.layers.14.mlp.down_proj,1536,13762560,393216,64,0.9927936733085987,2
,8.044291485859643,8.0,False,8960,14,low_rank,down_proj,model.layers.14.mlp.down_proj,1536,13762560,1710848,163,0.8408129265528134,
16,16.0,8.0,False,8960,14,block_circulant,down_proj,model.layers.14.mlp.down_proj,1536,13762560,860160,0,0.9681480997955573,
64,35.0,8.0,False,8960,14,monarch_like,down_proj,model.layers.14.mlp.down_proj,1536,13762560,393216,64,0.9927936733085987,2
,16.187895212285458,16.0,False,8960,14,low_rank,down_proj,model.layers.14.mlp.down_proj,1536,13762560,850176,81,0.9052366216417319,
16,16.0,16.0,False,8960,14,block_circulant,down_proj,model.layers.14.mlp.down_proj,1536,13762560,860160,0,0.9681480997955573,
64,35.0,16.0,False,8960,14,monarch_like,down_proj,model.layers.14.mlp.down_proj,1536,13762560,393216,64,0.9927936733085987,2
,2.0018618506795756,2.0,False,1536,14,low_rank,gate_proj,model.layers.14.mlp.gate_proj,8960,13762560,6874880,655,0.5558777797458722,
16,16.0,2.0,False,1536,14,block_circulant,gate_proj,model.layers.14.mlp.gate_proj,8960,13762560,860160,0,0.9682561883486874,
64,6.0,2.0,False,1536,14,monarch_like,gate_proj,model.layers.14.mlp.gate_proj,8960,13762560,2293760,64,0.9575010829674797,2
,4.009845603043186,4.0,False,1536,14,low_rank,gate_proj,model.layers.14.mlp.gate_proj,8960,13762560,3432192,327,0.7424439862405727,
16,16.0,4.0,False,1536,14,block_circulant,gate_proj,model.layers.14.mlp.gate_proj,8960,13762560,860160,0,0.9682561883486874,
64,6.0,4.0,False,1536,14,monarch_like,gate_proj,model.layers.14.mlp.gate_proj,8960,13762560,2293760,64,0.9575010829674797,2
,8.044291485859643,8.0,False,1536,14,low_rank,gate_proj,model.layers.14.mlp.gate_proj,8960,13762560,1710848,163,0.848361756693624,
16,16.0,8.0,False,1536,14,block_circulant,gate_proj,model.layers.14.mlp.gate_proj,8960,13762560,860160,0,0.9682561883486874,
64,8.0,8.0,False,1536,14,monarch_like,gate_proj,model.layers.14.mlp.gate_proj,8960,13762560,1720320,48,0.9579668775405135,2
,16.187895212285458,16.0,False,1536,14,low_rank,gate_proj,model.layers.14.mlp.gate_proj,8960,13762560,850176,81,0.9096096032630225,
16,16.0,16.0,False,1536,14,block_circulant,gate_proj,model.layers.14.mlp.gate_proj,8960,13762560,860160,0,0.9682561883486874,
64,16.0,16.0,False,1536,14,monarch_like,gate_proj,model.layers.14.mlp.gate_proj,8960,13762560,860160,24,0.9656513948751186,2
,2.0131061598951505,2.0,True,1536,14,low_rank,k_proj,model.layers.14.self_attn.k_proj,256,393216,195328,109,0.3227186797417353,
16,16.0,2.0,True,1536,14,block_circulant,k_proj,model.layers.14.self_attn.k_proj,256,393216,24576,0,0.9680324840318318,
64,6.0,2.0,True,1536,14,monarch_like,k_proj,model.layers.14.self_attn.k_proj,256,393216,65536,64,0.958136331648709,2
,4.063492063492063,4.0,True,1536,14,low_rank,k_proj,model.layers.14.self_attn.k_proj,256,393216,96768,54,0.5471161827016993,
16,16.0,4.0,True,1536,14,block_circulant,k_proj,model.layers.14.self_attn.k_proj,256,393216,24576,0,0.9680324840318318,
64,6.0,4.0,True,1536,14,monarch_like,k_proj,model.layers.14.self_attn.k_proj,256,393216,65536,64,0.958136331648709,2
,8.126984126984127,8.0,True,1536,14,low_rank,k_proj,model.layers.14.self_attn.k_proj,256,393216,48384,27,0.7205714757073405,
16,16.0,8.0,True,1536,14,block_circulant,k_proj,model.layers.14.self_attn.k_proj,256,393216,24576,0,0.9680324840318318,
64,8.0,8.0,True,1536,14,monarch_like,k_proj,model.layers.14.self_attn.k_proj,256,393216,49152,48,0.9582902538604284,2
,16.87912087912088,16.0,True,1536,14,low_rank,k_proj,model.layers.14.self_attn.k_proj,256,393216,23296,13,0.8447313569083876,
16,16.0,16.0,True,1536,14,block_circulant,k_proj,model.layers.14.self_attn.k_proj,256,393216,24576,0,0.9680324840318318,
64,16.0,16.0,True,1536,14,monarch_like,k_proj,model.layers.14.self_attn.k_proj,256,393216,24576,24,0.9621585960873977,2
,2.0,2.0,False,1536,14,low_rank,o_proj,model.layers.14.self_attn.o_proj,1536,2359296,1179648,384,0.4254349401950349,
16,16.0,2.0,False,1536,14,block_circulant,o_proj,model.layers.14.self_attn.o_proj,1536,2359296,147456,0,0.9682377304030857,
64,6.0,2.0,False,1536,14,monarch_like,o_proj,model.layers.14.self_attn.o_proj,1536,2359296,393216,64,0.9592902849143201,2
,4.0,4.0,False,1536,14,low_rank,o_proj,model.layers.14.self_attn.o_proj,1536,2359296,589824,192,0.632870673167957,
16,16.0,4.0,False,1536,14,block_circulant,o_proj,model.layers.14.self_attn.o_proj,1536,2359296,147456,0,0.9682377304030857,
64,6.0,4.0,False,1536,14,monarch_like,o_proj,model.layers.14.self_attn.o_proj,1536,2359296,393216,64,0.9592902849143201,2
,8.0,8.0,False,1536,14,low_rank,o_proj,model.layers.14.self_attn.o_proj,1536,2359296,294912,96,0.7784990882857025,
16,16.0,8.0,False,1536,14,block_circulant,o_proj,model.layers.14.self_attn.o_proj,1536,2359296,147456,0,0.9682377304030857,
64,8.0,8.0,False,1536,14,monarch_like,o_proj,model.layers.14.self_attn.o_proj,1536,2359296,294912,48,0.959597669721057,2
,16.0,16.0,False,1536,14,low_rank,o_proj,model.layers.14.self_attn.o_proj,1536,2359296,147456,48,0.8721876463033533,
16,16.0,16.0,False,1536,14,block_circulant,o_proj,model.layers.14.self_attn.o_proj,1536,2359296,147456,0,0.9682377304030857,
64,16.0,16.0,False,1536,14,monarch_like,o_proj,model.layers.14.self_attn.o_proj,1536,2359296,147456,24,0.9657845227465629,2
,2.0,2.0,True,1536,14,low_rank,q_proj,model.layers.14.self_attn.q_proj,1536,2359296,1179648,384,0.32574204208016394,
16,16.0,2.0,True,1536,14,block_circulant,q_proj,model.layers.14.self_attn.q_proj,1536,2359296,147456,0,0.9681532858519546,
64,6.0,2.0,True,1536,14,monarch_like,q_proj,model.layers.14.self_attn.q_proj,1536,2359296,393216,64,0.9574842013580354,2
,4.0,4.0,True,1536,14,low_rank,q_proj,model.layers.14.self_attn.q_proj,1536,2359296,589824,192,0.5094427094043609,
16,16.0,4.0,True,1536,14,block_circulant,q_proj,model.layers.14.self_attn.q_proj,1536,2359296,147456,0,0.9681532858519546,
64,6.0,4.0,True,1536,14,monarch_like,q_proj,model.layers.14.self_attn.q_proj,1536,2359296,393216,64,0.9574842013580354,2
,8.0,8.0,True,1536,14,low_rank,q_proj,model.layers.14.self_attn.q_proj,1536,2359296,294912,96,0.667585134411541,
16,16.0,8.0,True,1536,14,block_circulant,q_proj,model.layers.14.self_attn.q_proj,1536,2359296,147456,0,0.9681532858519546,
64,8.0,8.0,True,1536,14,monarch_like,q_proj,model.layers.14.self_attn.q_proj,1536,2359296,294912,48,0.9576683703259743,2
,16.0,16.0,True,1536,14,low_rank,q_proj,model.layers.14.self_attn.q_proj,1536,2359296,147456,48,0.793862162133862,
16,16.0,16.0,True,1536,14,block_circulant,q_proj,model.layers.14.self_attn.q_proj,1536,2359296,147456,0,0.9681532858519546,
64,16.0,16.0,True,1536,14,monarch_like,q_proj,model.layers.14.self_attn.q_proj,1536,2359296,147456,24,0.9621038324060526,2
,2.0018618506795756,2.0,False,1536,14,low_rank,up_proj,model.layers.14.mlp.up_proj,8960,13762560,6874880,655,0.5951525835050926,
16,16.0,2.0,False,1536,14,block_circulant,up_proj,model.layers.14.mlp.up_proj,8960,13762560,860160,0,0.9681877716584631,
64,6.0,2.0,False,1536,14,monarch_like,up_proj,model.layers.14.mlp.up_proj,8960,13762560,2293760,64,0.9575057245810221,2
,4.009845603043186,4.0,False,1536,14,low_rank,up_proj,model.layers.14.mlp.up_proj,8960,13762560,3432192,327,0.779251220773065,
16,16.0,4.0,False,1536,14,block_circulant,up_proj,model.layers.14.mlp.up_proj,8960,13762560,860160,0,0.9681877716584631,
64,6.0,4.0,False,1536,14,monarch_like,up_proj,model.layers.14.mlp.up_proj,8960,13762560,2293760,64,0.9575057245810221,2
,8.044291485859643,8.0,False,1536,14,low_rank,up_proj,model.layers.14.mlp.up_proj,8960,13762560,1710848,163,0.8783019350460347,
16,16.0,8.0,False,1536,14,block_circulant,up_proj,model.layers.14.mlp.up_proj,8960,13762560,860160,0,0.9681877716584631,
64,8.0,8.0,False,1536,14,monarch_like,up_proj,model.layers.14.mlp.up_proj,8960,13762560,1720320,48,0.9580022004172586,2
,16.187895212285458,16.0,False,1536,14,low_rank,up_proj,model.layers.14.mlp.up_proj,8960,13762560,850176,81,0.9323459671435881,
16,16.0,16.0,False,1536,14,block_circulant,up_proj,model.layers.14.mlp.up_proj,8960,13762560,860160,0,0.9681877716584631,
64,16.0,16.0,False,1536,14,monarch_like,up_proj,model.layers.14.mlp.up_proj,8960,13762560,860160,24,0.966037024481514,2
,2.0131061598951505,2.0,True,1536,14,low_rank,v_proj,model.layers.14.self_attn.v_proj,256,393216,195328,109,0.5887434796856775,
16,16.0,2.0,True,1536,14,block_circulant,v_proj,model.layers.14.self_attn.v_proj,256,393216,24576,0,0.968041121751237,
64,6.0,2.0,True,1536,14,monarch_like,v_proj,model.layers.14.self_attn.v_proj,256,393216,65536,64,0.9565193402347411,2
,4.063492063492063,4.0,True,1536,14,low_rank,v_proj,model.layers.14.self_attn.v_proj,256,393216,96768,54,0.7833473870521016,
16,16.0,4.0,True,1536,14,block_circulant,v_proj,model.layers.14.self_attn.v_proj,256,393216,24576,0,0.968041121751237,
64,6.0,4.0,True,1536,14,monarch_like,v_proj,model.layers.14.self_attn.v_proj,256,393216,65536,64,0.9565193402347411,2
,8.126984126984127,8.0,True,1536,14,low_rank,v_proj,model.layers.14.self_attn.v_proj,256,393216,48384,27,0.8836400453950867,
16,16.0,8.0,True,1536,14,block_circulant,v_proj,model.layers.14.self_attn.v_proj,256,393216,24576,0,0.968041121751237,
64,8.0,8.0,True,1536,14,monarch_like,v_proj,model.layers.14.self_attn.v_proj,256,393216,49152,48,0.9569247865727543,2
,16.87912087912088,16.0,True,1536,14,low_rank,v_proj,model.layers.14.self_attn.v_proj,256,393216,23296,13,0.9398636902351712,
16,16.0,16.0,True,1536,14,block_circulant,v_proj,model.layers.14.self_attn.v_proj,256,393216,24576,0,0.968041121751237,
64,16.0,16.0,True,1536,14,monarch_like,v_proj,model.layers.14.self_attn.v_proj,256,393216,24576,24,0.9645893258457469,2
,2.0018618506795756,2.0,False,8960,15,low_rank,down_proj,model.layers.15.mlp.down_proj,1536,13762560,6874880,655,0.5637115589693978,
16,16.0,2.0,False,8960,15,block_circulant,down_proj,model.layers.15.mlp.down_proj,1536,13762560,860160,0,0.9682857765945464,
64,35.0,2.0,False,8960,15,monarch_like,down_proj,model.layers.15.mlp.down_proj,1536,13762560,393216,64,0.9928656868036964,2
,4.009845603043186,4.0,False,8960,15,low_rank,down_proj,model.layers.15.mlp.down_proj,1536,13762560,3432192,327,0.753223332849162,
16,16.0,4.0,False,8960,15,block_circulant,down_proj,model.layers.15.mlp.down_proj,1536,13762560,860160,0,0.9682857765945464,
64,35.0,4.0,False,8960,15,monarch_like,down_proj,model.layers.15.mlp.down_proj,1536,13762560,393216,64,0.9928656868036964,2
,8.044291485859643,8.0,False,8960,15,low_rank,down_proj,model.layers.15.mlp.down_proj,1536,13762560,1710848,163,0.8581347123691349,
16,16.0,8.0,False,8960,15,block_circulant,down_proj,model.layers.15.mlp.down_proj,1536,13762560,860160,0,0.9682857765945464,
64,35.0,8.0,False,8960,15,monarch_like,down_proj,model.layers.15.mlp.down_proj,1536,13762560,393216,64,0.9928656868036964,2
,16.187895212285458,16.0,False,8960,15,low_rank,down_proj,model.layers.15.mlp.down_proj,1536,13762560,850176,81,0.9165842003696367,
16,16.0,16.0,False,8960,15,block_circulant,down_proj,model.layers.15.mlp.down_proj,1536,13762560,860160,0,0.9682857765945464,
64,35.0,16.0,False,8960,15,monarch_like,down_proj,model.layers.15.mlp.down_proj,1536,13762560,393216,64,0.9928656868036964,2
,2.0018618506795756,2.0,False,1536,15,low_rank,gate_proj,model.layers.15.mlp.gate_proj,8960,13762560,6874880,655,0.5432073070875235,
16,16.0,2.0,False,1536,15,block_circulant,gate_proj,model.layers.15.mlp.gate_proj,8960,13762560,860160,0,0.9682251976290513,
64,6.0,2.0,False,1536,15,monarch_like,gate_proj,model.layers.15.mlp.gate_proj,8960,13762560,2293760,64,0.9574413993260953,2
,4.009845603043186,4.0,False,1536,15,low_rank,gate_proj,model.layers.15.mlp.gate_proj,8960,13762560,3432192,327,0.7287232751404947,
16,16.0,4.0,False,1536,15,block_circulant,gate_proj,model.layers.15.mlp.gate_proj,8960,13762560,860160,0,0.9682251976290513,
64,6.0,4.0,False,1536,15,monarch_like,gate_proj,model.layers.15.mlp.gate_proj,8960,13762560,2293760,64,0.9574413993260953,2
,8.044291485859643,8.0,False,1536,15,low_rank,gate_proj,model.layers.15.mlp.gate_proj,8960,13762560,1710848,163,0.8375962982873564,
16,16.0,8.0,False,1536,15,block_circulant,gate_proj,model.layers.15.mlp.gate_proj,8960,13762560,860160,0,0.9682251976290513,
64,8.0,8.0,False,1536,15,monarch_like,gate_proj,model.layers.15.mlp.gate_proj,8960,13762560,1720320,48,0.9578947952138706,2
,16.187895212285458,16.0,False,1536,15,low_rank,gate_proj,model.layers.15.mlp.gate_proj,8960,13762560,850176,81,0.9028635906608045,
16,16.0,16.0,False,1536,15,block_circulant,gate_proj,model.layers.15.mlp.gate_proj,8960,13762560,860160,0,0.9682251976290513,
64,16.0,16.0,False,1536,15,monarch_like,gate_proj,model.layers.15.mlp.gate_proj,8960,13762560,860160,24,0.9654388302122893,2
,2.0131061598951505,2.0,True,1536,15,low_rank,k_proj,model.layers.15.self_attn.k_proj,256,393216,195328,109,0.4048658207677604,
16,16.0,2.0,True,1536,15,block_circulant,k_proj,model.layers.15.self_attn.k_proj,256,393216,24576,0,0.9681359153957827,
64,6.0,2.0,True,1536,15,monarch_like,k_proj,model.layers.15.self_attn.k_proj,256,393216,65536,64,0.956940742276383,2
,4.063492063492063,4.0,True,1536,15,low_rank,k_proj,model.layers.15.self_attn.k_proj,256,393216,96768,54,0.6284512533569657,
16,16.0,4.0,True,1536,15,block_circulant,k_proj,model.layers.15.self_attn.k_proj,256,393216,24576,0,0.9681359153957827,
64,6.0,4.0,True,1536,15,monarch_like,k_proj,model.layers.15.self_attn.k_proj,256,393216,65536,64,0.956940742276383,2
,8.126984126984127,8.0,True,1536,15,low_rank,k_proj,model.layers.15.self_attn.k_proj,256,393216,48384,27,0.7733255790364755,
16,16.0,8.0,True,1536,15,block_circulant,k_proj,model.layers.15.self_attn.k_proj,256,393216,24576,0,0.9681359153957827,
64,8.0,8.0,True,1536,15,monarch_like,k_proj,model.layers.15.self_attn.k_proj,256,393216,49152,48,0.9572121815670984,2
,16.87912087912088,16.0,True,1536,15,low_rank,k_proj,model.layers.15.self_attn.k_proj,256,393216,23296,13,0.8678419238002097,
16,16.0,16.0,True,1536,15,block_circulant,k_proj,model.layers.15.self_attn.k_proj,256,393216,24576,0,0.9681359153957827,
64,16.0,16.0,True,1536,15,monarch_like,k_proj,model.layers.15.self_attn.k_proj,256,393216,24576,24,0.9630471669293463,2
,2.0,2.0,False,1536,15,low_rank,o_proj,model.layers.15.self_attn.o_proj,1536,2359296,1179648,384,0.46848976294289,
16,16.0,2.0,False,1536,15,block_circulant,o_proj,model.layers.15.self_attn.o_proj,1536,2359296,147456,0,0.968351787716596,
64,6.0,2.0,False,1536,15,monarch_like,o_proj,model.layers.15.self_attn.o_proj,1536,2359296,393216,64,0.9581346210284478,2
,4.0,4.0,False,1536,15,low_rank,o_proj,model.layers.15.self_attn.o_proj,1536,2359296,589824,192,0.6778494658764124,
16,16.0,4.0,False,1536,15,block_circulant,o_proj,model.layers.15.self_attn.o_proj,1536,2359296,147456,0,0.968351787716596,
64,6.0,4.0,False,1536,15,monarch_like,o_proj,model.layers.15.self_attn.o_proj,1536,2359296,393216,64,0.9581346210284478,2
,8.0,8.0,False,1536,15,low_rank,o_proj,model.layers.15.self_attn.o_proj,1536,2359296,294912,96,0.8150201571448403,
16,16.0,8.0,False,1536,15,block_circulant,o_proj,model.layers.15.self_attn.o_proj,1536,2359296,147456,0,0.968351787716596,
64,8.0,8.0,False,1536,15,monarch_like,o_proj,model.layers.15.self_attn.o_proj,1536,2359296,294912,48,0.9584812217303352,2
,16.0,16.0,False,1536,15,low_rank,o_proj,model.layers.15.self_attn.o_proj,1536,2359296,147456,48,0.896727331231812,
16,16.0,16.0,False,1536,15,block_circulant,o_proj,model.layers.15.self_attn.o_proj,1536,2359296,147456,0,0.968351787716596,
64,16.0,16.0,False,1536,15,monarch_like,o_proj,model.layers.15.self_attn.o_proj,1536,2359296,147456,24,0.9652967621425075,2
,2.0,2.0,True,1536,15,low_rank,q_proj,model.layers.15.self_attn.q_proj,1536,2359296,1179648,384,0.4023364093424019,
16,16.0,2.0,True,1536,15,block_circulant,q_proj,model.layers.15.self_attn.q_proj,1536,2359296,147456,0,0.9681733040050412,
64,6.0,2.0,True,1536,15,monarch_like,q_proj,model.layers.15.self_attn.q_proj,1536,2359296,393216,64,0.958396069395072,2
,4.0,4.0,True,1536,15,low_rank,q_proj,model.layers.15.self_attn.q_proj,1536,2359296,589824,192,0.5826512226855863,
16,16.0,4.0,True,1536,15,block_circulant,q_proj,model.layers.15.self_attn.q_proj,1536,2359296,147456,0,0.9681733040050412,
64,6.0,4.0,True,1536,15,monarch_like,q_proj,model.layers.15.self_attn.q_proj,1536,2359296,393216,64,0.958396069395072,2
,8.0,8.0,True,1536,15,low_rank,q_proj,model.layers.15.self_attn.q_proj,1536,2359296,294912,96,0.7122285493515661,
16,16.0,8.0,True,1536,15,block_circulant,q_proj,model.layers.15.self_attn.q_proj,1536,2359296,147456,0,0.9681733040050412,
64,8.0,8.0,True,1536,15,monarch_like,q_proj,model.layers.15.self_attn.q_proj,1536,2359296,294912,48,0.9586448707407049,2
,16.0,16.0,True,1536,15,low_rank,q_proj,model.layers.15.self_attn.q_proj,1536,2359296,147456,48,0.8027949258916149,
16,16.0,16.0,True,1536,15,block_circulant,q_proj,model.layers.15.self_attn.q_proj,1536,2359296,147456,0,0.9681733040050412,
64,16.0,16.0,True,1536,15,monarch_like,q_proj,model.layers.15.self_attn.q_proj,1536,2359296,147456,24,0.9640400307783116,2
,2.0018618506795756,2.0,False,1536,15,low_rank,up_proj,model.layers.15.mlp.up_proj,8960,13762560,6874880,655,0.5809127169670132,
16,16.0,2.0,False,1536,15,block_circulant,up_proj,model.layers.15.mlp.up_proj,8960,13762560,860160,0,0.9682532004100138,
64,6.0,2.0,False,1536,15,monarch_like,up_proj,model.layers.15.mlp.up_proj,8960,13762560,2293760,64,0.9574304748865408,2
,4.009845603043186,4.0,False,1536,15,low_rank,up_proj,model.layers.15.mlp.up_proj,8960,13762560,3432192,327,0.768246575772266,
16,16.0,4.0,False,1536,15,block_circulant,up_proj,model.layers.15.mlp.up_proj,8960,13762560,860160,0,0.9682532004100138,
64,6.0,4.0,False,1536,15,monarch_like,up_proj,model.layers.15.mlp.up_proj,8960,13762560,2293760,64,0.9574304748865408,2
,8.044291485859643,8.0,False,1536,15,low_rank,up_proj,model.layers.15.mlp.up_proj,8960,13762560,1710848,163,0.8714990414238362,
16,16.0,8.0,False,1536,15,block_circulant,up_proj,model.layers.15.mlp.up_proj,8960,13762560,860160,0,0.9682532004100138,
64,8.0,8.0,False,1536,15,monarch_like,up_proj,model.layers.15.mlp.up_proj,8960,13762560,1720320,48,0.9579341793982988,2
,16.187895212285458,16.0,False,1536,15,low_rank,up_proj,model.layers.15.mlp.up_proj,8960,13762560,850176,81,0.9287970349703449,
16,16.0,16.0,False,1536,15,block_circulant,up_proj,model.layers.15.mlp.up_proj,8960,13762560,860160,0,0.9682532004100138,
64,16.0,16.0,False,1536,15,monarch_like,up_proj,model.layers.15.mlp.up_proj,8960,13762560,860160,24,0.9660838860711781,2
,2.0131061598951505,2.0,True,1536,15,low_rank,v_proj,model.layers.15.self_attn.v_proj,256,393216,195328,109,0.6630439835923729,
16,16.0,2.0,True,1536,15,block_circulant,v_proj,model.layers.15.self_attn.v_proj,256,393216,24576,0,0.9685366566838812,
