compression_ratio_target,has_bias,in_channel_max_over_median,in_channel_outlier_count,in_channel_top1pct_energy_frac,in_features,layer,module_type,name,out_channel_max_over_median,out_channel_outlier_count,out_channel_top1pct_energy_frac,out_features,relative_weight_error_after_residual,residual_channels,residual_density_1e_6,residual_effective_rank,residual_fraction,residual_l1,residual_l2,residual_params,residual_rank,residual_rank_90,residual_rank_95,residual_rank_99,residual_top_1pct_l1_frac,residual_type
4.0,False,1.4116108162649557,1,0.013401102175579955,8960,0,down_proj,model.layers.0.mlp.down_proj,1.0658116590460125,0,0.011610818226598674,1536,0.7981807217076441,0,0.9999613444010417,1109.2254229849618,0.04,233162.51765924715,79.36062284397944,0,0,942,1044,1155,0.03804969367990044,none
4.0,False,1.4116108162649557,1,0.013401102175579955,8960,0,down_proj,model.layers.0.mlp.down_proj,1.0658116590460125,0,0.011610818226598674,1536,0.7692459747247432,0,0.9999613444010417,1109.2254229849618,0.04,233162.51765924715,79.36062284397944,545792,52,942,1044,1155,0.03804969367990044,low_rank
4.0,False,1.4116108162649557,1,0.013401102175579955,8960,0,down_proj,model.layers.0.mlp.down_proj,1.0658116590460125,0,0.011610818226598674,1536,0.6908661578135189,0,0.9999613444010417,1109.2254229849618,0.04,233162.51765924715,79.36062284397944,550502,0,942,1044,1155,0.03804969367990044,sparse
4.0,False,1.4116108162649557,1,0.013401102175579955,8960,0,down_proj,model.layers.0.mlp.down_proj,1.0658116590460125,0,0.011610818226598674,1536,0.778200742955216,358,0.9999613444010417,1109.2254229849618,0.04,233162.51765924715,79.36062284397944,549888,0,942,1044,1155,0.03804969367990044,channel_in
8.0,False,1.316277039654559,1,0.012382913820068828,8960,0,down_proj,model.layers.0.mlp.down_proj,1.059979092409379,0,0.011680614092484711,1536,0.8908337871436908,0,0.9999658493768602,1249.8883817058595,0.0,259946.35383220456,88.57282852635561,0,0,1062,1181,1310,0.03810449302214886,none
8.0,False,1.316277039654559,1,0.012382913820068828,8960,0,down_proj,model.layers.0.mlp.down_proj,1.059979092409379,0,0.011680614092484711,1536,0.8908337871436908,0,0.9999658493768602,1249.8883817058595,0.01,259946.35383220456,88.57282852635561,0,0,1062,1181,1310,0.03810449302214886,none
8.0,False,1.316277039654559,1,0.012382913820068828,8960,0,down_proj,model.layers.0.mlp.down_proj,1.059979092409379,0,0.011680614092484711,1536,0.8833671967476926,0,0.9999658493768602,1249.8883817058595,0.01,259946.35383220456,88.57282852635561,136448,13,1062,1181,1310,0.03810449302214886,low_rank
8.0,False,1.316277039654559,1,0.012382913820068828,8960,0,down_proj,model.layers.0.mlp.down_proj,1.059979092409379,0,0.011680614092484711,1536,0.8486245310592953,0,0.9999658493768602,1249.8883817058595,0.01,259946.35383220456,88.57282852635561,137625,0,1062,1181,1310,0.03810449302214886,sparse
8.0,False,1.316277039654559,1,0.012382913820068828,8960,0,down_proj,model.layers.0.mlp.down_proj,1.059979092409379,0,0.011680614092484711,1536,0.8853603907126125,89,0.9999658493768602,1249.8883817058595,0.01,259946.35383220456,88.57282852635561,136704,0,1062,1181,1310,0.03810449302214886,channel_in
8.0,False,1.316277039654559,1,0.012382913820068828,8960,0,down_proj,model.layers.0.mlp.down_proj,1.059979092409379,0,0.011680614092484711,1536,0.8908337871436908,0,0.9999658493768602,1249.8883817058595,0.02,259946.35383220456,88.57282852635561,0,0,1062,1181,1310,0.03810449302214886,none
8.0,False,1.316277039654559,1,0.012382913820068828,8960,0,down_proj,model.layers.0.mlp.down_proj,1.059979092409379,0,0.011680614092484711,1536,0.8759270206353464,0,0.9999658493768602,1249.8883817058595,0.02,259946.35383220456,88.57282852635561,272896,26,1062,1181,1310,0.03810449302214886,low_rank
8.0,False,1.316277039654559,1,0.012382913820068828,8960,0,down_proj,model.layers.0.mlp.down_proj,1.059979092409379,0,0.011680614092484711,1536,0.8191989899044704,0,0.9999658493768602,1249.8883817058595,0.02,259946.35383220456,88.57282852635561,275251,0,1062,1181,1310,0.03810449302214886,sparse
8.0,False,1.316277039654559,1,0.012382913820068828,8960,0,down_proj,model.layers.0.mlp.down_proj,1.059979092409379,0,0.011680614092484711,1536,0.8800732934433348,179,0.9999658493768602,1249.8883817058595,0.02,259946.35383220456,88.57282852635561,274944,0,1062,1181,1310,0.03810449302214886,channel_in
8.0,False,1.316277039654559,1,0.012382913820068828,8960,0,down_proj,model.layers.0.mlp.down_proj,1.059979092409379,0,0.011680614092484711,1536,0.8908337871436908,0,0.9999658493768602,1249.8883817058595,0.04,259946.35383220456,88.57282852635561,0,0,1062,1181,1310,0.03810449302214886,none
8.0,False,1.316277039654559,1,0.012382913820068828,8960,0,down_proj,model.layers.0.mlp.down_proj,1.059979092409379,0,0.011680614092484711,1536,0.8611254565881957,0,0.9999658493768602,1249.8883817058595,0.04,259946.35383220456,88.57282852635561,545792,52,1062,1181,1310,0.03810449302214886,low_rank
8.0,False,1.316277039654559,1,0.012382913820068828,8960,0,down_proj,model.layers.0.mlp.down_proj,1.059979092409379,0,0.011680614092484711,1536,0.7706808075416478,0,0.9999658493768602,1249.8883817058595,0.04,259946.35383220456,88.57282852635561,550502,0,1062,1181,1310,0.03810449302214886,sparse
