batch_index,nll,nll_sum,perplexity,sequence_index,strategy,tokens,window_index
2,2.6960968257874014,342.404296875,14.821766737027069,0,Q+S+L_QL_budget_component_scale,127,2
3,2.8774856206938977,365.440673828125,17.769537604446924,0,Q+S+L_QL_budget_component_scale,127,3
4,3.5102971595103347,445.8077392578125,33.45820873177158,0,Q+S+L_QL_budget_component_scale,127,4
5,4.112851600947343,522.3321533203125,61.12076132090595,0,Q+S+L_QL_budget_component_scale,127,5
6,4.136318417046014,525.3124389648438,62.572032746845146,0,Q+S+L_QL_budget_component_scale,127,6
7,3.7373738927165356,474.646484375,41.98758136253783,0,Q+S+L_QL_budget_component_scale,127,7
0,2.618130661371186,332.5025939941406,13.710070850679434,0,Q+S+L,127,0
1,3.688356414554626,468.4212646484375,39.9790838880814,0,Q+S+L,127,1
2,2.697322815421998,342.55999755859375,14.83994921289912,0,Q+S+L,127,2
3,2.870808518777682,364.5926818847656,17.65128382647059,0,Q+S+L,127,3
4,3.507259338859498,445.42193603515625,33.356722920238795,0,Q+S+L,127,4
5,4.1045517808809056,521.278076171875,60.615569400730564,0,Q+S+L,127,5
6,4.124749611681841,523.8432006835938,61.852320212879434,0,Q+S+L,127,6
7,3.7336334468811514,474.17144775390625,41.83082244557846,0,Q+S+L,127,7
0,2.619026003860113,332.6163024902344,13.72235155653673,0,Q+S_OBS+L,127,0
1,3.6904847152589815,468.6915588378906,40.06426201065668,0,Q+S_OBS+L,127,1
2,2.7022272545521653,343.182861328125,14.912909609173619,0,Q+S_OBS+L,127,2
3,2.8712792584276574,364.6524658203125,17.659594941672932,0,Q+S_OBS+L,127,3
4,3.510328157680241,445.8116760253906,33.459245891085544,0,Q+S_OBS+L,127,4
5,4.087358129306103,519.094482421875,59.58227492823959,0,Q+S_OBS+L,127,5
6,4.135553795521654,525.21533203125,62.52420711036956,0,Q+S_OBS+L,127,6
7,3.7284639613834893,473.5149230957031,41.61513658837086,0,Q+S_OBS+L,127,7
0,2.6226624015748032,333.078125,13.772342322443281,0,Q+S+L_component_scale,127,0
1,3.6881531242310532,468.39544677734375,39.97095735323259,0,Q+S+L_component_scale,127,1
2,2.6956107072004185,342.3425598144531,14.814563351715874,0,Q+S+L_component_scale,127,2
3,2.8632341520054134,363.6307373046875,17.51809158897722,0,Q+S+L_component_scale,127,3
4,3.5064454566775343,445.3185729980469,33.32958552262549,0,Q+S+L_component_scale,127,4
5,4.103892408956693,521.1943359375,60.575614370157844,0,Q+S+L_component_scale,127,5
6,4.125635342335138,523.9556884765625,61.907128978188084,0,Q+S+L_component_scale,127,6
7,3.734974538247416,474.3417663574219,41.88695903413752,0,Q+S+L_component_scale,127,7
