comfort_tolerance,deployable,epsilon,hessian_cost,nll,nll_delta,normalized_hessian_cost,path_kind,payload_ratio_at_codec_endpoint,perplexity,perplexity_delta,strategy,target_ratio,taylor_fit_absolute_error,taylor_fit_nll_delta,tokens,within_local_comfort_fit
0.0001,False,0.0,0.0,3.395704644871509,0.0,0.0,noncodec_interpolation,0.2506510416666667,29.835669621195255,0.0,Q,0.258,0.0,0.0,1016,True
0.0001,False,0.03125,3.5326647587353364,3.3960779145007995,0.000373269629290629,2.2412366924752712e-05,noncodec_interpolation,0.2506510416666667,29.846808449298184,0.01113882810292921,Q,0.258,2.89130216803591e-07,0.0003729804990738254,1016,True
0.00019662211260458308,False,0.0625,14.130659034941345,3.396687755434532,0.0009831105630229153,8.964946769901085e-05,noncodec_interpolation,0.2506510416666667,29.865015806063273,0.0293461848680181,Q,0.258,9.185504210159831e-08,0.0009830187079808137,1016,True
0.00036602292534419295,False,0.09375,31.793982828618027,3.3975343478946236,0.0018297030231146927,0.0002017113023227744,noncodec_interpolation,0.2506510416666667,29.89031000869509,0.05464038749983402,Q,0.258,4.1160360627202734e-07,0.0018301146267209647,1016,True
0.0005828917495847464,False,0.125,56.52263613976538,3.3986191036194326,0.0029144587479237316,0.0003585978707960434,noncodec_interpolation,0.2506510416666667,29.922751285842764,0.08708166464750988,Q,0.258,1.9049262945346201e-07,0.002914268255294278,1016,True
0.001158749728388079,False,0.1875,127.17593131447211,3.4014797661248153,0.00577512125330637,0.0008068452092910976,noncodec_interpolation,0.2506510416666667,30.008472730107165,0.17280310891191064,Q,0.258,1.8627388634024494e-05,0.0057937486419403945,1016,True
0.0019242919735838323,False,0.25,226.09054455906153,3.405185819610836,0.00948117473932708,0.0014343914831841736,noncodec_interpolation,0.2506510416666667,30.119892070569165,0.2842224493739103,Q,0.258,0.0001402851285920801,0.00962145986791916,1016,True
0.00402431496757493,False,0.375,508.70372525788844,3.4149764053464873,0.01927176047497836,0.0032273808371643905,noncodec_interpolation,0.2506510416666667,30.416231758649143,0.5805621374538887,Q,0.258,0.0008498143628962868,0.020121574837874648,1016,True
0.006882922633032149,False,0.5,904.3621782362461,3.4279689338263566,0.032264288954847675,0.005737565932736694,noncodec_interpolation,0.2506510416666667,30.81399388856056,0.9783242673653056,Q,0.258,0.0021503242103130676,0.03441461316516074,1016,True
0.010500114969955489,False,0.625,1413.0659034941345,3.4439526355172707,0.048247990645761796,0.008964946769901085,noncodec_interpolation,0.2506510416666667,31.310472790172724,1.4748031689774699,Q,0.258,0.004252584204015641,0.05250057484977744,1016,True
0.014875891978344949,False,0.75,2034.8149010315537,3.462726502906619,0.06702185803511007,0.012909523348657562,noncodec_interpolation,0.2506510416666667,31.90384396197549,2.068174340780235,Q,0.258,0.007357601856614673,0.07437945989172474,1016,True
0.020010253658200527,False,0.875,2769.6091708485037,3.484209976797029,0.08850533192552001,0.017571295669006125,noncodec_interpolation,0.2506510416666667,32.59666481325138,2.760995192056125,Q,0.258,0.011545936365482623,0.10005126829100264,1016,True
0.02590320000952223,True,1.0,3617.4487129449844,3.508434656098133,0.11273001122662407,0.022950263730946777,codec_endpoint,0.2506510416666667,33.39595069973838,3.560281078543124,Q,0.258,0.016785988820987086,0.12951600004761116,1016,True
0.0001,False,0.0,0.0,3.395704644871509,0.0,0.0,noncodec_interpolation,0.2578125,29.835669621195255,0.0,Q_block_scale,0.258,0.0,0.0,1016,True
0.0001,False,0.03125,1.019267759489594,3.3956894761934056,-1.5168678103361088e-05,6.466564075677933e-06,noncodec_interpolation,0.2578125,29.835217056959184,-0.0004525642360704296,Q_block_scale,0.258,8.038285120392607e-07,-1.597250661540035e-05,1016,True
0.0001,False,0.0625,4.077071037958376,3.3958599961648774,0.00015535129336852194,2.5866256302711733e-05,noncodec_interpolation,0.2578125,29.84030499110546,0.00463536991020419,Q_block_scale,0.258,8.766924273423209e-07,0.00015622798579586426,1016,True
