activation_rows,input_dim,layer,layer_short,mean_diag,trace
256,512,gpt_neox.layers.0.attention.dense,L0:dense,0.06435631215572357,32.95043182373047
256,512,gpt_neox.layers.0.attention.query_key_value,L0:query_key_value,0.9723384380340576,497.8372802734375
256,2048,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.022479921579360962,46.03887939453125
256,512,gpt_neox.layers.0.mlp.dense_h_to_4h,L0:dense_h_to_4h,0.9515647888183594,487.201171875
