activation_gain_vs_q_only,activation_reconstruction_error,bits,budget_feasible,candidate_kind,candidate_memory_ratio,filter_pass,filter_rho_threshold,hessian_gain_vs_q_only,layer,layer_family,layer_parameter_count,layer_short,lowrank_memory_ratio,lowrank_projection_error,lowrank_rank,normalized_hessian_cost,positive_conditional_rho,predicted_hessian_cost,q_memory_ratio,q_method,q_residual_norm,r_method,residual_effective_rank,residual_memory_ratio,residual_stable_rank,rho_q_error_l_res,rho_q_error_s_res,rho_q_plus_l_error_s_res,rho_q_plus_s_error_l_res,rho_s_res_l_res,s_method,selected_by_fixed_kind,selected_by_greedy,selection_family,selector_score,sparse_keep_fraction,sparse_projection_error,stack_order,stack_residual_error,target_memory_ratio,token_risk_p95,unused_memory_ratio,weight_error,worst_token_risk
0.0,0.024679060866969266,4,True,q_only,0.25,True,0.3,0.0,model.layers.0.mlp.down_proj,mlp,67895296,L0:down_proj,0.0,1.0,0,0.025449993217828617,0.0,0.7085723280906677,0.25,rtn,20.870525360107422,,2500.539306640625,0.0,184.43509135642043,0.0,0.0,0.0,0.0,0.0,,True,False,residual_stack_validate,0.044298843720561254,0.0,1.0,q,1.0,0.258,0.02905956842005253,0.008000000000000007,0.21058898972321305,0.03187097609043121
0.011992127336679658,0.012686933530289608,4,True,q_s,0.2579999945798896,True,0.3,0.012863640419549233,model.layers.0.mlp.down_proj,mlp,67895296,L0:down_proj,0.0,1.0,0,0.012586352798279384,0.0,0.3504260778427124,0.25,rtn,20.870525360107422,,2500.539306640625,0.007999994579889591,184.43509135642043,0.0,-0.7111752164104109,-0.7111752164104109,0.0,0.0,wanda,True,True,residual_stack_validate,0.02537637933344238,0.0079999945798896,0.976293359102759,q+s_res,0.976293359102759,0.258,0.02034435048699379,5.4201104160434e-09,0.20559663216693205,0.022534020245075226
0.004322185581196784,0.020356875285772482,4,True,q_s,0.2579999945798896,True,0.3,0.004500154825326546,model.layers.0.mlp.down_proj,mlp,67895296,L0:down_proj,0.0,1.0,0,0.02094983839250207,0.0,0.5832801461219788,0.25,rtn,20.870525360107422,,2500.539306640625,0.007999994579889591,184.43509135642043,0.0,-0.42114346555137727,-0.42114346555137727,0.0,0.0,magnitude,False,False,residual_stack_validate,0.03693300293562929,0.0079999945798896,0.9326902004593972,q+s_res,0.9326902004593972,0.258,0.024772319942712784,5.4201104160434e-09,0.19641428703948552,0.02707807905972004
0.002917505381872902,0.021761555485096364,4,True,q_l,0.2579633204633205,True,0.3,0.003017143565209379,model.layers.0.mlp.down_proj,mlp,67895296,L0:down_proj,0.007963320463320463,0.9606785347617647,24,0.022432849652619238,0.0,0.6245697736740112,0.25,rtn,20.870525360107422,svd,2500.539306640625,0.007963320463320489,184.43509135642043,-0.3443161303485365,0.0,0.0,-0.3443161303485365,0.0,,True,False,residual_stack_validate,0.039232402164813884,0.0,1.0,q+l_res,0.9606785347617647,0.258,0.025968553498387337,3.6679536679518066e-05,0.20232639374039402,0.02846347913146019
0.00895626434337781,0.015722796523591456,4,True,q_s_l,0.2579724816281823,True,0.3,0.009933186834435209,model.layers.0.mlp.down_proj,mlp,67895296,L0:down_proj,0.005972490347490348,0.9692298581469153,18,0.015516806383393408,0.05448446407353372,0.4320150315761566,0.25,rtn,20.870525360107422,svd,2500.539306640625,0.007972481628182315,184.43509135642043,-0.2639519135976898,-0.579789290204566,-0.5876376585799883,-0.28615781850500216,0.05448446407353372,wanda,False,False,residual_stack_validate,0.03032535874785286,0.0019999912806919645,0.9950435772953911,q+s_res+l_res,0.9641272121077308,0.258,0.022998401895165443,2.75183718176919e-05,0.20305262797292215,0.02723018452525139
0.010684638210775336,0.01399442265619393,4,True,q_s_l,0.25798165752160507,True,0.3,0.011590828303508336,model.layers.0.mlp.down_proj,mlp,67895296,L0:down_proj,0.0039816602316602315,0.9794076419604675,12,0.013859164914320281,0.05995581302623368,0.38586339354515076,0.25,rtn,20.870525360107422,svd,2500.539306640625,0.007981657521605068,184.43509135642043,-0.22913165716006428,-0.6473836389967785,-0.6528022696202186,-0.2509548881480564,0.05995581302623368,wanda,False,False,residual_stack_validate,0.027372564106744164,0.0039999972899448,0.9895913660969866,q+s_res+l_res,0.9687905484160997,0.258,0.021212616935372353,1.83424783949393e-05,0.2040344250615187,0.02525842748582363
0.011560565613024721,0.013118495253944545,4,True,q_s_l,0.2579908186864669,True,0.3,0.01243024725125102,model.layers.0.mlp.down_proj,mlp,67895296,L0:down_proj,0.0019908301158301158,0.9901201462306457,6,0.013019745966577597,0.06607897090185723,0.36249250173568726,0.25,rtn,20.870525360107422,svd,2500.539306640625,0.007990818686466894,184.43509135642043,-0.18850190210568435,-0.6839931787934858,-0.6860705638867425,-0.19789945751642074,0.06607897090185723,wanda,True,False,residual_stack_validate,0.025800049471240205,0.005999988570636764,0.9830319700870924,q+s_res+l_res,0.9729749119141493,0.258,0.02015521004796028,9.181313533113133e-06,0.20491527876732443,0.022995689883828163
0.0029019258327540667,0.0217771350342152,4,True,q_s_l,0.2579724816281823,True,0.3,0.0030265996419150537,model.layers.0.mlp.down_proj,mlp,67895296,L0:down_proj,0.005972490347490348,0.9856827249741962,18,0.022423393575913563,0.027067558475366283,0.6243064999580383,0.25,rtn,20.870525360107422,svd,2500.539306640625,0.007972481628182315,184.43509135642043,-0.16224593922612968,-0.31074363970435787,-0.3106593717405472,-0.1628538602640559,0.027067558475366283,magnitude,False,False,residual_stack_validate,0.039364182201052825,0.0019999912806919645,0.9688572628124998,q+s_res+l_res,0.9540991244329505,0.258,0.026204736903309822,2.75183718176919e-05,0.20094097708575587,0.02824486792087555
0.003480485593360543,0.021198575273608723,4,True,q_s_l,0.25798165752160507,True,0.3,0.0035995004485481555,model.layers.0.mlp.down_proj,mlp,67895296,L0:down_proj,0.0039816602316602315,0.9911864798980384,12,0.02185049276928046,0.001226841559976393,0.6083559393882751,0.25,rtn,20.870525360107422,svd,2500.539306640625,0.007981657521605068,184.43509135642043,-0.09158859648600359,-0.36652693599588193,-0.3679581365155899,-0.09793312717469403,0.001226841559976393,magnitude,False,False,residual_stack_validate,0.038351575352962256,0.0039999972899448,0.9537351197194412,q+s_res+l_res,0.9444959069346964,0.258,0.025565803050994873,1.83424783949393e-05,0.1989178946347389,0.027843857184052467
0.0038810430034304476,0.02079801786353882,4,True,q_s_l,0.2579908186864669,True,0.3,0.004035143636456434,model.layers.0.mlp.down_proj,mlp,67895296,L0:down_proj,0.0019908301158301158,0.9944360193402293,6,0.021414849581372183,0.0016098652624435689,0.5962268710136414,0.25,rtn,20.870525360107422,svd,2500.539306640625,0.007990818686466894,184.43509135642043,-0.044238427789762565,-0.39657191459590874,-0.3968890819639691,-0.04752050460164865,0.0016098652624435689,magnitude,False,False,residual_stack_validate,0.03777984116824194,0.005999988570636764,0.942250830411456,q+s_res+l_res,0.9363714642969225,0.258,0.025397706776857376,9.181313533113133e-06,0.19720757308243178,0.0273714829236269
