activation_reconstruction_error,bits,candidate_kind,candidate_memory_ratio,dam_alpha,dam_alpha_grid,factor_rank,layer,layer_family,layer_short,normalized_hessian_cost,predicted_hessian_cost,same_budget_feasible,selection_family,strategy,target_memory_ratio,token_risk_p95,worst_token_risk
0.06883813037997757,4,plain_lq,0.2579784025096525,,,3110,model.layers.0.mlp.down_proj,mlp,L0:down_proj,0.06984042886615453,1.9444797039031982,True,dam_factor_quant,paper_lq_factor_quant_matched_budget,0.258,0.07739301025867462,0.08270352333784103
0.047906820136996695,4,plain_lq,0.2579784025096525,,,3110,model.layers.0.mlp.up_proj,mlp,L0:up_proj,0.04804575055064414,21.867351531982422,True,dam_factor_quant,paper_lq_factor_quant_matched_budget,0.258,0.06730978190898895,0.06990689039230347
0.10282383279334023,4,plain_lq,0.25795200892857145,,,1849,model.layers.0.self_attn.o_proj,attention,L0:o_proj,0.10106349561985391,2.4623372554779053,True,dam_factor_quant,paper_lq_factor_quant_matched_budget,0.258,0.14135785400867462,0.228759765625
0.0986479749267235,4,plain_lq,0.2579784025096525,,,3110,model.layers.14.mlp.down_proj,mlp,L14:down_proj,0.09939404876415167,16.83785629272461,True,dam_factor_quant,paper_lq_factor_quant_matched_budget,0.258,0.11014857888221741,0.11399640142917633
0.096795653953711,4,plain_lq,0.2579784025096525,,,3110,model.layers.14.mlp.up_proj,mlp,L14:up_proj,0.0958321683806004,245.52285766601562,True,dam_factor_quant,paper_lq_factor_quant_matched_budget,0.258,0.10540441423654556,0.2966516315937042
0.11574189233805311,4,plain_lq,0.25795200892857145,,,1849,model.layers.14.self_attn.o_proj,attention,L14:o_proj,0.1263175138650079,5.34428071975708,True,dam_factor_quant,paper_lq_factor_quant_matched_budget,0.258,0.15368317067623138,0.17435361444950104
0.0693030360872731,4,dam_closed,0.2579784025096525,0.5,,3110,model.layers.0.mlp.down_proj,mlp,L0:down_proj,0.07059966383722241,1.9656181335449219,True,dam_factor_quant,paper_dam_closed_matched_budget,0.258,0.08013597130775452,0.0864030122756958
0.047807706518325235,4,dam_closed,0.2579784025096525,0.5,,3110,model.layers.0.mlp.up_proj,mlp,L0:up_proj,0.04824787327550941,21.9593448638916,True,dam_factor_quant,paper_dam_closed_matched_budget,0.258,0.07003875821828842,0.07316438853740692
0.10873280419109466,4,dam_closed,0.25795200892857145,0.5,,1849,model.layers.0.self_attn.o_proj,attention,L0:o_proj,0.10750658041572148,2.6193182468414307,True,dam_factor_quant,paper_dam_closed_matched_budget,0.258,0.15496046841144562,0.25069427490234375
0.10109430672286694,4,dam_closed,0.2579784025096525,0.5,,3110,model.layers.14.mlp.down_proj,mlp,L14:down_proj,0.10198760490215797,17.277217864990234,True,dam_factor_quant,paper_dam_closed_matched_budget,0.258,0.1134047880768776,0.11745818704366684
0.09807177167836797,4,dam_closed,0.2579784025096525,0.5,,3110,model.layers.14.mlp.up_proj,mlp,L14:up_proj,0.09704906156744224,248.6405487060547,True,dam_factor_quant,paper_dam_closed_matched_budget,0.258,0.10630584508180618,0.2985565662384033
0.115256255674613,4,dam_closed,0.25795200892857145,0.5,,1849,model.layers.14.self_attn.o_proj,attention,L14:o_proj,0.12877212292633491,5.448131084442139,True,dam_factor_quant,paper_dam_closed_matched_budget,0.258,0.15461039543151855,0.1806555539369583
0.06748116386602615,4,dam_activation_grid,0.2579784025096525,0.25,"0.0,0.25,0.5,0.75,1.0",3110,model.layers.0.mlp.down_proj,mlp,L0:down_proj,0.06846885030891421,1.9062925577163696,True,dam_factor_quant,paper_dam_activation_grid_matched_budget,0.258,0.07802640646696091,0.08366023749113083
0.04527962808495906,4,dam_activation_grid,0.2579784025096525,0.25,"0.0,0.25,0.5,0.75,1.0",3110,model.layers.0.mlp.up_proj,mlp,L0:up_proj,0.045639291159111535,20.772085189819336,True,dam_factor_quant,paper_dam_activation_grid_matched_budget,0.258,0.06548572331666946,0.06860600411891937
0.10101709328981856,4,dam_activation_grid,0.25795200892857145,0.25,"0.0,0.25,0.5,0.75,1.0",1849,model.layers.0.self_attn.o_proj,attention,L0:o_proj,0.09919459531862224,2.4168028831481934,True,dam_factor_quant,paper_dam_activation_grid_matched_budget,0.258,0.14519836008548737,0.23290567100048065
0.0976027998965476,4,dam_activation_grid,0.2579784025096525,0.25,"0.0,0.25,0.5,0.75,1.0",3110,model.layers.14.mlp.down_proj,mlp,L14:down_proj,0.09844846453352063,16.677669525146484,True,dam_factor_quant,paper_dam_activation_grid_matched_budget,0.258,0.11021863669157028,0.11304754763841629
0.0962646563617933,4,dam_activation_grid,0.2579784025096525,0.25,"0.0,0.25,0.5,0.75,1.0",3110,model.layers.14.mlp.up_proj,mlp,L14:up_proj,0.09534979695040627,244.28701782226562,True,dam_factor_quant,paper_dam_activation_grid_matched_budget,0.258,0.1055295467376709,0.2981017231941223
0.11212852388777585,4,dam_activation_grid,0.25795200892857145,0.25,"0.0,0.25,0.5,0.75,1.0",1849,model.layers.14.self_attn.o_proj,attention,L14:o_proj,0.12405320772851905,5.248481750488281,True,dam_factor_quant,paper_dam_activation_grid_matched_budget,0.258,0.1510673314332962,0.17633889615535736
