activation_gain_vs_q_only,activation_reconstruction_error,bits,budget_feasible,candidate_kind,candidate_memory_ratio,filter_pass,filter_rho_threshold,hessian_gain_vs_q_only,layer,layer_family,layer_parameter_count,layer_short,lowrank_memory_ratio,lowrank_projection_error,lowrank_rank,normalized_hessian_cost,positive_conditional_rho,predicted_hessian_cost,q_memory_ratio,q_method,q_residual_norm,r_method,residual_effective_rank,residual_memory_ratio,residual_stable_rank,rho_q_error_l_res,rho_q_error_s_res,rho_q_plus_l_error_s_res,rho_q_plus_s_error_l_res,rho_s_res_l_res,s_method,selected_by_fixed_kind,selected_by_greedy,selected_nominal_bits,selected_nominal_keep_fraction,selected_nominal_rank_fraction,selected_order,selected_predicted_hessian_cost,selected_q_method,selected_r_method,selected_s_method,selection_family,selector_score,sparse_keep_fraction,sparse_projection_error,stack_order,stack_residual_error,strategy,target_memory_ratio,token_risk_p95,unused_memory_ratio,weight_error,worst_token_risk
0.0,0.024679060866969266,4,True,q_only,0.25,True,0.3,0.0,model.layers.0.mlp.down_proj,mlp,67895296,L0:down_proj,0.0,1.0,0,0.025449993217828617,0.0,0.7085723280906677,0.25,rtn,20.870525360107422,,2500.539306640625,0.0,184.43509135642043,0.0,0.0,0.0,0.0,0.0,,True,False,,,,,,,,,residual_stack_validate,0.044298843720561254,0.0,1.0,q,1.0,residual_q_only,0.258,0.02905956842005253,0.008000000000000007,0.21058898972321305,0.03187097609043121
0.0,0.01823649714120191,4,True,q_only,0.25,True,0.3,0.0,model.layers.0.mlp.up_proj,mlp,67895296,L0:up_proj,0.0,1.0,0,0.018497181688997853,0.0,8.418733596801758,0.25,rtn,16.278629302978516,,3061.183837890625,0.0,858.0812165301915,0.0,0.0,0.0,0.0,0.0,,True,False,,,,,,,,,residual_stack_validate,0.03775983976655241,0.0,1.0,q,1.0,residual_q_only,0.258,0.03164781257510185,0.008000000000000007,0.17259520543640244,0.03392499312758446
0.0,0.030819394717728203,4,True,q_only,0.25,True,0.3,0.0,model.layers.0.self_attn.o_proj,attention,12845056,L0:o_proj,0.0,1.0,0,0.03043763727710488,0.0,0.7415904998779297,0.25,rtn,8.553833961486816,,1772.20703125,0.0,174.9277229842647,0.0,0.0,0.0,0.0,0.0,,True,False,,,,,,,,,residual_stack_validate,0.05902147845590789,0.0,1.0,q,1.0,residual_q_only,0.258,0.044229112565517426,0.008000000000000007,0.22475962996200008,0.0692397728562355
0.0,0.04695906673179931,4,True,q_only,0.25,True,0.3,0.0,model.layers.14.mlp.down_proj,mlp,67895296,L14:down_proj,0.0,1.0,0,0.048375082225205236,0.0,8.194984436035156,0.25,rtn,28.340662002563477,,2408.576904296875,0.0,69.56379655343247,0.0,0.0,0.0,0.0,0.0,,True,False,,,,,,,,,residual_stack_validate,0.0835435593229423,0.0,1.0,q,1.0,residual_q_only,0.258,0.0538189522922039,0.008000000000000007,0.24655032586054104,0.058295316994190216
0.0,0.03227023522870546,4,True,q_only,0.25,True,0.3,0.0,model.layers.14.mlp.up_proj,mlp,67895296,L14:up_proj,0.0,1.0,0,0.032003693448096185,0.0,81.99374389648438,0.25,rtn,22.015525817871094,,3053.1455078125,0.0,536.3074104339258,0.0,0.0,0.0,0.0,0.0,,True,False,,,,,,,,,residual_stack_validate,0.055769205159431685,0.0,1.0,q,1.0,residual_q_only,0.258,0.034196462482213974,0.008000000000000007,0.1888452707352293,0.05592853203415871
0.0,0.04524138267807967,4,True,q_only,0.25,True,0.3,0.0,model.layers.14.self_attn.o_proj,attention,12845056,L14:o_proj,0.0,1.0,0,0.050128179755059794,0.0,2.1208386421203613,0.25,rtn,9.912240028381348,,1602.953857421875,0.0,28.45424675808003,0.0,0.0,0.0,0.0,0.0,,True,False,,,,,,,,,residual_stack_validate,0.08727401251890028,0.0,1.0,q,1.0,residual_q_only,0.258,0.06401398777961731,0.008000000000000007,0.2111901207825115,0.08002523332834244
0.002917505381872902,0.021761555485096364,4,True,q_l,0.2579633204633205,True,0.3,0.003017143565209379,model.layers.0.mlp.down_proj,mlp,67895296,L0:down_proj,0.007963320463320463,0.9606785347617647,24,0.022432849652619238,0.0,0.6245697736740112,0.25,rtn,20.870525360107422,svd,2500.539306640625,0.007963320463320489,184.43509135642043,-0.3443161303485365,0.0,0.0,-0.3443161303485365,0.0,,True,False,,,,,,,,,residual_stack_validate,0.039232402164813884,0.0,1.0,q+l_res,0.9606785347617647,residual_q_l_same_budget,0.258,0.025968553498387337,3.6679536679518066e-05,0.20232639374039402,0.02846347913146019
0.0003615645527145113,0.017874932588487397,4,True,q_l,0.2579633204633205,True,0.3,0.00036786369451257545,model.layers.0.mlp.up_proj,mlp,67895296,L0:up_proj,0.007963320463320463,0.9883784882637799,24,0.018129317994485278,0.0,8.25130558013916,0.25,rtn,16.278629302978516,svd,3061.183837890625,0.007963320463320489,858.0812165301915,-0.1410378281684301,0.0,0.0,-0.1410378281684301,0.0,,True,False,,,,,,,,,residual_stack_validate,0.03702085475967678,0.0,1.0,q+l_res,0.9883784882637799,residual_q_l_same_budget,0.258,0.031040117144584656,3.6679536679518066e-05,0.17058979268651858,0.03325720876455307
0.001392050183885156,0.029427344533843047,4,True,q_l,0.2578125,True,0.3,0.0013615102847691872,model.layers.0.self_attn.o_proj,attention,12845056,L0:o_proj,0.0078125,0.9787422604437671,14,0.029076126992335694,0.0,0.7084183096885681,0.25,rtn,8.553833961486816,svd,1772.20703125,0.0078125,174.9277229842647,-0.21150266599165743,0.0,0.0,-0.21150266599165743,0.0,,True,False,,,,,,,,,residual_stack_validate,0.05588991318043908,0.0,1.0,q+l_res,0.9787422604437671,residual_q_l_same_budget,0.258,0.04129468649625778,0.0001875000000000071,0.21999893851580854,0.06679092347621918
0.0040279231559206125,0.0429311435758787,4,True,q_l,0.2579633204633205,True,0.3,0.004505387862023973,model.layers.14.mlp.down_proj,mlp,67895296,L14:down_proj,0.007963320463320463,0.9634099797229483,24,0.043869694363181264,0.0,7.431748867034912,0.25,rtn,28.340662002563477,svd,2408.576904296875,0.007963320463320489,69.56379655343247,-0.3051958936458998,0.0,0.0,-0.3051958936458998,0.0,,True,False,,,,,,,,,residual_stack_validate,0.07585450032571221,0.0,1.0,q+l_res,0.9634099797229483,residual_q_l_same_budget,0.258,0.04829883575439453,3.6679536679518066e-05,0.23753118493873324,0.05083867534995079
