energy_fraction,has_bias,in_features,layer,module_type,name,out_features,rank_index,singular_value
0.004744187537273435,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,1,6.849689960479736
0.0037540187503685893,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,2,6.0930986404418945
0.003244523286387114,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,3,5.664550304412842
0.0027237682093418387,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,4,5.190092086791992
0.0024925528221352838,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,5,4.964919090270996
0.002298805697965039,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,6,4.7680535316467285
0.0021248961960941616,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,7,4.584150314331055
0.001975551583658785,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,8,4.420121192932129
0.0018931283306247103,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,9,4.326931476593018
0.001813690010319146,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,10,4.2351765632629395
0.001786381812827331,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,11,4.203171730041504
0.0017364205893685364,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,12,4.143978118896484
0.001689398979201783,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,13,4.087484359741211
0.0016489673535428752,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,14,4.038276195526123
0.0016317252256475901,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,15,4.017107963562012
0.0016146511701029267,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,16,3.996035575866699
0.001583291439930097,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,17,3.9570398330688477
0.001532055055259836,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,18,3.892487049102783
0.0014893078776629708,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,19,3.837799072265625
0.0014779570387839509,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,20,3.823146104812622
0.0014540670458899666,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,21,3.792121171951294
0.001436892296746312,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,22,3.7696592807769775
0.0014258645021526099,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,23,3.7551658153533936
0.0014084323729847753,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,24,3.73214054107666
0.0014033546738426467,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,25,3.7254068851470947
0.0013874254735547014,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,26,3.7042033672332764
0.0013753683246920591,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,27,3.688072919845581
0.001359550063283778,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,28,3.6668031215667725
0.0013518012885574255,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,29,3.656338691711426
0.001334009610362055,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,30,3.632197618484497
0.0013318161387581194,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,31,3.6292102336883545
0.0013180580920837902,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,32,3.6104161739349365
0.001313185247559645,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,33,3.603736162185669
0.0013073286988258684,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,34,3.595691204071045
0.001302287996853051,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,35,3.588752508163452
0.0012912443726463792,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,36,3.5735034942626953
0.0012780480633918744,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,37,3.5551962852478027
0.0012704700172849347,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,38,3.54464054107666
0.001263524436324411,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,39,3.534938097000122
0.0012591438371910258,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,40,3.5288050174713135
0.0012497798872138945,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,41,3.5156590938568115
0.0012440849006526945,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,42,3.5076398849487305
0.0012413440670639628,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,43,3.5037739276885986
0.001234842593784232,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,44,3.49458646774292
0.001226989120114826,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,45,3.4834561347961426
0.001222260463016184,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,46,3.4767372608184814
0.0012212999416216543,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,47,3.4753708839416504
0.00121667475828634,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,48,3.4687838554382324
0.0012106883849720227,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,49,3.4602396488189697
0.001207104513806538,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,50,3.4551143646240234
0.0012016785796635616,False,8960,0,down_proj,model.layers.0.mlp.down_proj,1536,51,3.447340250015259
