activation_error,block_circulant_projection_error,block_size,family,filter_pass,filter_threshold,hessian_cost_norm,layer,layer_short,lowrank_projection_error_at_c_memory,lowrank_projection_error_at_matched_memory,memory_ratio,oasr_layer_family,q_bits,q_method,random_block_circulant_projection_error,rank,residual_effective_rank,residual_stable_rank,rho_c_res_l_res,rho_new_vs_base,rho_q_error_c_res,rho_q_error_l_res,rho_q_plus_c_error_l_res,score,split_c,split_l,target_memory_ratio,weight_error,worst_token_p95_error
0.3846173584461212,0.992120087146759,64,q_c,True,0.3,0.3846173584461212,gpt_neox.layers.0.attention.dense,L0:dense,0.9481847286224365,nan,0.140625,attention_o,2,rtn,1.4153960943222046,0,262.2813948338733,23.51021385192871,0.0,0.0,-0.14380912872578466,0.0,0.0,0.7226624310016632,0.5,0.0,0.196,0.764758825302124,0.5222432017326355
0.29806020855903625,0.992120087146759,64,q_c_l,True,0.3,0.29806020855903625,gpt_neox.layers.0.attention.dense,L0:dense,0.9481847286224365,0.9108029007911682,0.1953125,attention_o,2,rtn,1.4153960943222046,14,262.2813948338733,23.51021385192871,0.04912794261380694,0.0,-0.14380912872578466,-0.4753051337606058,-0.4743917379229628,0.554066589474678,0.5,0.5,0.196,0.6965445876121521,0.39278867840766907
0.30791908502578735,0.9931979775428772,64,q_l_c,True,0.3,0.30791908502578735,gpt_neox.layers.0.attention.dense,L0:dense,0.9481847286224365,0.9276624917984009,0.17578125,attention_o,2,rtn,1.4153960943222046,9,262.2813948338733,23.51021385192871,0.005686601687785616,0.0,-0.13206203567163702,-0.4461917170197138,-0.4493696889462765,0.5732337236404419,0.5,0.5,0.196,0.7102088332176208,0.40746164321899414
0.37985408306121826,0.9843034744262695,32,q_c,True,0.3,0.37985408306121826,gpt_neox.layers.0.attention.dense,L0:dense,0.9323771595954895,nan,0.15625,attention_o,2,rtn,1.4110727310180664,0,262.2813948338733,23.51021385192871,0.0,0.0,-0.17946606987472452,0.0,0.0,0.7139267206192017,0.75,0.0,0.196,0.7587335109710693,0.5162036418914795
0.30389612913131714,0.9843034744262695,32,q_c_l,True,0.3,0.30389612913131714,gpt_neox.layers.0.attention.dense,L0:dense,0.9323771595954895,0.9263032674789429,0.1953125,attention_o,2,rtn,1.4110727310180664,10,262.2813948338733,23.51021385192871,0.062136739530874584,0.0,-0.17946606987472452,-0.45018614137642815,-0.4471755819247632,0.5674925714731216,0.75,0.25,0.196,0.7028173208236694,0.40563443303108215
0.31922900676727295,0.9859029054641724,32,q_l_c,True,0.3,0.31922900676727295,gpt_neox.layers.0.attention.dense,L0:dense,0.9323771595954895,0.9466646313667297,0.171875,attention_o,2,rtn,1.4110727310180664,4,262.2813948338733,23.51021385192871,0.0012367812299603927,0.0,-0.16846808835285937,-0.39805517350792874,-0.4035922116790203,0.5962652444839478,0.75,0.25,0.196,0.7194333672523499,0.42638087272644043
0.3846173584461212,0.992120087146759,64,q_c,True,0.3,0.3846173584461212,gpt_neox.layers.0.attention.dense,L0:dense,0.9481847286224365,nan,0.140625,attention_o,2,rtn,1.4153960943222046,0,262.2813948338733,23.51021385192871,0.0,0.0,-0.14380912872578466,0.0,0.0,0.7226624310016632,0.75,0.0,0.196,0.764758825302124,0.5222432017326355
0.29806020855903625,0.992120087146759,64,q_c_l,True,0.3,0.29806020855903625,gpt_neox.layers.0.attention.dense,L0:dense,0.9481847286224365,0.9108029007911682,0.1953125,attention_o,2,rtn,1.4153960943222046,14,262.2813948338733,23.51021385192871,0.04912794261380694,0.0,-0.14380912872578466,-0.4753051337606058,-0.4743917379229628,0.554066589474678,0.75,0.25,0.196,0.6965445876121521,0.39278867840766907
0.32329925894737244,0.9929180145263672,64,q_l_c,True,0.3,0.32329925894737244,gpt_neox.layers.0.attention.dense,L0:dense,0.9481847286224365,0.9474145174026489,0.15625,attention_o,2,rtn,1.4153960943222046,4,262.2813948338733,23.51021385192871,-0.0021518741716508023,0.0,-0.1347921725796215,-0.39805517350792874,-0.40181447321021996,0.6026247024536133,0.75,0.25,0.196,0.7251262664794922,0.4293311834335327
0.04644891247153282,nan,0,q_only,True,0.3,0.04644891247153282,gpt_neox.layers.0.attention.dense,L0:dense,,nan,0.1875,attention_o,3,rtn,,0,258.5830164616904,20.876575469970703,0.0,0.0,0.0,0.0,0.0,0.08644612319767475,0.0,0.0,0.22,0.2852649986743927,0.06141485646367073
0.04114400967955589,nan,0,q_l,True,0.3,0.04114400967955589,gpt_neox.layers.0.attention.dense,L0:dense,,0.9289467930793762,0.21875,attention_o,3,rtn,,8,258.5830164616904,20.876575469970703,0.0,0.0,0.0,-0.3379489428724643,-0.3379489428724643,0.07553714402019977,0.0,1.0,0.22,0.2649959921836853,0.05232866480946541
0.04591002315282822,0.9920765161514282,64,q_c,True,0.3,0.04591002315282822,gpt_neox.layers.0.attention.dense,L0:dense,0.9447782635688782,nan,0.203125,attention_o,3,rtn,1.4117375612258911,0,258.5830164616904,20.876575469970703,0.0,0.0,-0.10938226308680968,0.0,0.0,0.0857909381389618,0.5,0.0,0.22,0.2830047011375427,0.061397820711135864
0.04213755950331688,0.9920765161514282,64,q_c_l,True,0.3,0.04213755950331688,gpt_neox.layers.0.attention.dense,L0:dense,0.9447782635688782,0.9455002546310425,0.21875,attention_o,3,rtn,1.4117375612258911,4,258.5830164616904,20.876575469970703,-0.005054613231560993,0.0,-0.10938226308680968,-0.28433778111658864,-0.28665465276747487,0.07731609232723713,0.5,0.5,0.22,0.2675810158252716,0.05350204184651375
0.042033709585666656,0.9929118752479553,64,q_l_c,True,0.3,0.042033709585666656,gpt_neox.layers.0.attention.dense,L0:dense,0.9447782635688782,0.9439817070960999,0.21875,attention_o,3,rtn,1.4117375612258911,4,258.5830164616904,20.876575469970703,-0.031203835055789775,0.0,-0.1097390110291532,-0.28458596293838073,-0.29008873849864825,0.0771149791777134,0.5,0.5,0.22,0.26737621426582336,0.05334905534982681
0.04591002315282822,0.9920765161514282,64,q_c,True,0.3,0.04591002315282822,gpt_neox.layers.0.attention.dense,L0:dense,0.9447782635688782,nan,0.203125,attention_o,3,rtn,1.4117375612258911,0,258.5830164616904,20.876575469970703,0.0,0.0,-0.10938226308680968,0.0,0.0,0.0857909381389618,0.75,0.0,0.22,0.2830047011375427,0.061397820711135864
0.04213755950331688,0.9920765161514282,64,q_c_l,True,0.3,0.04213755950331688,gpt_neox.layers.0.attention.dense,L0:dense,0.9447782635688782,0.9455002546310425,0.21875,attention_o,3,rtn,1.4117375612258911,4,258.5830164616904,20.876575469970703,-0.005054613231560993,0.0,-0.10938226308680968,-0.28433778111658864,-0.28665465276747487,0.07731609232723713,0.75,0.25,0.22,0.2675810158252716,0.05350204184651375
0.04339300096035004,0.992766797542572,64,q_l_c,True,0.3,0.04339300096035004,gpt_neox.layers.0.attention.dense,L0:dense,0.9447782635688782,0.9544035792350769,0.2109375,attention_o,3,rtn,1.4117375612258911,2,258.5830164616904,20.876575469970703,-0.004685356178620738,0.0,-0.11274798037495701,-0.22998432502997196,-0.23202400774725726,0.07987994328141212,0.75,0.25,0.22,0.2702886462211609,0.05561668425798416
0.3924044072628021,nan,0,q_only,True,0.3,0.3924044072628021,gpt_neox.layers.0.attention.dense,L0:dense,,nan,0.125,attention_o,2,rtn,,0,262.2813948338733,23.51021385192871,0.0,0.0,0.0,0.0,0.0,0.7369548797607421,0.0,0.0,0.22,0.7708329558372498,0.5321391820907593
0.28363722562789917,nan,0,q_l,True,0.3,0.28363722562789917,gpt_neox.layers.0.attention.dense,L0:dense,,0.8748568296432495,0.21875,attention_o,2,rtn,,24,262.2813948338733,23.51021385192871,0.0,0.0,0.0,-0.5264801842879967,-0.5264801842879967,0.5271292835474014,0.0,1.0,0.22,0.6743684411048889,0.37352922558784485
0.3846173584461212,0.992120087146759,64,q_c,True,0.3,0.3846173584461212,gpt_neox.layers.0.attention.dense,L0:dense,0.9481847286224365,nan,0.140625,attention_o,2,rtn,1.4153960943222046,0,262.2813948338733,23.51021385192871,0.0,0.0,-0.14380912872578466,0.0,0.0,0.7226624310016632,0.25,0.0,0.22,0.764758825302124,0.5222432017326355
0.2870061695575714,0.992120087146759,64,q_c_l,True,0.3,0.2870061695575714,gpt_neox.layers.0.attention.dense,L0:dense,0.9481847286224365,0.8895389437675476,0.21875,attention_o,2,rtn,1.4153960943222046,20,262.2813948338733,23.51021385192871,0.04732540135036386,0.0,-0.14380912872578466,-0.5041868016336017,-0.5037735718917723,0.533716881275177,0.25,0.75,0.22,0.6802827715873718,0.3786189556121826
0.290479451417923,0.9936985969543457,64,q_l_c,True,0.3,0.290479451417923,gpt_neox.layers.0.attention.dense,L0:dense,0.9481847286224365,0.8943740129470825,0.2109375,attention_o,2,rtn,1.4153960943222046,18,262.2813948338733,23.51021385192871,0.0036007294765265964,0.0,-0.13453048897882777,-0.4929925694182602,-0.4968820826903589,0.5423802614212037,0.25,0.75,0.22,0.685068666934967,0.3876098394393921
0.37985408306121826,0.9843034744262695,32,q_c,True,0.3,0.37985408306121826,gpt_neox.layers.0.attention.dense,L0:dense,0.9323771595954895,nan,0.15625,attention_o,2,rtn,1.4110727310180664,0,262.2813948338733,23.51021385192871,0.0,0.0,-0.17946606987472452,0.0,0.0,0.7139267206192017,0.5,0.0,0.22,0.7587335109710693,0.5162036418914795
0.29349419474601746,0.9843034744262695,32,q_c_l,True,0.3,0.29349419474601746,gpt_neox.layers.0.attention.dense,L0:dense,0.9323771595954895,0.9042921662330627,0.21875,attention_o,2,rtn,1.4110727310180664,16,262.2813948338733,23.51021385192871,0.05686612776537577,0.0,-0.17946606987472452,-0.4784783739264345,-0.4768124643991556,0.54961878657341,0.5,0.5,0.22,0.6861168146133423,0.3948515057563782
0.2985551059246063,0.9868373870849609,32,q_l_c,True,0.3,0.2985551059246063,gpt_neox.layers.0.attention.dense,L0:dense,0.9323771595954895,0.9150502681732178,0.203125,attention_o,2,rtn,1.4110727310180664,12,262.2813948338733,23.51021385192871,-0.011480044403854616,0.0,-0.15429885808327914,-0.462369060358688,-0.46971013590665966,0.5561923652887344,0.5,0.5,0.22,0.6960666179656982,0.3958524763584137
0.3846173584461212,0.992120087146759,64,q_c,True,0.3,0.3846173584461212,gpt_neox.layers.0.attention.dense,L0:dense,0.9481847286224365,nan,0.140625,attention_o,2,rtn,1.4153960943222046,0,262.2813948338733,23.51021385192871,0.0,0.0,-0.14380912872578466,0.0,0.0,0.7226624310016632,0.5,0.0,0.22,0.764758825302124,0.5222432017326355
0.2870061695575714,0.992120087146759,64,q_c_l,True,0.3,0.2870061695575714,gpt_neox.layers.0.attention.dense,L0:dense,0.9481847286224365,0.8895389437675476,0.21875,attention_o,2,rtn,1.4153960943222046,20,262.2813948338733,23.51021385192871,0.04732540135036386,0.0,-0.14380912872578466,-0.5041868016336017,-0.5037735718917723,0.533716881275177,0.5,0.5,0.22,0.6802827715873718,0.3786189556121826
0.3018947243690491,0.993399441242218,64,q_l_c,True,0.3,0.3018947243690491,gpt_neox.layers.0.attention.dense,L0:dense,0.9481847286224365,0.9162659645080566,0.1875,attention_o,2,rtn,1.4153960943222046,12,262.2813948338733,23.51021385192871,-0.0005577354921397783,0.0,-0.13267287522282223,-0.462369060358688,-0.4663649931995934,0.5610689133405685,0.5,0.5,0.22,0.7016260623931885,0.3975904881954193
0.36637046933174133,0.9682493209838867,16,q_c,True,0.3,0.36637046933174133,gpt_neox.layers.0.attention.dense,L0:dense,0.9027568101882935,nan,0.1875,attention_o,2,rtn,1.410941481590271,0,262.2813948338733,23.51021385192871,0.0,0.0,-0.25874805708402854,0.0,0.0,0.6869327008724213,0.75,0.0,0.22,0.7463584542274475,0.49457627534866333
0.2983541786670685,0.9682493209838867,16,q_c_l,True,0.3,0.2983541786670685,gpt_neox.layers.0.attention.dense,L0:dense,0.9027568101882935,0.9352456331253052,0.21875,attention_o,2,rtn,1.410941481590271,8,262.2813948338733,23.51021385192871,0.07966658085583044,0.0,-0.25874805708402854,-0.4349842659122963,-0.43087004098629017,0.5632723718881607,0.75,0.25,0.22,0.6980285048484802,0.41049471497535706
0.29946431517601013,0.9719963073730469,16,q_l_c,True,0.3,0.29946431517601013,gpt_neox.layers.0.attention.dense,L0:dense,0.9027568101882935,0.9366330504417419,0.2109375,attention_o,2,rtn,1.410941481590271,6,262.2813948338733,23.51021385192871,0.0010807413226983397,0.0,-0.23521475549381182,-0.4267201674621033,-0.43871219092228786,0.565163642168045,0.75,0.25,0.22,0.7017692923545837,0.41161292791366577
0.37985408306121826,0.9843034744262695,32,q_c,True,0.3,0.37985408306121826,gpt_neox.layers.0.attention.dense,L0:dense,0.9323771595954895,nan,0.15625,attention_o,2,rtn,1.4110727310180664,0,262.2813948338733,23.51021385192871,0.0,0.0,-0.17946606987472452,0.0,0.0,0.7139267206192017,0.75,0.0,0.22,0.7587335109710693,0.5162036418914795
0.29349419474601746,0.9843034744262695,32,q_c_l,True,0.3,0.29349419474601746,gpt_neox.layers.0.attention.dense,L0:dense,0.9323771595954895,0.9042921662330627,0.21875,attention_o,2,rtn,1.4110727310180664,16,262.2813948338733,23.51021385192871,0.05686612776537577,0.0,-0.17946606987472452,-0.4784783739264345,-0.4768124643991556,0.54961878657341,0.75,0.25,0.22,0.6861168146133423,0.3948515057563782
0.31016480922698975,0.9861285090446472,32,q_l_c,True,0.3,0.31016480922698975,gpt_neox.layers.0.attention.dense,L0:dense,0.9323771595954895,0.938395619392395,0.1796875,attention_o,2,rtn,1.4110727310180664,6,262.2813948338733,23.51021385192871,-0.0013529306134331845,0.0,-0.1657236323888235,-0.4267201674621033,-0.4328799122993317,0.5824349164962769,0.75,0.25,0.22,0.7133123874664307,0.4204742908477783
0.3846173584461212,0.992120087146759,64,q_c,True,0.3,0.3846173584461212,gpt_neox.layers.0.attention.dense,L0:dense,0.9481847286224365,nan,0.140625,attention_o,2,rtn,1.4153960943222046,0,262.2813948338733,23.51021385192871,0.0,0.0,-0.14380912872578466,0.0,0.0,0.7226624310016632,0.75,0.0,0.22,0.764758825302124,0.5222432017326355
0.2870061695575714,0.992120087146759,64,q_c_l,True,0.3,0.2870061695575714,gpt_neox.layers.0.attention.dense,L0:dense,0.9481847286224365,0.8895389437675476,0.21875,attention_o,2,rtn,1.4153960943222046,20,262.2813948338733,23.51021385192871,0.04732540135036386,0.0,-0.14380912872578466,-0.5041868016336017,-0.5037735718917723,0.533716881275177,0.75,0.25,0.22,0.6802827715873718,0.3786189556121826
0.31416571140289307,0.9930283427238464,64,q_l_c,True,0.3,0.31416571140289307,gpt_neox.layers.0.attention.dense,L0:dense,0.9481847286224365,0.9392784833908081,0.1640625,attention_o,2,rtn,1.4153960943222046,6,262.2813948338733,23.51021385192871,0.0013670543192084966,0.0,-0.13485870523538188,-0.4267201674621033,-0.4303379298645481,0.5878036439418792,0.75,0.25,0.22,0.7189791798591614,0.4216095805168152
0.008887019008398056,nan,0,q_only,True,0.3,0.008887019008398056,gpt_neox.layers.0.attention.dense,L0:dense,,nan,0.25,attention_o,4,rtn,,0,259.7097316049972,22.081438064575195,0.0,0.0,0.0,0.0,0.0,0.01672576814889908,0.0,0.0,0.258,0.12233051657676697,0.012122690677642822
0.008080159313976765,nan,0,q_l,True,0.3,0.008080159313976765,gpt_neox.layers.0.attention.dense,L0:dense,,0.9560712575912476,0.2578125,attention_o,4,rtn,,2,259.7097316049972,22.081438064575195,0.0,0.0,0.0,-0.301315228539382,-0.301315228539382,0.014999039005488157,0.0,1.0,0.258,0.1169566959142685,0.01060569565743208
0.04644891247153282,nan,0,q_only,True,0.3,0.04644891247153282,gpt_neox.layers.0.attention.dense,L0:dense,,nan,0.1875,attention_o,3,rtn,,0,258.5830164616904,20.876575469970703,0.0,0.0,0.0,0.0,0.0,0.08644612319767475,0.0,0.0,0.258,0.2852649986743927,0.06141485646367073
0.037528786808252335,nan,0,q_l,True,0.3,0.037528786808252335,gpt_neox.layers.0.attention.dense,L0:dense,,0.8926241993904114,0.2578125,attention_o,3,rtn,,18,258.5830164616904,20.876575469970703,0.0,0.0,0.0,-0.4382256291784722,-0.4382256291784722,0.06917826607823371,0.0,1.0,0.258,0.25463443994522095,0.048287443816661835
0.04591002315282822,0.9920765161514282,64,q_c,True,0.3,0.04591002315282822,gpt_neox.layers.0.attention.dense,L0:dense,0.9447782635688782,nan,0.203125,attention_o,3,rtn,1.4117375612258911,0,258.5830164616904,20.876575469970703,0.0,0.0,-0.10938226308680968,0.0,0.0,0.0857909381389618,0.25,0.0,0.258,0.2830047011375427,0.061397820711135864
0.03806283324956894,0.9920765161514282,64,q_c_l,True,0.3,0.03806283324956894,gpt_neox.layers.0.attention.dense,L0:dense,0.9447782635688782,0.9074462652206421,0.2578125,attention_o,3,rtn,1.4117375612258911,14,258.5830164616904,20.876575469970703,-0.017522875635347605,0.0,-0.10938226308680968,-0.40877571325062534,-0.41343138318519634,0.07040359005331993,0.25,0.75,0.258,0.25681155920028687,0.04945638030767441
0.03915834426879883,0.9933875203132629,64,q_l_c,True,0.3,0.03915834426879883,gpt_neox.layers.0.attention.dense,L0:dense,0.9447782635688782,0.9091160893440247,0.25390625,attention_o,3,rtn,1.4117375612258911,13,258.5830164616904,20.876575469970703,-0.018667429595893858,0.0,-0.10739433284962792,-0.37928365144728954,-0.38365026849121914,0.07203305549919606,0.25,0.75,0.258,0.2576241195201874,0.05008608475327492
0.04481258615851402,0.9838876724243164,32,q_c,True,0.3,0.04481258615851402,gpt_neox.layers.0.attention.dense,L0:dense,0.9289467930793762,nan,0.21875,attention_o,3,rtn,1.4127966165542603,0,258.5830164616904,20.876575469970703,0.0,0.0,-0.18788624906522147,0.0,0.0,0.08366631306707858,0.5,0.0,0.258,0.280668705701828,0.059782419353723526
0.0389966256916523,0.9838876724243164,32,q_c_l,True,0.3,0.0389966256916523,gpt_neox.layers.0.attention.dense,L0:dense,0.9289467930793762,0.922900915145874,0.2578125,attention_o,3,rtn,1.4127966165542603,10,258.5830164616904,20.876575469970703,0.009624898844511839,0.0,-0.18788624906522147,-0.35557932989808905,-0.3602554730553583,0.07189635522663593,0.5,0.5,0.258,0.25902944803237915,0.05020080879330635
0.03938868269324303,0.9861815571784973,32,q_l_c,True,0.3,0.03938868269324303,gpt_neox.layers.0.attention.dense,L0:dense,0.9289467930793762,0.9229068756103516,0.25390625,attention_o,3,rtn,1.4127966165542603,9,258.5830164616904,20.876575469970703,-0.020843624862185762,0.0,-0.17658025757497703,-0.34429775858790373,-0.3532946924289481,0.07259010076522827,0.5,0.5,0.258,0.25963500142097473,0.05064736306667328
0.04591002315282822,0.9920765161514282,64,q_c,True,0.3,0.04591002315282822,gpt_neox.layers.0.attention.dense,L0:dense,0.9447782635688782,nan,0.203125,attention_o,3,rtn,1.4117375612258911,0,258.5830164616904,20.876575469970703,0.0,0.0,-0.10938226308680968,0.0,0.0,0.0857909381389618,0.5,0.0,0.258,0.2830047011375427,0.061397820711135864
0.03806283324956894,0.9920765161514282,64,q_c_l,True,0.3,0.03806283324956894,gpt_neox.layers.0.attention.dense,L0:dense,0.9447782635688782,0.9074462652206421,0.2578125,attention_o,3,rtn,1.4117375612258911,14,258.5830164616904,20.876575469970703,-0.017522875635347605,0.0,-0.10938226308680968,-0.40877571325062534,-0.41343138318519634,0.07040359005331993,0.5,0.5,0.258,0.25681155920028687,0.04945638030767441
0.040288496762514114,0.993202805519104,64,q_l_c,True,0.3,0.040288496762514114,gpt_neox.layers.0.attention.dense,L0:dense,0.9447782635688782,0.9240559339523315,0.23828125,attention_o,3,rtn,1.4117375612258911,9,258.5830164616904,20.876575469970703,-0.033233787360451586,0.0,-0.10724763263565833,-0.34429775858790373,-0.35021701431987096,0.07403151392936706,0.5,0.5,0.258,0.2618090808391571,0.051370635628700256
0.04481258615851402,0.9838876724243164,32,q_c,True,0.3,0.04481258615851402,gpt_neox.layers.0.attention.dense,L0:dense,0.9289467930793762,nan,0.21875,attention_o,3,rtn,1.4127966165542603,0,258.5830164616904,20.876575469970703,0.0,0.0,-0.18788624906522147,0.0,0.0,0.08366631306707858,0.75,0.0,0.258,0.280668705701828,0.059782419353723526
0.0389966256916523,0.9838876724243164,32,q_c_l,True,0.3,0.0389966256916523,gpt_neox.layers.0.attention.dense,L0:dense,0.9289467930793762,0.922900915145874,0.2578125,attention_o,3,rtn,1.4127966165542603,10,258.5830164616904,20.876575469970703,0.009624898844511839,0.0,-0.18788624906522147,-0.35557932989808905,-0.3602554730553583,0.07189635522663593,0.75,0.25,0.258,0.25902944803237915,0.05020080879330635
0.04104237258434296,0.9855960607528687,32,q_l_c,True,0.3,0.04104237258434296,gpt_neox.layers.0.attention.dense,L0:dense,0.9289467930793762,0.9431039094924927,0.234375,attention_o,3,rtn,1.4127966165542603,4,258.5830164616904,20.876575469970703,-0.01896249951825262,0.0,-0.1837697217867332,-0.28458596293838073,-0.292762468956477,0.07560380771756173,0.75,0.25,0.258,0.26515936851501465,0.05270592123270035
0.04591002315282822,0.9920765161514282,64,q_c,True,0.3,0.04591002315282822,gpt_neox.layers.0.attention.dense,L0:dense,0.9447782635688782,nan,0.203125,attention_o,3,rtn,1.4117375612258911,0,258.5830164616904,20.876575469970703,0.0,0.0,-0.10938226308680968,0.0,0.0,0.0857909381389618,0.75,0.0,0.258,0.2830047011375427,0.061397820711135864
0.03806283324956894,0.9920765161514282,64,q_c_l,True,0.3,0.03806283324956894,gpt_neox.layers.0.attention.dense,L0:dense,0.9447782635688782,0.9074462652206421,0.2578125,attention_o,3,rtn,1.4117375612258911,14,258.5830164616904,20.876575469970703,-0.017522875635347605,0.0,-0.10938226308680968,-0.40877571325062534,-0.41343138318519634,0.07040359005331993,0.75,0.25,0.258,0.25681155920028687,0.04945638030767441
0.042033709585666656,0.9929118752479553,64,q_l_c,True,0.3,0.042033709585666656,gpt_neox.layers.0.attention.dense,L0:dense,0.9447782635688782,0.9439817070960999,0.21875,attention_o,3,rtn,1.4117375612258911,4,258.5830164616904,20.876575469970703,-0.031203835055789775,0.0,-0.1097390110291532,-0.28458596293838073,-0.29008873849864825,0.0771149791777134,0.75,0.25,0.258,0.26737621426582336,0.05334905534982681
0.3924044072628021,nan,0,q_only,True,0.3,0.3924044072628021,gpt_neox.layers.0.attention.dense,L0:dense,,nan,0.125,attention_o,2,rtn,,0,262.2813948338733,23.51021385192871,0.0,0.0,0.0,0.0,0.0,0.7369548797607421,0.0,0.0,0.258,0.7708329558372498,0.5321391820907593
0.2571692168712616,nan,0,q_l,True,0.3,0.2571692168712616,gpt_neox.layers.0.attention.dense,L0:dense,,0.8414293527603149,0.2578125,attention_o,2,rtn,,34,262.2813948338733,23.51021385192871,0.0,0.0,0.0,-0.5870537833725357,-0.5870537833725357,0.4726394683122635,0.0,1.0,0.258,0.6486014723777771,0.32807281613349915
0.37985408306121826,0.9843034744262695,32,q_c,True,0.3,0.37985408306121826,gpt_neox.layers.0.attention.dense,L0:dense,0.9323771595954895,nan,0.15625,attention_o,2,rtn,1.4110727310180664,0,262.2813948338733,23.51021385192871,0.0,0.0,-0.17946606987472452,0.0,0.0,0.7139267206192017,0.25,0.0,0.258,0.7587335109710693,0.5162036418914795
0.2645816504955292,0.9843034744262695,32,q_c_l,True,0.3,0.2645816504955292,gpt_neox.layers.0.attention.dense,L0:dense,0.9323771595954895,0.8696023225784302,0.2578125,attention_o,2,rtn,1.4110727310180664,26,262.2813948338733,23.51021385192871,0.04383286169252613,0.0,-0.17946606987472452,-0.5492047644095552,-0.5508765749478575,0.4895018756389618,0.25,0.75,0.258,0.659796416759491,0.34400779008865356
