batch_index,nll,nll_sum,perplexity,sequence_index,strategy,tokens,window_index
0,3.4192442405880907,434.2440185546875,30.546320625933966,0,dense,127,0
1,4.2810193159448815,543.689453125,72.31411338153369,0,dense,127,1
2,3.767245074895423,478.44012451171875,43.26072047406779,0,dense,127,2
3,3.5672674704724407,453.04296875,35.4196754876174,0,dense,127,3
4,4.7006691759965555,596.9849853515625,110.02077108328986,0,dense,127,4
5,4.716232660248524,598.9615478515625,111.74647174555354,0,dense,127,5
6,3.98690002921998,506.3363037109375,53.88758024645401,0,dense,127,6
7,3.7676629494494343,478.4931945800781,43.27880180594322,0,dense,127,7
0,3.5261780746339815,447.8246154785156,33.9937972664674,0,Q,127,0
1,4.418484905573327,561.1475830078125,82.97048196559496,0,Q,127,1
2,3.9423796886534204,500.6822204589844,51.54110726783495,0,Q,127,2
3,3.6612087460014764,464.9735107421875,38.90834476509302,0,Q,127,3
4,4.818562184731792,611.9573974609375,123.7869799554914,0,Q,127,4
5,4.861887533833661,617.459716796875,129.26796964157694,0,Q,127,5
6,4.091849740095965,519.6649169921875,59.850497241370725,0,Q,127,6
7,3.921484759473425,498.028564453125,50.475332897579364,0,Q,127,7
0,3.5070274533249264,445.3924865722656,33.34898887545408,0,Q_global_scale,127,0
1,4.4075783556840555,559.762451171875,82.07047715984977,0,Q_global_scale,127,1
2,3.9260628767839565,498.6099853515625,50.706944661252756,0,Q_global_scale,127,2
3,3.6503855787862944,463.5989685058594,38.48950392447156,0,Q_global_scale,127,3
4,4.805765467365895,610.3322143554688,122.21300529279398,0,Q_global_scale,127,4
5,4.8434462659940944,615.11767578125,126.90595064215469,0,Q_global_scale,127,5
6,4.083231287678395,518.5703735351562,59.33689498612383,0,Q_global_scale,127,6
7,3.9135290431225394,497.0181884765625,50.0753586169348,0,Q_global_scale,127,7
0,3.4473929818220963,437.81890869140625,31.41837716732183,0,Q_block_scale,127,0
1,4.3622431717519685,554.0048828125,78.43287565160034,0,Q_block_scale,127,1
2,3.8788896695835384,492.6189880371094,48.370478030914164,0,Q_block_scale,127,2
3,3.5963418314776083,456.73541259765625,36.46459651851735,0,Q_block_scale,127,3
4,4.720696877306841,599.5285034179688,112.2464474205512,0,Q_block_scale,127,4
5,4.798954040046752,609.4671630859375,121.38338893309569,0,Q_block_scale,127,5
6,4.0261355422613185,511.3192138671875,56.04391289381147,0,Q_block_scale,127,6
7,3.859177717073696,490.1155700683594,47.42633746326439,0,Q_block_scale,127,7
0,3.5044190414308565,445.06121826171875,33.26211432777438,0,Q+S,127,0
1,4.414661317359744,560.6619873046875,82.65384274344241,0,Q+S,127,1
2,3.9141927403727856,497.10247802734375,50.108604526142834,0,Q+S,127,2
3,3.649721160648376,463.51458740234375,38.46393929368731,0,Q+S,127,3
4,4.789007712536909,608.2039794921875,120.18205433014683,0,Q+S,127,4
5,4.781214916799951,607.2142944335938,119.24913985660851,0,Q+S,127,5
6,4.091803603284941,519.6590576171875,59.84773599398787,0,Q+S,127,6
7,3.9253427099993847,498.5185241699219,50.6704403501345,0,Q+S,127,7
0,3.4918217696542815,443.46136474609375,32.8457305896372,0,Q+S_OBS,127,0
1,4.43416229007751,563.1386108398438,84.28149186541128,0,Q+S_OBS,127,1
2,3.8708536944051426,491.5984191894531,47.98333170262301,0,Q+S_OBS,127,2
3,3.657930389164001,464.5571594238281,38.78099818481968,0,Q+S_OBS,127,3
4,4.776020680825542,606.5546264648438,118.6313375788853,0,Q+S_OBS,127,4
