codec_endpoint_fit_error,codec_endpoint_nll_delta,codec_endpoint_within_comfort_fit,hessian_proxy_nll_correlation,interpretation,max_contiguous_comfort_epsilon,small_epsilon_fit_max,strategy,target_ratio,taylor_linear_coefficient,taylor_quadratic_coefficient
0.012689023530126547,0.12947433952271403,True,0.9986186002679424,local_fit_reaches_codec_endpoint,1.0,0.125,Q,0.258,0.032782585487033555,0.08400273050555393
0.022917275480775587,0.060448864313561224,False,0.9957007726975635,local_comfort_zone_does_not_certify_codec_endpoint,0.125,0.125,Q_block_scale,0.258,-0.012119557344594547,0.04965114617738019
0.01479229761121266,0.09987171803872386,True,0.9970565570951753,local_fit_reaches_codec_endpoint,1.0,0.125,Q+S_OBS,0.258,0.03560934883098614,0.049470071596525056
0.009750354777498096,0.07348689882774018,True,0.999743847403281,local_fit_reaches_codec_endpoint,1.0,0.125,Q+L,0.258,0.013083782588459906,0.05065276146178217
0.006763119512175758,0.07441744466466194,True,0.999815687858194,local_fit_reaches_codec_endpoint,1.0,0.125,Q+S+L_QL_budget_component_scale,0.258,0.012422113125464304,0.05523221202702188
0.005129140011423061,0.07269284105676377,True,0.9997531025343801,local_fit_reaches_codec_endpoint,1.0,0.125,Q+S+L_component_scale,0.258,0.012698599127667683,0.05486510191767302
