step,train_loss
1,3.3263962268829346
50,0.10247620195150375
100,0.005173512268811464
150,0.00249772472307086
200,0.0016849258681759238
250,0.0011984034208580852
300,0.0009642825461924076
350,0.0006558547611348331
400,0.0005854041082784534
450,0.0004553281469270587
