activation_reconstruction_error,added_bits_over_q,added_scalars_over_q,all_requested_components_active,allocation_id,allocation_source,base_codes_padding_bits,base_codes_raw_bits,base_codes_stored_bits,base_scales_padding_bits,base_scales_raw_bits,base_scales_stored_bits,baseline_hessian_energy,both_s_and_l_active,cancellation_gain_ql_over_q,cancellation_gain_qs_over_q,cols,comparison_budget_bits,component_scale_labels,component_scale_multipliers,compression_ratio,folded_repair_dof,folded_zero_bit_hessian_gain,fp16_accumulation_rounding_l2,hessian_cost,hessian_cross_ql,hessian_cross_qs,hessian_cross_sl,hessian_decomposition_residual,hessian_gain_over_q,hessian_gain_per_added_bit,hessian_gain_per_added_scalar,hessian_recovery_fraction_over_q,hessian_self_l,hessian_self_q,hessian_self_s,joint_component_constraint,l_active,layer,lowrank_factors_padding_bits,lowrank_factors_raw_bits,lowrank_factors_stored_bits,lowrank_rank,lowrank_scales_padding_bits,lowrank_scales_raw_bits,lowrank_scales_stored_bits,metadata_padding_bits,metadata_raw_bits,metadata_stored_bits,normalized_hessian_cost,obs_applied,obs_continuous_cost,obs_fp16_rounding_cost_gap,obs_reason,obs_relative_stationarity_continuous,obs_relative_stationarity_stored,obs_rhs_null_residual_max,obs_stored_cost,obs_unique_support_count,payload_bits,payload_ratio,q_active,q_col_block_size,q_reference_bits,q_reference_cost,q_scale_count,rate_cap_strategy,reference_bits,repair_padding_bits,repair_raw_bits,repair_stored_bits,rho_ql,rho_ql_kind,rho_qs,rho_qs_kind,rho_sl,rho_sl_kind,rows,s_active,scale_col_block_size,scale_cost_after_continuous,scale_cost_before_continuous,scale_gram_condition,scale_gram_rank,scale_groups_per_row,scale_max_basis_stationarity,scale_multiplier_applied,scale_multiplier_continuous,scale_repair_kind,search_family,selected_within_layer_target,sparse_fraction,sparse_nnz,sparse_scales_padding_bits,sparse_scales_raw_bits,sparse_scales_stored_bits,sparse_support_padding_bits,sparse_support_raw_bits,sparse_support_stored_bits,sparse_values_padding_bits,sparse_values_raw_bits,sparse_values_stored_bits,strategy,support_encoding,target_gap,target_ratio,token_risk_p95,under_target,worst_token_risk
,,,,"rank=12,nnz=7781",,,,,,,,,True,,,,,,,,,,,1.3956822156906128,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,12,,,,,,,,,,,,,,,,,5033152,0.2999992370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_allocation,False,,7781,,,,,,,,,,Q+S+L,,,0.3,,True,
,,,,"rank=13,nnz=6501",,,,,,,,,True,,,,,,,,,,,1.3744933605194092,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,13,,,,,,,,,,,,,,,,,5033152,0.2999992370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_allocation,False,,6501,,,,,,,,,,Q+S+L,,,0.3,,True,
,,,,"rank=14,nnz=5221",,,,,,,,,True,,,,,,,,,,,1.353855013847351,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,14,,,,,,,,,,,,,,,,,5033152,0.2999992370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_allocation,False,,5221,,,,,,,,,,Q+S+L,,,0.3,,True,
,,,,"rank=15,nnz=3941",,,,,,,,,True,,,,,,,,,,,1.3348414897918701,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,15,,,,,,,,,,,,,,,,,5033152,0.2999992370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_allocation,False,,3941,,,,,,,,,,Q+S+L,,,0.3,,True,
,,,,"rank=16,nnz=2661",,,,,,,,,True,,,,,,,,,,,1.3189882040023804,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,16,,,,,,,,,,,,,,,,,5033152,0.2999992370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_allocation,False,,2661,,,,,,,,,,Q+S+L,,,0.3,,True,
,,,,"rank=17,nnz=1381",,,,,,,,,True,,,,,,,,,,,1.3036327362060547,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,17,,,,,,,,,,,,,,,,,5033152,0.2999992370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_allocation,False,,1381,,,,,,,,,,Q+S+L,,,0.3,,True,
,,,,"rank=18,nnz=101",,,,,,,,,True,,,,,,,,,,,1.2801430225372314,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,18,,,,,,,,,,,,,,,,,5033152,0.2999992370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_allocation,True,,101,,,,,,,,,,Q+S+L,,,0.3,,True,
,,,,"rank=19,nnz=0",,,,,,,,,False,,,,,,,,,,,1.2537965774536133,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,19,,,,,,,,,,,,,,,,,5005312,0.29833984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_allocation,False,,0,,,,,,,,,,Q+S+L,,,0.3,,True,
,,,,"rank=0,nnz=22271",,,,,,,,,False,,,,5005312,,,,,,,1.807523488998413,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,0,,,,,,,,,,,,,,,,,5005312,0.29833984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,22271,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=1,nnz=20991",,,,,,,,,True,,,,5005312,,,,,,,1.7076815366744995,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,1,,,,,,,,,,,,,,,,,5005312,0.29833984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,20991,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=2,nnz=19711",,,,,,,,,True,,,,5005312,,,,,,,1.6548718214035034,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,2,,,,,,,,,,,,,,,,,5005312,0.29833984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,19711,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=3,nnz=18431",,,,,,,,,True,,,,5005312,,,,,,,1.6069155931472778,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,3,,,,,,,,,,,,,,,,,5005312,0.29833984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,18431,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=4,nnz=17151",,,,,,,,,True,,,,5005312,,,,,,,1.5776591300964355,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,4,,,,,,,,,,,,,,,,,5005312,0.29833984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,17151,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=5,nnz=15871",,,,,,,,,True,,,,5005312,,,,,,,1.5501699447631836,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,5,,,,,,,,,,,,,,,,,5005312,0.29833984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,15871,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=6,nnz=14591",,,,,,,,,True,,,,5005312,,,,,,,1.5251085758209229,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,6,,,,,,,,,,,,,,,,,5005312,0.29833984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,14591,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=7,nnz=13311",,,,,,,,,True,,,,5005312,,,,,,,1.5028622150421143,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,7,,,,,,,,,,,,,,,,,5005312,0.29833984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,13311,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=8,nnz=12031",,,,,,,,,True,,,,5005312,,,,,,,1.4808931350708008,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,8,,,,,,,,,,,,,,,,,5005312,0.29833984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,12031,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=9,nnz=10751",,,,,,,,,True,,,,5005312,,,,,,,1.4613354206085205,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,9,,,,,,,,,,,,,,,,,5005312,0.29833984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,10751,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=10,nnz=9471",,,,,,,,,True,,,,5005312,,,,,,,1.4435806274414062,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,10,,,,,,,,,,,,,,,,,5005312,0.29833984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,9471,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=11,nnz=8191",,,,,,,,,True,,,,5005312,,,,,,,1.4238263368606567,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,11,,,,,,,,,,,,,,,,,5005312,0.29833984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,8191,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=12,nnz=6911",,,,,,,,,True,,,,5005312,,,,,,,1.4021035432815552,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,12,,,,,,,,,,,,,,,,,5005312,0.29833984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,6911,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=13,nnz=5631",,,,,,,,,True,,,,5005312,,,,,,,1.381303310394287,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,13,,,,,,,,,,,,,,,,,5005312,0.29833984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,5631,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=14,nnz=4351",,,,,,,,,True,,,,5005312,,,,,,,1.3606064319610596,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,14,,,,,,,,,,,,,,,,,5005312,0.29833984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,4351,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=15,nnz=3071",,,,,,,,,True,,,,5005312,,,,,,,1.3431241512298584,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,15,,,,,,,,,,,,,,,,,5005312,0.29833984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,3071,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=16,nnz=1791",,,,,,,,,True,,,,5005312,,,,,,,1.3274815082550049,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,16,,,,,,,,,,,,,,,,,5005312,0.29833984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,1791,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=17,nnz=511",,,,,,,,,True,,,,5005312,,,,,,,1.3070800304412842,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,17,,,,,,,,,,,,,,,,,5005312,0.29833984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,True,,511,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=18,nnz=0",,,,,,,,,False,,,,5005312,,,,,,,1.2801594734191895,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,18,,,,,,,,,,,,,,,,,4964352,0.2958984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,0,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=19,nnz=0",,,,,,,,,False,,,,5005312,,,,,,,1.2537965774536133,,,,,,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,,,,19,,,,,,,,,,,,,,,,,5005312,0.29833984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,0,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
0.0048398240469396114,0,0,True,,,0,4194304,4194304,0,32768,32768,2864.3798828125,,nan,nan,512,,,,3.9689922480620154,0,0.0,0.0,6.92575740814209,0.0,0.0,0.0,4.76837158203125e-07,0.0,nan,nan,0.0,0.0,6.925756931304932,0.0,,False,gpt_neox.layers.0.mlp.dense_h_to_4h,0,0,0,0,0,0,0,0,0,0,0.004835781349882804,,,,,,,,,,4227072,0.251953125,True,0,4227072,6.92575740814209,2048,,16777216,0,0,0,nan,inactive,nan,inactive,nan,inactive,2048,False,,,,,,,,,,,selected_endpoint,True,0.0,0,0,0,0,0,0,0,0,0,0,Q,empty,-0.04804687499999999,0.3,0.018068687990307808,True,0.01951901987195015
0.004800595808774233,0,0,True,,,0,4194304,4194304,0,32768,32768,2864.3798828125,,nan,nan,512,,,,3.9689922480620154,1,0.0565791130065918,0.0,6.869178295135498,0.0,0.0,0.0,-1.430511474609375e-06,0.0565791130065918,nan,nan,0.008169375516976093,0.0,6.869179725646973,0.0,,False,gpt_neox.layers.0.mlp.dense_h_to_4h,0,0,0,0,0,0,0,0,0,0,0.004796276036117622,,,,,,,,,,4227072,0.251953125,True,0,4227072,6.92575740814209,2048,,16777216,0,0,0,nan,inactive,nan,inactive,nan,inactive,2048,False,,6.86996909764052,6.925756766393107,,1,,0.0,0.9937826638977771,0.9937826638977771,global_folded_into_fp16_q_scales,selected_endpoint,True,0.0,0,0,0,0,0,0,0,0,0,0,Q_global_scale,empty,-0.04804687499999999,0.3,0.01784982532262802,True,0.0193101167678833
0.0016137805068865418,491520,30720,True,,,0,4194304,4194304,0,524288,524288,2864.3798828125,,nan,nan,512,,,,3.5555555555555554,32768,0.0,0.0,2.2648022174835205,0.0,0.0,0.0,4.76837158203125e-07,4.660955190658569,9.482737611203145e-06,0.00015172380177925032,0.6729885146105516,0.0,2.2648017406463623,0.0,,False,gpt_neox.layers.0.mlp.dense_h_to_4h,0,0,0,0,0,0,0,0,0,0,0.0015813560422437674,,,,,,,,,,4718592,0.28125,True,32,4227072,6.92575740814209,32768,,16777216,0,0,0,nan,inactive,nan,inactive,nan,inactive,2048,False,32,2.2647485715069995,6.925756766393107,,,16,0.0004020935023621904,,,row_x_column_block_fp16_scales,selected_endpoint,True,0.0,0,0,0,0,0,0,0,0,0,0,Q_block_scale,empty,-0.01874999999999999,0.3,0.019805513322353363,True,0.02235291711986065
0.0013208106392994523,806080,23141,True,,,0,4194304,4194304,0,32768,32768,2864.3798828125,,nan,1.4817829213187634,512,,,,3.3333418104599266,0,0.0,0.0,1.798187017440796,0.0,-10.262468338012695,0.0,-2.384185791015625e-07,5.127570390701294,6.361118487868814e-06,0.0002215794646169696,0.7403624020490809,0.0,6.925756931304932,5.134898662567139,,False,gpt_neox.layers.0.mlp.dense_h_to_4h,0,0,0,0,0,0,0,0,0,0,0.0012555506538994247,,,,,,,,,,5033152,0.2999992370605469,True,0,4227072,6.92575740814209,2048,,16777216,0,0,0,nan,inactive,-0.8604433318617778,repair_cancellation,nan,inactive,2048,True,,,,,,,,,,,selected_endpoint,True,0.02206897735595703,23141,0,0,0,0,435824,435824,0,370256,370256,Q+S,csr_fixed,-7.629394531138978e-07,0.3,0.01675802282989025,True,0.01847568340599537
0.0011453089537099004,806080,23141,True,,,0,4194304,4194304,0,32768,32768,2864.3798828125,,nan,1.5450726229782237,512,,,,3.3333418104599266,23141,0.0,0.0011304827639833093,1.5753639936447144,0.0,-10.700973510742188,0.0,1.3113021850585938e-06,5.3503934144973755,6.637546415364946e-06,0.0002312083926579394,0.7725354931154998,0.0,6.925870895385742,5.350465297698975,,False,gpt_neox.layers.0.mlp.dense_h_to_4h,0,0,0,0,0,0,0,0,0,0,0.0010999686201523546,True,1.5753377444003884,2.616192038562559e-07,,8.029666378501177e-16,0.000523643996349534,2.4405778932988292e-15,1.5753380060195923,1982,5033152,0.2999992370605469,True,0,4227072,6.92575740814209,2048,,16777216,0,0,0,nan,inactive,-0.8789422106672978,repair_cancellation,nan,inactive,2048,True,,,,,,,,,,,selected_endpoint,True,0.02206897735595703,23141,0,0,0,0,435824,435824,0,370256,370256,Q+S_OBS,csr_fixed,-7.629394531138978e-07,0.3,0.016919000074267387,True,0.018473876640200615
0.0008586738840676844,778240,48640,True,,,0,4194304,4194304,0,32768,32768,2864.3798828125,,1.6377484468586216,nan,512,,,,3.351882160392799,0,0.0,0.006607302464544773,1.2537965774536133,-11.343958854675293,0.0,0.0,3.814697265625e-06,5.671960830688477,7.288189800946336e-06,0.00011661103681514137,0.8189661428250982,5.671194076538086,6.926557540893555,0.0,,True,gpt_neox.layers.0.mlp.dense_h_to_4h,0,778240,778240,19,0,0,0,0,0,0,0.0008754401502237374,,,,,,,,,,5005312,0.29833984375,True,0,4227072,6.92575740814209,2048,,16777216,0,0,0,-0.9049793487626061,repair_cancellation,nan,inactive,nan,inactive,2048,False,,,,,,,,,,,selected_endpoint,True,0.0,0,0,0,0,0,0,0,0,0,0,Q+L,empty,-0.001660156249999989,0.3,0.015826813876628876,True,0.017222872003912926
0.0008800260256975889,806080,46181,True,,,0,4194304,4194304,0,32768,32768,2864.3798828125,,1.4234522865639976,0.20690418206698874,512,,,,3.3333418104599266,0,0.0,0.006604580208659172,1.2801430225372314,-9.858635902404785,-1.4329900741577148,0.007642325013875961,-2.3469328880310059e-07,5.645614385604858,7.003789184206106e-06,0.00012224972143532747,0.8151620180873987,4.92555046081543,6.925863265991211,0.7127131819725037,both_S_and_L_required,True,gpt_neox.layers.0.mlp.dense_h_to_4h,0,737280,737280,18,0,0,0,0,0,0,0.000893836065682932,,,,,,,,,,5033152,0.2999992370605469,True,0,4227072,6.92575740814209,2048,,16777216,0,0,0,-0.8439612156269414,repair_cancellation,-0.3224919172761768,repair_cancellation,0.0020394390272246063,hessian_orthogonal,2048,True,,,,,,,,,,,selected_endpoint,True,9.632110595703125e-05,101,0,0,0,0,67184,67184,0,1616,1616,Q+S+L,csr_fixed,-7.629394531138978e-07,0.3,0.016145791858434677,True,0.017245983704924583
0.0009078886359930038,778240,44031,True,,,0,4194304,4194304,0,32768,32768,2864.3798828125,,0.9463105349604842,0.6762831013366748,512,5005312,,,3.351882160392799,0,0.0,0.006596146151423454,1.3070800304412842,-6.553325176239014,-4.683349609375,-0.08455809950828552,3.2782554626464844e-07,5.618677377700806,7.219723192974925e-06,0.00012760730798075913,0.811272622846326,3.318842649459839,6.925131797790527,2.384338140487671,both_S_and_L_required,True,gpt_neox.layers.0.mlp.dense_h_to_4h,0,696320,696320,17,0,0,0,0,0,0,0.0009126443306520349,,,,,,,,,,5005312,0.29833984375,True,0,4227072,6.92575740814209,2048,per_layer_exact_Q+L_payload_bits,16777216,0,0,0,-0.6834777321071562,repair_cancellation,-0.5762734862372496,repair_cancellation,-0.015029618728627037,hessian_orthogonal,2048,True,,,,,,,,,,,selected_endpoint,True,0.00048732757568359375,511,0,0,0,0,73744,73744,0,8176,8176,Q+S+L_QL_budget,csr_fixed,-0.001660156249999989,0.3,0.016530456021428108,True,0.017409706488251686
0.0009072218672372401,778240,44031,True,,,0,4194304,4194304,0,32768,32768,2864.3798828125,,0.9461110183470578,0.6760987806247637,512,5005312,q+s+l,"{""l"": 0.998720269809047, ""q"": 0.9990851390544062, ""s"": 0.9986751418301241}",3.351882160392799,3,0.0,0.006589687429368496,1.306042194366455,-6.5357561111450195,-4.670505523681641,-0.08436593413352966,1.2814998626708984e-06,5.619715213775635,7.221056761122064e-06,0.0001276308785577351,0.8114224744818466,3.3104498386383057,6.908022403717041,2.3781962394714355,,True,gpt_neox.layers.0.mlp.dense_h_to_4h,0,696320,696320,17,0,0,0,0,0,0,0.0009119196809077349,,,,,,,,,,5005312,0.29833984375,True,0,4227072,6.92575740814209,2048,per_layer_exact_Q+L_payload_bits,16777216,0,0,0,-0.6833535697790775,repair_cancellation,-0.5761468365790301,repair_cancellation,-0.015033834813024748,hessian_orthogonal,2048,True,,1.305880770097239,1.3070799840129927,607.6013576004609,3,,3.8809225635878407e-19,,,component_multipliers_folded_into_existing_fp16_storage,selected_endpoint,True,0.00048732757568359375,511,0,0,0,0,73744,73744,0,8176,8176,Q+S+L_QL_budget_component_scale,csr_fixed,-0.001660156249999989,0.3,0.01649569906294346,True,0.017378775402903557
0.0008801071089692414,806080,46181,True,,same_rank_and_support_as_selected_Q+S+L,0,4194304,4194304,0,32768,32768,2864.3798828125,,1.4084396950045974,0.2216918672390448,512,,,,3.3333418104599266,101,0.0,0.006608061492443085,1.2802021503448486,-9.755337715148926,-1.5355141162872314,6.167963147163391e-05,-1.4789402484893799e-06,5.645555257797241,7.00371583192393e-06,0.00012224844108610122,0.8151534807095883,4.876823902130127,6.92634391784668,0.7678259611129761,,True,gpt_neox.layers.0.mlp.dense_h_to_4h,0,737280,737280,18,0,0,0,0,0,0,0.0008938773505753249,True,6.157887712772867,2.22865560672858e-07,,5.030827705881617e-18,1.969772498414812e-05,0.0,6.157887935638428,2,5033152,0.2999992370605469,True,0,4227072,6.92575740814209,2048,,16777216,0,0,0,-0.8392507731247524,repair_cancellation,-0.33292039071756024,repair_cancellation,1.5937193351340584e-05,hessian_orthogonal,2048,True,,,,,,,,,,,selected_endpoint,True,9.632110595703125e-05,101,0,0,0,0,67184,67184,0,1616,1616,Q+S_OBS+L,csr_fixed,-7.629394531138978e-07,0.3,0.01614340767264366,True,0.017247706651687622
0.0008794424356892705,806080,46181,True,,,0,4194304,4194304,0,32768,32768,2864.3798828125,,1.4228975703588864,0.20709517897940277,512,,q+s+l,"{""l"": 0.9987289887419936, ""q"": 0.999103074448999, ""s"": 0.9989904637279444}",3.3333418104599266,3,0.0,0.006596535909920931,1.2791885137557983,-9.831130981445312,-1.4308688640594482,0.007610483095049858,-1.5925616025924683e-06,5.6465688943862915,7.004973320745201e-06,0.00012227039029874388,0.8152998382166905,4.913010120391846,6.909233093261719,0.7113362550735474,,True,gpt_neox.layers.0.mlp.dense_h_to_4h,0,737280,737280,18,0,0,0,0,0,0,0.0008931695976720648,,,,,,,,,,5033152,0.2999992370605469,True,0,4227072,6.92575740814209,2048,,16777216,0,0,0,-0.8436935617670346,repair_cancellation,-0.32271373029858347,repair_cancellation,0.002035499164603657,hessian_orthogonal,2048,True,,1.2789905817056575,1.2801431286978129,2026.1492459565682,3,,8.29612060866325e-17,,,component_multipliers_folded_into_existing_fp16_storage,selected_endpoint,True,9.632110595703125e-05,101,0,0,0,0,67184,67184,0,1616,1616,Q+S+L_component_scale,csr_fixed,-7.629394531138978e-07,0.3,0.016119420528411865,True,0.017223577946424484
,,,,block=32,,,,,,,,,,,,,,,,,,,,0.7403212189674377,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_4h_to_h,,,,,,,,,,,,,,,,,,,,,4718592,0.28125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q_block_scale,False,,,,,,,,,,,,Q_block_scale,,,0.258,,False,
,,,,block=64,,,,,,,,,,,,,,,,,,,,0.9264484643936157,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_4h_to_h,,,,,,,,,,,,,,,,,,,,,4456448,0.265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q_block_scale,False,,,,,,,,,,,,Q_block_scale,,,0.258,,False,
,,,,block=128,,,,,,,,,,,,,,,,,,,,1.095060110092163,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_4h_to_h,,,,,,,,,,,,,,,,,,,,,4325376,0.2578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q_block_scale,True,,,,,,,,,,,,Q_block_scale,,,0.258,,True,
,,,,block=256,,,,,,,,,,,,,,,,,,,,1.266815185546875,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_4h_to_h,,,,,,,,,,,,,,,,,,,,,4259840,0.25390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q_block_scale,False,,,,,,,,,,,,Q_block_scale,,,0.258,,True,
,,,,block=512,,,,,,,,,,,,,,,,,,,,1.464022159576416,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_4h_to_h,,,,,,,,,,,,,,,,,,,,,4227072,0.251953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q_block_scale,False,,,,,,,,,,,,Q_block_scale,,,0.258,,True,
,,,,"rank=0,nnz=3425",,,,,,,,,False,,,,,,,,,,,1.4947224855422974,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_4h_to_h,,,,0,,,,,,,,,,,,,,,,,4328512,0.2579994201660156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_allocation,False,,3425,,,,,,,,,,Q+S+L,,,0.258,,True,
,,,,"rank=1,nnz=2145",,,,,,,,,True,,,,,,,,,,,1.127085566520691,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_4h_to_h,,,,1,,,,,,,,,,,,,,,,,4328512,0.2579994201660156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_allocation,False,,2145,,,,,,,,,,Q+S+L,,,0.258,,True,
,,,,"rank=2,nnz=865",,,,,,,,,True,,,,,,,,,,,1.1032911539077759,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_4h_to_h,,,,2,,,,,,,,,,,,,,,,,4328512,0.2579994201660156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_allocation,True,,865,,,,,,,,,,Q+S+L,,,0.258,,True,
,,,,"rank=3,nnz=0",,,,,,,,,False,,,,,,,,,,,1.1051350831985474,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_4h_to_h,,,,3,,,,,,,,,,,,,,,,,4325376,0.2578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_allocation,False,,0,,,,,,,,,,Q+S+L,,,0.258,,True,
,,,,"rank=0,nnz=3327",,,,,,,,,False,,,,4325376,,,,,,,1.5024974346160889,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_4h_to_h,,,,0,,,,,,,,,,,,,,,,,4325376,0.2578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,3327,,,,,,,,,,Q+S+L_QL_budget,,,0.258,,True,
